gene_id	log2FC_TE_xtail	pvalue_TE_xtail	padj_TE_xtail	log2FC_mRNA_xtail	log2FC_RPF_xtail	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS14720	17.4683668477553	2.74457328325837e-29	9.42212008142598e-26	-10.7097522608945	11.3604345457407	raw_counts / xtail internal size factors	0.123	0	0	0.575	26.658	0	0	24.428	26.658	0	0	24.428
MM_RS09785	7.08121868655169	1.13103325376716e-13	1.94141858009134e-10	1.45121004420169	13.1473815778748	raw_counts / xtail internal size factors	0.074	0.181	0	1.413	15.499	39.032	0	66.194	15.499	39.032	0	66.194
MM_RS04225	-2.63074009509036	4.45929948405152e-07	0.000510292504291629	-0.175381711598312	-2.80539761565317	raw_counts / xtail internal size factors	2.25	1.868	255.362	63.683	478.017	394.777	15381.377	2937.592	478.017	394.777	15381.377	2937.592
MM_RS19190	-7.00840987258452	1.34571964172817e-06	0.0011549638825132	7.67234623621554	0.767682553009027	raw_counts / xtail internal size factors	0	0.025	0.185	0.552	0	5.932	10.966	22.802	0	5.932	10.966	22.802
MM_RS11035	-3.11682047783746	3.92677119993922e-06	0.00171386526645538	-1.16806231505454	-4.28756376750025	raw_counts / xtail internal size factors	3.595	1.553	98.244	9.535	775.769	323.088	6118.443	442.103	775.769	323.088	6118.443	442.103
MM_RS11045	-2.74868753636839	4.49309274631472e-06	0.00171386526645538	-0.771833467117654	-3.53348946437572	raw_counts / xtail internal size factors	0.371	0.192	44.204	6.601	79.636	40.967	2657.482	304.67	79.636	40.967	2657.482	304.67
MM_RS11050	-2.53466162260566	4.45812759381056e-06	0.00171386526645538	-1.03040680719537	-3.57219747608155	raw_counts / xtail internal size factors	0.49	0.207	34.092	4.797	105.491	44.355	2012.949	212.06	105.491	44.355	2012.949	212.06
MM_RS11060	-2.48566147165568	4.40697365356851e-06	0.00171386526645538	-1.23704016525683	-3.7262329879029	raw_counts / xtail internal size factors	0.357	0.144	27.483	3.523	76.916	30.113	1633.614	157.716	76.916	30.113	1633.614	157.716
MM_RS11005	-2.41708668056127	2.95357686697841e-06	0.00171386526645538	-1.72796824786725	-4.14679059063532	raw_counts / xtail internal size factors	1.21	0.355	43.412	4.238	258.252	74.331	2608.635	195.753	258.252	74.331	2608.635	195.753
MM_RS11760	-2.37779861659275	5.99814587029571e-06	0.00205916347727252	-2.52237426929192	-4.90128204914086	raw_counts / xtail internal size factors	0.628	0.104	13.666	0.767	135.029	21.765	810.719	34.768	135.029	21.765	810.719	34.768
MM_RS05330	-2.08452941287546	7.27100800798437e-06	0.00226921549921912	3.69090070616962	1.60650962946997	raw_counts / xtail internal size factors	0.246	3.157	11.569	56.506	52.467	659.496	674.606	2528.669	52.467	659.496	674.606	2528.669
MM_RS11030	-2.62750475969622	8.61380121832873e-06	0.00246426496521021	-1.75726454896031	-4.38777069386904	raw_counts / xtail internal size factors	0.698	0.188	18.872	1.709	150.425	39.807	1164.519	75.058	150.425	39.807	1164.519	75.058
MM_RS11015	-2.44921041503312	1.0125642447254e-05	0.00248295218010163	-1.90062233109633	-4.34896325683423	raw_counts / xtail internal size factors	1.098	0.288	35.237	3.221	233.58	60.188	2167.035	144.496	233.58	60.188	2167.035	144.496
MM_RS03825	-2.35269186997648	9.83590142808086e-06	0.00248295218010163	8.07859548374029	5.72202073843484	raw_counts / xtail internal size factors	0.058	14.661	2.069	196.368	12.11	3091.752	126.115	8941.086	12.11	3091.752	126.115	8941.086
MM_RS11085	-2.00135385739432	1.62898262621401e-05	0.00372819823719513	-1.99007222586359	-3.99459365362952	raw_counts / xtail internal size factors	1.926	0.453	41.32	4.241	410.629	95.556	2425.82	190.114	410.629	95.556	2425.82	190.114
MM_RS03510	-2.96363375196678	1.74949911672539e-05	0.00375376904232392	2.32656364870221	-0.637886563618119	raw_counts / xtail internal size factors	0.277	1.135	5.662	7.461	59.067	247.054	361.499	336.232	59.067	247.054	361.499	336.232
MM_RS11110	-2.06844868935035	1.95807210271742e-05	0.00395415384036994	-2.26328501027858	-4.32974872159831	raw_counts / xtail internal size factors	5.654	1.048	54.028	4.533	1203.268	224.106	3216.103	207.44	1203.268	224.106	3216.103	207.44
MM_RS11055	-2.31334042092746	2.74814305584418e-05	0.00498525963932971	-1.55222929693718	-3.87443706040406	raw_counts / xtail internal size factors	0.704	0.23	61.024	7.249	150.391	48.073	3655.532	320.909	150.391	48.073	3655.532	320.909
MM_RS04800	-2.12510030058824	2.75910087816092e-05	0.00498525963932971	-0.103108808217205	-2.22766760815812	raw_counts / xtail internal size factors	0.993	0.809	73.318	28.049	211.631	173.704	4441.771	1249.536	211.631	173.704	4441.771	1249.536
MM_RS11090	-2.07204012413738	3.30017347831811e-05	0.00566474777553303	-1.90805971629139	-3.98301161931424	raw_counts / xtail internal size factors	1.923	0.488	53.534	5.785	411.865	102.322	3198.641	263.912	411.865	102.322	3198.641	263.912
MM_RS06900	2.05548790133057	3.69446274994704e-05	0.00603956696217533	-1.10897385665719	0.94402442725708	raw_counts / xtail internal size factors	1.029	0.411	1.424	4.409	217.07	89.035	83.173	198.797	217.07	89.035	83.173	198.797
MM_RS07400	-8.39992193651996	4.72587250049534e-05	0.00675996678925021	9.79888897001295	1.43669290617818	raw_counts / xtail internal size factors	0	0.034	0.016	0.1	0	7.664	1.125	4.89	0	7.664	1.125	4.89
MM_RS11070	-2.42443265760724	4.46563835983323e-05	0.00675996678925021	-2.06366411476782	-4.49943512208672	raw_counts / xtail internal size factors	7.143	1.641	395.171	25.779	1511.417	343.679	22457.192	1167.577	1511.417	343.679	22457.192	1167.577
MM_RS05915	-2.08287649547821	4.71189777767983e-05	0.00675996678925021	1.80017918947195	-0.282909822608623	raw_counts / xtail internal size factors	0.18	0.552	1.921	2.395	38.586	117.908	110.13	108.994	38.586	117.908	110.13	108.994
MM_RS04995	-2.39431124576161	5.12417032388293e-05	0.00703651068875604	7.64841499536026	5.24787525632474	raw_counts / xtail internal size factors	0.036	6.313	1.187	83.913	7.551	1351.114	73.522	3863.418	7.551	1351.114	73.522	3863.418
MM_RS11010	-2.78474986031505	5.74952695675397e-05	0.00742847293078776	-1.55081332656164	-4.33879169758692	raw_counts / xtail internal size factors	0.91	0.314	46.439	3.871	196.768	64.503	2775.316	179.458	196.768	64.503	2775.316	179.458
MM_RS07170	-2.02657110670017	5.84237603062247e-05	0.00742847293078776	0.176057259307057	-1.85580929079189	raw_counts / xtail internal size factors	0.077	0.082	4.338	2.1	16.471	17.341	260.635	93.238	16.471	17.341	260.635	93.238
MM_RS19145	2.01905245012241	7.47103814517844e-05	0.00916002641157057	-0.420626575375224	1.59663074511761	raw_counts / xtail internal size factors	5.529	3.597	2.761	13.638	1169.668	775.225	161.614	599.206	1169.668	775.225	161.614	599.206
MM_RS11020	-2.04184562690604	8.38395444996651e-05	0.00992486745749484	-2.05029606810856	-4.09387732637898	raw_counts / xtail internal size factors	2.225	0.54	44.119	4.26	473.015	112.343	2609.815	196.899	473.015	112.343	2609.815	196.899
MM_RS18410	-2.09895431165814	0.000105652843062383	0.012090207007772	0.893498742411904	-1.20538193126592	raw_counts / xtail internal size factors	505.973	931.35	1097.116	710.967	107056.244	195269.892	62373.149	31369.147	107056.244	195269.892	62373.149	31369.147
MM_RS06415	-2.41455825863781	0.000114878769247442	0.0123243379633271	0.633172865899114	-1.78103928203771	raw_counts / xtail internal size factors	0.537	0.849	67.765	39.162	114.935	176.07	4261.465	1728.418	114.935	176.07	4261.465	1728.418
MM_RS11065	-2.03225550875502	0.000112185724822434	0.0123243379633271	-1.70981611120357	-3.74811353191507	raw_counts / xtail internal size factors	0.726	0.213	32.304	4.149	155.454	44.526	1930.589	185.015	155.454	44.526	1930.589	185.015
MM_RS16525	1.87598811654152	0.000120947502923113	0.0124611572475723	2.90877474972069	4.78495603060746	raw_counts / xtail internal size factors	0.905	6.411	5.077	222.172	193.106	1351.962	296.1	10301.388	193.106	1351.962	296.1	10301.388
MM_RS11245	-1.71342146971701	0.00012341373329958	0.0124611572475723	0.857764732144026	-0.856012675611203	raw_counts / xtail internal size factors	0.499	0.818	18.083	16.318	106.748	173.694	1061.222	731.864	106.748	173.694	1061.222	731.864
MM_RS17315	-2.33290362352018	0.000146273352144552	0.0142891433551417	7.80628792683062	5.46998078176589	raw_counts / xtail internal size factors	0.007	1.634	0.992	79.457	1.587	341.886	60.806	3759.787	1.587	341.886	60.806	3759.787
MM_RS18090	2.29710799069924	0.000149842458719809	0.0142891433551417	-0.528218996353762	1.76516489978291	raw_counts / xtail internal size factors	0.175	0.107	0.188	0.959	36.727	23.187	10.692	43.057	36.727	23.187	10.692	43.057
MM_RS07150	-2.10944876960694	0.000161530884109219	0.014593040135446	-0.141703365435662	-2.25047347898055	raw_counts / xtail internal size factors	1.234	0.946	84.632	31.211	261.793	204.911	5065.869	1333.939	261.793	204.911	5065.869	1333.939
MM_RS05045	-2.0479352054585	0.000157466866301323	0.014593040135446	-0.722451795505904	-2.76988504536289	raw_counts / xtail internal size factors	0.412	0.222	14.756	3.82	87.878	47.455	885.459	164.826	87.878	47.455	885.459	164.826
MM_RS02685	2.50292449208061	0.000174632745218953	0.0152711325085827	-0.241360507921265	2.24559096202153	raw_counts / xtail internal size factors	0.168	0.13	0.573	4.235	35.878	27.651	33.139	194.459	35.878	27.651	33.139	194.459
MM_RS11740	-1.89548260491671	0.000177933381981738	0.0152711325085827	-1.04417359934186	-2.93848698256375	raw_counts / xtail internal size factors	0.943	0.428	35.847	8.328	201.766	90.194	2172.117	378.305	201.766	90.194	2172.117	378.305
MM_RS11105	-1.93766051270139	0.000185259846083189	0.0155121232098436	-2.2207540542743	-4.16284709551606	raw_counts / xtail internal size factors	1.502	0.281	24.496	2.406	322.551	60.146	1473.774	107.327	322.551	60.146	1473.774	107.327
MM_RS02070	-2.13179924992525	0.000216880380442835	0.0177273891919108	0.718787936754239	-1.4126564748044	raw_counts / xtail internal size factors	0.112	0.151	1.3	0.924	23.938	32.955	80.377	41.121	23.938	32.955	80.377	41.121
MM_RS18435	-6.61968294479966	0.000282032816343877	0.0220072499103816	1.51811660674315	-9.35891775189616	raw_counts / xtail internal size factors	0.038	0.076	0.2	0	8.257	16.911	11.165	0	8.257	16.911	11.165	0
MM_RS13760	-1.91720750793253	0.000282062043710105	0.0220072499103816	-0.100511586520881	-2.01893262107713	raw_counts / xtail internal size factors	1.102	1.043	28.638	12.844	234.455	217.011	1747.41	581.576	234.455	217.011	1747.41	581.576
MM_RS16320	2.29638765595151	0.000334227097531776	0.0249435136049258	1.04819675143007	3.33430464007592	raw_counts / xtail internal size factors	0.074	0.15	0.207	3.052	15.714	31.393	11.651	140.436	15.714	31.393	11.651	140.436
MM_RS11170	-1.77863380417959	0.000331928905586975	0.0249435136049258	-0.345994515131732	-2.12643764555915	raw_counts / xtail internal size factors	1.404	1.056	85.16	32.789	301.74	221.081	5051.376	1480.086	301.74	221.081	5051.376	1480.086
MM_RS03460	-1.85636252163262	0.000352413252246821	0.0257411637226242	-0.0216721759126513	-1.87802227105236	raw_counts / xtail internal size factors	0.217	0.186	8.951	4.438	46.056	40.061	545.644	197.808	46.056	40.061	545.644	197.808
MM_RS11770	-1.74356743431457	0.000393522033680369	0.0281450237838481	-3.31550759053047	-5.06880830339421	raw_counts / xtail internal size factors	0.351	0.031	9.771	0.499	74.482	6.737	581.888	22.195	74.482	6.737	581.888	22.195
MM_RS16535	-1.64851448448378	0.000416559992964402	0.0291847031805468	-0.204023427129537	-1.85164298228761	raw_counts / xtail internal size factors	0.167	0.133	3.195	1.485	35.463	28.361	189.428	67.215	35.463	28.361	189.428	67.215
MM_RS11785	-2.0042714060593	0.000451822520174906	0.0310221342352091	0.665983483038866	-1.3389926913988	raw_counts / xtail internal size factors	84758.07	98254.504	81463.413	49435.252	17999577.862	22017127.805	4666925.936	2143711.319	17999577.862	22017127.805	4666925.936	2143711.319
MM_RS11730	-1.80293522048584	0.000476022778978616	0.0320428666712468	-1.07411261150443	-2.87749388625162	raw_counts / xtail internal size factors	1.649	0.747	88.171	21.9	351.761	157.187	5383.795	985.543	351.761	157.187	5383.795	985.543
MM_RS18580	-1.82979502419477	0.000521234967532	0.0342676148824293	1.46727716726868	-0.367079928493065	raw_counts / xtail internal size factors	1.903	4.373	63.801	84.753	407.297	950.325	3804.251	3775.468	407.297	950.325	3804.251	3775.468
MM_RS11765	-1.77774864397758	0.00052903687409518	0.0342676148824293	-3.55904804808773	-5.33425336523365	raw_counts / xtail internal size factors	0.408	0.032	6.201	0.268	87.107	6.815	374.052	12.322	87.107	6.815	374.052	12.322
MM_RS02080	-1.79951904813721	0.000597578223652627	0.0379904822555457	0.201502012134932	-1.59744288119225	raw_counts / xtail internal size factors	306714.046	279382.071	38829.059	20596.59	64993517.878	61459742.734	2255634.466	886501.946	64993517.878	61459742.734	2255634.466	886501.946
MM_RS02375	-1.55607311141736	0.000693345367939379	0.0432773572388343	-0.799440006635218	-2.35504506704245	raw_counts / xtail internal size factors	0.532	0.29	11.266	3.468	113.29	61.141	653.653	156.824	113.29	61.141	653.653	156.824
MM_RS16685	-2.65112597243312	0.00073749344689444	0.0452109821997967	-0.119079360864704	-2.76328141467641	raw_counts / xtail internal size factors	0.052	0.039	0.38	0.082	11.088	8.647	21.736	3.769	11.088	8.647	21.736	3.769
MM_RS02630	-2.04666119410214	0.000774519050970511	0.046647787754066	0.431218450321127	-1.61512756167279	raw_counts / xtail internal size factors	0.389	0.469	5.605	3.587	82.264	100.505	351.566	161.281	82.264	100.505	351.566	161.281
MM_RS10445	-1.92527610108018	0.000797214177363282	0.0470900417280352	1.19316012919356	-0.731162392091402	raw_counts / xtail internal size factors	0.091	0.206	0.795	0.893	19.183	43.313	48.737	38.941	19.183	43.313	48.737	38.941
MM_RS11100	-1.67972218846924	0.000809295794335589	0.0470900417280352	-2.23811099439288	-3.91526137502886	raw_counts / xtail internal size factors	1.374	0.26	19.903	2.291	292.867	55.541	1197.452	104.977	292.867	55.541	1197.452	104.977
MM_RS16575	-1.84014412412657	0.000858922664359066	0.048339041094175	1.06427655713511	-0.775441975205207	raw_counts / xtail internal size factors	0.63	1.335	40.693	39.47	132.053	279.864	2389.588	1688.722	132.053	279.864	2389.588	1688.722
MM_RS11095	-1.75072745407204	0.000848120941842506	0.048339041094175	-2.22692185445187	-3.97571075790188	raw_counts / xtail internal size factors	1.934	0.386	39.152	4.35	411.859	81.573	2364.406	201.765	411.859	81.573	2364.406	201.765
MM_RS11735	-1.47979387140125	0.000885469845498124	0.0490293222515332	-1.58327710183016	-3.06229796496016	raw_counts / xtail internal size factors	1.078	0.33	26.212	5.176	229.817	70.084	1543.069	231.71	229.817	70.084	1543.069	231.71
MM_RS04965	1.98102481712248	0.000961820238116676	0.0524115694834055	0.0584641095116057	2.03822757861026	raw_counts / xtail internal size factors	1.328	1.136	2.106	16.046	284.557	246.497	130.082	750.124	284.557	246.497	130.082	750.124
MM_RS11025	-1.7220959645471	0.000994321635130213	0.0533360339594066	-2.37207715744056	-4.10106656493962	raw_counts / xtail internal size factors	1.015	0.183	41.575	4.025	218.025	38.425	2457.363	182.195	218.025	38.425	2457.363	182.195
MM_RS10710	-1.52472030592178	0.0010908286683849	0.0576125356702365	-0.986115490071314	-2.51083484693021	raw_counts / xtail internal size factors	3.673	1.771	41.538	11.759	781.351	372.9	2434.353	539.862	781.351	372.9	2434.353	539.862
MM_RS01105	1.80336568960353	0.00110891772789212	0.0576805236341463	0.449003317368222	2.24887318117318	raw_counts / xtail internal size factors	0.542	0.724	1.707	12.197	115.107	151.589	97.063	539.169	115.107	151.589	97.063	539.169
MM_RS01650	-1.47172434497037	0.0011476624287964	0.0588048525083288	0.849426068139696	-0.622576677003166	raw_counts / xtail internal size factors	0.602	0.947	6.556	7.07	128.464	203.039	386.74	315.89	128.464	203.039	386.74	315.89
MM_RS04540	-1.74803207675795	0.00117933357984955	0.059539002641522	-1.23309709756093	-2.98578757165224	raw_counts / xtail internal size factors	0.688	0.266	6.812	1.48	147.068	56.388	405.032	64.919	147.068	56.388	405.032	64.919
MM_RS03740	-1.93084996669144	0.00126760080188036	0.0630677326500764	0.063791839273252	-1.86714643785848	raw_counts / xtail internal size factors	0.318	0.305	8.946	4.786	67.577	64.721	559.815	214.226	67.577	64.721	559.815	214.226
MM_RS03900	1.94152256624061	0.0013073707508444	0.0641171969664118	2.36293944187521	4.2946519758381	raw_counts / xtail internal size factors	0.16	0.732	0.475	15.039	34.138	156.702	27.548	641.573	34.138	156.702	27.548	641.573
MM_RS01480	-1.81063993914803	0.00150986900000453	0.0730053560143036	3.05608505152177	1.24156888083399	raw_counts / xtail internal size factors	0.037	0.254	0.789	3.2	7.857	55.448	47.048	141.387	7.857	55.448	47.048	141.387
MM_RS02855	2.95491535332443	0.0015585976111603	0.0743147999876851	-0.700430518511881	2.22292419182516	raw_counts / xtail internal size factors	0.174	0.1	1.184	8.231	36.73	21.163	67.577	387.415	36.73	21.163	67.577	387.415
MM_RS00830	2.17546369199306	0.00158097110187201	0.074348956064748	-1.10809471017503	1.06614132394276	raw_counts / xtail internal size factors	0.557	0.245	0.627	1.841	118.535	51.492	34.966	83.849	118.535	51.492	34.966	83.849
MM_RS05720	-1.63513656440522	0.00163172658605651	0.0747768799359465	-0.442099887990317	-2.07655299597819	raw_counts / xtail internal size factors	0.886	0.603	63.409	26.68	186.543	128.473	3817.224	1158.48	186.543	128.473	3817.224	1158.48
MM_RS05035	-1.54763330258206	0.00163363413783746	0.0747768799359465	-0.503281160418377	-2.0509318952824	raw_counts / xtail internal size factors	0.908	0.553	9.764	4.039	191.464	119.708	580.866	176.609	191.464	119.708	580.866	176.609
MM_RS04895	3.13381431399441	0.00166141526779375	0.0750478765044201	-0.224776841010766	2.91038114435981	raw_counts / xtail internal size factors	2730.103	2015.963	677.011	7584.745	567691.255	439061.09	38087.053	299799.359	567691.255	439061.09	38087.053	299799.359
MM_RS14645	2.11569835462993	0.00170087409382454	0.075624468127666	0.350611925350836	2.4662386925756	raw_counts / xtail internal size factors	1.001	1.196	2.117	22.745	208.643	255.382	133.283	1076.245	208.643	255.382	133.283	1076.245
MM_RS09350	-1.69015596143325	0.00173465555596422	0.075624468127666	0.70387829871279	-0.985874035517589	raw_counts / xtail internal size factors	0.321	0.491	7.363	6.886	68.817	103.47	450.947	303.469	68.817	103.47	450.947	303.469
MM_RS11775	-1.65907335927119	0.00174026594293202	0.075624468127666	-2.92405912142937	-4.59969133726939	raw_counts / xtail internal size factors	0.173	0.02	10.091	0.656	36.838	4.347	586.294	29.859	36.838	4.347	586.294	29.859
MM_RS16770	2.3269141665578	0.00186117042449424	0.0792192635694715	-0.404158659196108	1.90543460518196	raw_counts / xtail internal size factors	0.055	0.039	0.139	0.802	11.608	8.231	7.965	36.153	11.608	8.231	7.965	36.153
MM_RS09425	-1.99180030073778	0.00190557525697216	0.0792192635694715	-1.07877408924339	-3.0697486128322	raw_counts / xtail internal size factors	0.848	0.36	26.288	6.297	181.208	76.761	1667.322	286.267	181.208	76.761	1667.322	286.267
MM_RS19610	-1.60574538598313	0.00191529241953572	0.0792192635694715	-0.691398333138847	-2.30011347866568	raw_counts / xtail internal size factors	0.257	0.145	3.02	1.011	55.182	30.687	177.239	44.594	55.182	30.687	177.239	44.594
MM_RS14705	1.44087161825186	0.0018874902967578	0.0792192635694715	0.749123427098827	2.18979938192339	raw_counts / xtail internal size factors	1.743	2.679	20.51	149.845	369.612	570.288	1193.492	6612.587	369.612	570.288	1193.492	6612.587
MM_RS04220	-2.07948361752133	0.00197598691320521	0.0798246652361038	-0.591853883935635	-2.68131877046052	raw_counts / xtail internal size factors	2.905	1.599	179.697	47.056	606.575	352.118	10722.267	2210.809	606.575	352.118	10722.267	2210.809
MM_RS11165	-1.46041213643058	0.00197643359891314	0.0798246652361038	-0.348103080745983	-1.8089427249323	raw_counts / xtail internal size factors	1.181	0.847	49.407	24.426	250.614	180.284	2963.419	1108.502	250.614	180.284	2963.419	1108.502
MM_RS06420	-1.82543342664147	0.00211337535367639	0.0843629952229193	0.382801852567538	-1.44222615087604	raw_counts / xtail internal size factors	1.704	2.039	118.165	84.537	361.81	433.618	7363.35	3700.336	361.81	433.618	7363.35	3700.336
MM_RS09760	-1.73042702076025	0.00226664777291409	0.0894414000507366	1.06609651543203	-0.672467961038007	raw_counts / xtail internal size factors	0.081	0.155	3.061	3.485	17.244	32.955	186.411	155.329	17.244	32.955	186.411	155.329
MM_RS00855	3.54671407332775	0.00233680277448469	0.090315291603775	-4.40102193474326	-0.262503542073318	raw_counts / xtail internal size factors	0.078	0.003	0.189	0.27	16.748	0.676	11.239	11.697	16.748	0.676	11.239	11.697
MM_RS04180	-1.49994575169582	0.00234141012313894	0.090315291603775	0.526058144331964	-0.973453620930372	raw_counts / xtail internal size factors	2734.298	3688.148	6749.982	5335.211	588904.487	775527.693	388905.783	236556.219	588904.487	775527.693	388905.783	236556.219
MM_RS07280	-1.62263015450002	0.00244318219922577	0.0926806950768334	0.709634914095138	-0.913215427652074	raw_counts / xtail internal size factors	0.2	0.289	3.715	3.598	42.563	61.899	226.069	157.644	42.563	61.899	226.069	157.644
MM_RS12030	-1.58828209096139	0.00245672684299209	0.0926806950768334	0.0865655848707164	-1.50570985788076	raw_counts / xtail internal size factors	0.213	0.193	5.3	3.323	45.584	41.554	319.502	145.1	45.584	41.554	319.502	145.1
MM_RS11990	-1.69181421566417	0.00253283630348299	0.0928432767254305	0.443675823119477	-1.25006806770375	raw_counts / xtail internal size factors	0.204	0.242	6.34	4.908	44.087	51.646	388.847	223.072	44.087	51.646	388.847	223.072
MM_RS09155	-1.57884390597037	0.00254216953457339	0.0928432767254305	-0.666902066088981	-2.24473368853631	raw_counts / xtail internal size factors	0.514	0.285	9.142	3.464	109.504	61.161	552.825	151.098	109.504	61.161	552.825	151.098
MM_RS11080	-1.41385782070305	0.00249754115058442	0.0928432767254305	-2.20958615435084	-3.62839717354685	raw_counts / xtail internal size factors	1.404	0.285	31.609	4.132	299.76	60.024	1851.078	187.235	299.76	60.024	1851.078	187.235
MM_RS18375	2.2363947746067	0.00265752811655085	0.0960346739380954	-0.515846035057915	1.69675750366206	raw_counts / xtail internal size factors	1.64	1.073	5.598	29.829	347.716	226.372	332.843	1419.929	347.716	226.372	332.843	1419.929
MM_RS09770	-1.68543282109448	0.00270517757821608	0.0967382773543312	1.30229912196389	-0.383366538425425	raw_counts / xtail internal size factors	0.154	0.376	2.873	3.987	33.156	78.171	174.906	178.807	33.156	78.171	174.906	178.807
MM_RS09180	-1.32770359600274	0.00282382759360375	0.0999402075138317	-0.379350673705514	-1.70735354709897	raw_counts / xtail internal size factors	0.783	0.558	20.361	10.358	166.453	118.294	1202.843	468.083	166.453	118.294	1202.843	468.083
MM_RS13455	1.8547856109541	0.00285508327838161	0.100015315251878	-0.14863777925168	1.69755006389457	raw_counts / xtail internal size factors	0.5	0.374	0.89	4.774	105.969	81.852	52.564	215.588	105.969	81.852	52.564	215.588
MM_RS12855	-1.95436623309481	0.00299294356937991	0.103785608825063	-1.28402983936315	-3.25143119190528	raw_counts / xtail internal size factors	0.322	0.118	6.6	1.316	68.984	25.174	407.292	57.87	68.984	25.174	407.292	57.87
MM_RS12115	-1.66234855166491	0.00307730017891315	0.104597737764444	-0.580554270048154	-2.24271411542724	raw_counts / xtail internal size factors	3.173	1.929	99.919	40.203	677.505	409.801	6195.484	1803.288	677.505	409.801	6195.484	1803.288
MM_RS12295	-1.56329712668359	0.00305610975027999	0.104597737764444	0.518745179261464	-1.04835773407421	raw_counts / xtail internal size factors	0.193	0.229	5.197	4.321	40.999	49.876	309.1	186.625	40.999	49.876	309.1	186.625
MM_RS12990	-1.73579401160337	0.00331014993704851	0.107205138998939	-0.0863741974884416	-1.8222113772262	raw_counts / xtail internal size factors	1.266	0.96	63.642	26.846	264.777	211.943	3612.539	1164.643	264.777	211.943	3612.539	1164.643
MM_RS10950	1.56689628171231	0.0032804592450062	0.107205138998939	-1.58155430653207	-0.0146655737110295	raw_counts / xtail internal size factors	0.813	0.25	2.649	4.686	174.661	52.743	161.018	215.365	174.661	52.743	161.018	215.365
MM_RS06880	1.50722791778728	0.00320479986100007	0.107205138998939	-0.369005677523445	1.13606828011171	raw_counts / xtail internal size factors	0.137	0.096	0.458	1.62	28.971	20.565	26.793	73.471	28.971	20.565	26.793	73.471
MM_RS03455	-1.48583167661936	0.00326888343855079	0.107205138998939	0.0726167399300929	-1.41227144957082	raw_counts / xtail internal size factors	0.26	0.252	7.261	4.891	55.232	53.568	440.605	220.618	55.232	53.568	440.605	220.618
MM_RS06995	1.44545220024492	0.00324915206547379	0.107205138998939	1.53411452691454	2.97840744230172	raw_counts / xtail internal size factors	0.725	2.083	5.271	64.894	154.419	435.083	304.147	2869.141	154.419	435.083	304.147	2869.141
MM_RS15400	-2.19448388800747	0.0033866079100683	0.108656307993126	0.313176219066902	-1.88521761527752	raw_counts / xtail internal size factors	0.072	0.089	1.589	0.596	15.098	18.503	88.202	26.861	15.098	18.503	88.202	26.861
MM_RS17330	2.43588512381797	0.00348939645547103	0.110917574366964	0.898417170137894	3.31729433195958	raw_counts / xtail internal size factors	0.286	0.496	0.667	8.91	60.067	105.376	36.179	401.478	60.067	105.376	36.179	401.478
MM_RS06105	-2.03189770017127	0.00356384185050466	0.111047352081245	-0.75648360851267	-2.77919675377466	raw_counts / xtail internal size factors	0.55	0.274	1.436	0.3	118.027	59.101	80.095	12.925	118.027	59.101	80.095	12.925
MM_RS02395	-1.64472245462372	0.00359052026828377	0.111047352081245	0.578280497245203	-1.06996301981883	raw_counts / xtail internal size factors	0.098	0.142	2.073	1.669	21.182	29.648	123.344	75.648	21.182	29.648	123.344	75.648
MM_RS05120	1.56490211410529	0.00353770687764312	0.111047352081245	0.380464399827619	1.94272802495338	raw_counts / xtail internal size factors	0.451	0.523	1.422	8.556	94.966	112.438	82.627	399.596	94.966	112.438	82.627	399.596
MM_RS09390	-1.49128147395491	0.00368241705088649	0.112872658354405	-0.783582320840224	-2.27971227670875	raw_counts / xtail internal size factors	4.146	2.229	148.553	52.037	870.388	475.304	8840.875	2333.487	870.388	475.304	8840.875	2333.487
MM_RS10000	-1.74643735473254	0.00377446260789348	0.114008996277299	0.299434927047486	-1.44366057599557	raw_counts / xtail internal size factors	0.033	0.038	0.225	0.15	7.072	7.944	13.659	6.62	7.072	7.944	13.659	6.62
MM_RS06985	-1.3573741843438	0.00378590899376992	0.114008996277299	-0.486887489482514	-1.8428875882192	raw_counts / xtail internal size factors	0.203	0.136	4.653	2.126	43.089	28.735	272.847	93.906	43.089	28.735	272.847	93.906
MM_RS17755	-2.15494796892554	0.00390315690502571	0.116240183473467	2.43681465695949	0.280056983802563	raw_counts / xtail internal size factors	0.015	0.074	0.547	1.17	3.207	15.443	33.006	52.366	3.207	15.443	33.006	52.366
MM_RS15050	-1.4830927398825	0.00394718445344441	0.116240183473467	2.15853477035151	0.675492167559362	raw_counts / xtail internal size factors	0.234	0.952	4.995	14.536	49.779	202.711	304.455	646.475	49.779	202.711	304.455	646.475
MM_RS00410	1.46242240946467	0.00396157922120469	0.116240183473467	1.24706681663708	2.70741360751202	raw_counts / xtail internal size factors	0.17	0.363	0.535	6.198	36.338	77.204	32.361	278.475	36.338	77.204	32.361	278.475
