gene_id	log2FC_TE_xtail	pvalue_TE_xtail	padj_TE_xtail	log2FC_mRNA_xtail	log2FC_RPF_xtail	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS02190	-0.106198787721017	0.839468163504213	0.96968176490914	-0.093951426030842	-0.203601776925293	raw_counts / xtail internal size factors	0.172	0.144	0.947	1.243	36.627	30.752	54.087	55.297	36.627	30.752	54.087	55.297
MM_RS02535	-0.105844324976163	0.838069358366389	0.96968176490914	-0.0418019818270532	-0.148355706664247	raw_counts / xtail internal size factors	0.325	0.29	1.336	2.18	68.375	61.957	81.199	96.781	68.375	61.957	81.199	96.781
MM_RS06740	-0.0996729448258762	0.834937449105801	0.96968176490914	0.104782616206961	0.000711316034890414	raw_counts / xtail internal size factors	0.146	0.135	1.476	2.422	31.198	29.065	86.782	108.84	31.198	29.065	86.782	108.84
MM_RS08360	0.098766895217699	0.835169474272614	0.96968176490914	0.00941323907544081	0.107849318901324	raw_counts / xtail internal size factors	0.238	0.218	1.362	2.347	50.353	46.604	79.546	107.447	50.353	46.604	79.546	107.447
MM_RS14385	-0.0975790771394234	0.839115703215833	0.96968176490914	1.50135729225657	1.40265878859762	raw_counts / xtail internal size factors	3.504	7.375	3.324	15.071	751.501	1636.346	197.985	662.628	751.501	1636.346	197.985	662.628
MM_RS09160	-0.0959217546085012	0.838409807735531	0.96968176490914	-0.878166224457187	-0.97727559184814	raw_counts / xtail internal size factors	0.604	0.294	8.044	6.535	128.602	62.775	467.622	287.55	128.602	62.775	467.622	287.55
MM_RS17055	0.144757704791363	0.839977796536713	0.969944088634557	0.237856821952202	0.370607503458072	raw_counts / xtail internal size factors	0.092	0.102	0.714	1.465	19.39	21.47	41.694	67.636	19.39	21.47	41.694	67.636
MM_RS08495	0.300795473729007	0.840638095941745	0.970103661269231	0.323728653229261	0.611672057670203	raw_counts / xtail internal size factors	0.039	0.042	0.039	0.075	8.464	8.947	2.115	3.702	8.464	8.947	2.115	3.702
MM_RS14945	-0.104219410395712	0.840681151260111	0.970103661269231	-0.0878897281042596	-0.19630295428381	raw_counts / xtail internal size factors	0.144	0.126	1.465	2.28	30.522	26.703	88.875	103.83	30.522	26.703	88.875	103.83
MM_RS18520	0.113138678192847	0.841596386474652	0.970186970207446	0.138222512951013	0.250357237626163	raw_counts / xtail internal size factors	0.204	0.2	1.735	3.123	42.934	42.9	99.065	140.083	42.934	42.9	99.065	140.083
MM_RS02610	0.0965030474727069	0.841677999462863	0.970186970207446	0.694404748206745	0.790904467649093	raw_counts / xtail internal size factors	0.07	0.102	0.808	2.379	14.953	21.869	47.992	104.737	14.953	21.869	47.992	104.737
MM_RS11975	-0.0926190658985577	0.841883770535386	0.970186970207446	0.810835870277482	0.716957334671631	raw_counts / xtail internal size factors	0.136	0.228	0.879	2.418	28.926	48.079	52.033	108.323	28.926	48.079	52.033	108.323
MM_RS12360	0.0898375963732563	0.841392913890372	0.970186970207446	-0.91498872110031	-0.82503619824532	raw_counts / xtail internal size factors	3.42	1.625	20.324	19.364	723.433	347.999	1207.031	872.19	723.433	347.999	1207.031	872.19
MM_RS18145	-0.193490823983026	0.842719685879263	0.970824389806547	-0.357970236158738	-0.597313861950054	raw_counts / xtail internal size factors	0.086	0.054	1.146	1.398	18.878	11.823	69.897	60.933	18.878	11.823	69.897	60.933
MM_RS14250	0.157018857222727	0.843349075277811	0.970925008350943	-0.16057868574029	-0.0161654687219126	raw_counts / xtail internal size factors	0.086	0.075	0.815	1.214	18.39	15.531	46.574	55.385	18.39	15.531	46.574	55.385
MM_RS16105	-0.110098083474443	0.843938311948504	0.970925008350943	0.410785190990036	0.297057797900846	raw_counts / xtail internal size factors	0.119	0.15	1.126	2.055	25.234	31.626	63.823	90.586	25.234	31.626	63.823	90.586
MM_RS12000	0.104436001417642	0.843770035556959	0.970925008350943	-0.130076904383965	-0.0252053793136001	raw_counts / xtail internal size factors	0.633	0.494	20.066	36.326	133.644	106.844	1231.959	1659.12	133.644	106.844	1231.959	1659.12
MM_RS03295	0.0896241480942455	0.843859511605335	0.970925008350943	-0.0266002326157973	0.0625262136688883	raw_counts / xtail internal size factors	1.922	1.638	27.939	47.182	410.261	352.218	1635.424	2132.184	410.261	352.218	1635.424	2132.184
MM_RS08815	-0.132772051634051	0.844727377081444	0.971181877267447	0.210042049161511	0.0582871633838863	raw_counts / xtail internal size factors	0.07	0.074	1.209	1.834	14.951	15.705	68.452	84.468	14.951	15.705	68.452	84.468
MM_RS16835	-0.127267783727598	0.844526561211988	0.971181877267447	1.19237869692933	1.04812602415065	raw_counts / xtail internal size factors	0.039	0.07	0.593	2.034	8.37	15.503	35.064	92.573	8.37	15.503	35.064	92.573
MM_RS09505	-1.20997396531298	0.845130401831284	0.971319942914897	-7.02485160726291	-4.06674665949613	raw_counts / xtail internal size factors	0.009	0	0.947	0.065	1.884	0	50.464	3.364	1.884	0	50.464	3.364
MM_RS18260	-0.118226285537303	0.845912641251066	0.971893606899234	-1.19401482779265	-1.31941542141505	raw_counts / xtail internal size factors	5.451	2.251	110.933	72.259	1134.456	479.767	6558.448	3478.581	1134.456	479.767	6558.448	3478.581
MM_RS15880	-0.149866301301546	0.848172579015205	0.972862166307784	-0.100028415040005	-0.265817705436004	raw_counts / xtail internal size factors	0.027	0.022	0.189	0.223	5.857	4.828	10.55	10.011	5.857	4.828	10.55	10.011
MM_RS12395	-0.127408754457984	0.848001843409184	0.972862166307784	0.477292988021906	0.342585108236915	raw_counts / xtail internal size factors	0.02	0.025	0.116	0.223	4.347	5.384	6.594	9.707	4.347	5.384	6.594	9.707
MM_RS13875	-0.116390544768482	0.847649868878786	0.972862166307784	0.842666711641322	0.712009568880707	raw_counts / xtail internal size factors	0.297	0.475	12.327	33.113	63.987	101.236	729.433	1548.952	63.987	101.236	729.433	1548.952
MM_RS00885	-0.101459991969941	0.847929379609401	0.972862166307784	-0.31114837254119	-0.420587017236384	raw_counts / xtail internal size factors	0.04	0.028	0.463	0.576	8.489	5.986	27.239	25.14	8.489	5.986	27.239	25.14
MM_RS03500	-0.0926098989234179	0.847188562357201	0.972862166307784	0.581789103007973	0.489028379407282	raw_counts / xtail internal size factors	1.133	1.474	3.861	9.368	239.397	317.954	231.727	429.721	239.397	317.954	231.727	429.721
MM_RS10570	-0.116087808399761	0.848767512882772	0.972894447988833	1.050951867083	0.923059077989951	raw_counts / xtail internal size factors	0.153	0.268	6.459	23.723	32.239	58.289	403.158	1057.171	32.239	58.289	403.158	1057.171
MM_RS12280	0.104442847356637	0.848648864305652	0.972894447988833	-0.8117319315414	-0.707231076810379	raw_counts / xtail internal size factors	0.562	0.282	3.526	3.249	118.337	60.726	200.501	140.54	118.337	60.726	200.501	140.54
MM_RS11375	0.23048834765404	0.850200023498713	0.97291222689036	0.833724145783631	1.04823499451139	raw_counts / xtail internal size factors	0.013	0.023	0.102	0.282	2.668	4.771	5.542	12.282	2.668	4.771	5.542	12.282
MM_RS08345	0.137929133980334	0.849494992148744	0.97291222689036	-0.162848903112391	-0.040667928701514	raw_counts / xtail internal size factors	0.061	0.048	0.885	1.504	13.067	10.282	53.255	67.562	13.067	10.282	53.255	67.562
MM_RS07930	-0.0959034797539564	0.849820623975993	0.97291222689036	1.01840153359851	0.91927447560123	raw_counts / xtail internal size factors	0.172	0.31	1.108	3.535	36.168	66.581	65.914	159.882	36.168	66.581	65.914	159.882
MM_RS04620	-0.0931407535295372	0.849287428709767	0.97291222689036	1.69666695020049	1.60167481329343	raw_counts / xtail internal size factors	0.085	0.262	0.478	2.379	18.069	55.247	28.189	108.352	18.069	55.247	28.189	108.352
MM_RS03545	-0.0915827370861924	0.849974659242863	0.97291222689036	0.460592598298783	0.367920025248927	raw_counts / xtail internal size factors	0.876	1.094	3.065	6.519	185.277	233.581	179.942	286.322	185.277	233.581	179.942	286.322
MM_RS10155	0.302925381093711	0.851229543396901	0.973765752243106	1.53819532082446	1.81504618804427	raw_counts / xtail internal size factors	0.02	0.054	0.423	2.27	4.254	11.575	24.338	106.659	4.254	11.575	24.338	106.659
MM_RS02760	-2.16527613606626	0.852938106210324	0.974539325016185	1.88733828978654	-0.31898701750074	raw_counts / xtail internal size factors	0.067	0.202	0.105	0.206	14.117	44.132	7.367	10.688	14.117	44.132	7.367	10.688
MM_RS08985	0.42084685529197	0.853250846653584	0.974539325016185	2.11796135577697	7.09832245288754	raw_counts / xtail internal size factors	0.001	0.005	0	0.045	0.295	1.019	0	2.004	0.295	1.019	0	2.004
MM_RS19065	0.377646759890581	0.855066895231908	0.974539325016185	1.3688563041209	1.73964451848665	raw_counts / xtail internal size factors	0.076	0.186	0.433	2.345	16.73	38.926	24.966	99.841	16.73	38.926	24.966	99.841
MM_RS18500	-0.208879444444825	0.853082794974636	0.974539325016185	0.625900346317258	0.401705142157681	raw_counts / xtail internal size factors	0.486	0.634	1.221	3.034	104.43	137.487	76.035	135.731	104.43	137.487	76.035	135.731
MM_RS01190	0.14734668664172	0.854200958173877	0.974539325016185	-0.248886835442483	-0.115819148316323	raw_counts / xtail internal size factors	0.03	0.024	0.539	0.728	6.253	5.091	30.527	33.144	6.253	5.091	30.527	33.144
MM_RS10350	0.12316379835146	0.854932697512842	0.974539325016185	-1.6910368170095	-1.56578907111502	raw_counts / xtail internal size factors	0.213	0.056	0.922	0.645	46.044	12.063	58.791	27.945	46.044	12.063	58.791	27.945
MM_RS11475	-0.12232860167506	0.854845631819852	0.974539325016185	-0.698951579152324	-0.831734732923797	raw_counts / xtail internal size factors	0.167	0.087	1.424	1.152	35.828	18.919	79.809	50.352	35.828	18.919	79.809	50.352
MM_RS19020	-0.110731329011848	0.855312259328216	0.974539325016185	0.13148685050352	0.00709336970714093	raw_counts / xtail internal size factors	0.04	0.039	0.815	1.33	8.638	8.322	47.771	60.087	8.638	8.322	47.771	60.087
MM_RS08550	-0.101433645176844	0.852723275884231	0.974539325016185	-1.01492422566443	-1.12080284895171	raw_counts / xtail internal size factors	0.476	0.228	3.903	2.686	101.056	47.762	223.498	125.171	101.056	47.762	223.498	125.171
MM_RS07850	0.0983231531271729	0.854908382879882	0.974539325016185	1.19388911668828	1.28984674410512	raw_counts / xtail internal size factors	0.128	0.262	1.015	4.412	27.205	55.86	61.447	196.723	27.205	55.86	61.447	196.723
MM_RS06135	-0.0978188439038186	0.854128281478429	0.974539325016185	-0.235080061974652	-0.337555648913365	raw_counts / xtail internal size factors	0.244	0.187	4.99	7.204	51.676	39.878	304.85	325.326	51.676	39.878	304.85	325.326
MM_RS10390	0.0822591214186854	0.853899746413066	0.974539325016185	-0.601422706540071	-0.519487825224049	raw_counts / xtail internal size factors	0.541	0.314	1.891	2.102	115.031	67.322	110.053	94.418	115.031	67.322	110.053	94.418
MM_RS01580	0.0855833947940008	0.855963871416222	0.974958185325776	-0.64474568376986	-0.559351436711001	raw_counts / xtail internal size factors	0.527	0.294	8.835	9.866	112.459	63.146	521.479	454.398	112.459	63.146	521.479	454.398
MM_RS00220	-0.152872463339815	0.856912671735155	0.975391645247609	-2.04358693179614	-2.21558224424325	raw_counts / xtail internal size factors	0.076	0.017	0.371	0.129	16.007	3.587	21.589	5.727	16.007	3.587	21.589	5.727
MM_RS05605	0.135230291905863	0.856709354851797	0.975391645247609	-0.654097193363828	-0.517967113980738	raw_counts / xtail internal size factors	5.436	2.982	10.608	16.444	1167.22	638.953	695.206	708.089	1167.22	638.953	695.206	708.089
MM_RS10810	-1.2825757201373	0.858740046136878	0.975627537015661	1.1741060077277	-0.0966991083541584	raw_counts / xtail internal size factors	0.008	0.023	0.158	0.363	1.692	4.748	11.11	18.818	1.692	4.748	11.11	18.818
MM_RS17475	-0.102081408666501	0.858370866429283	0.975627537015661	0.660354794328339	0.557092288533023	raw_counts / xtail internal size factors	0.804	1.031	1.832	3.879	174.631	222.84	103.144	176.62	174.631	222.84	103.144	176.62
MM_RS04265	-0.0954520374845762	0.858662601963356	0.975627537015661	0.850380440089283	0.752746348085523	raw_counts / xtail internal size factors	0.375	0.609	10.471	32.379	78.833	130.454	642.084	1482.614	78.833	130.454	642.084	1482.614
MM_RS07155	0.084388184929741	0.858205345145003	0.975627537015661	-0.366129599227334	-0.281658106343538	raw_counts / xtail internal size factors	0.27	0.184	1.154	1.611	57.213	39.646	68.585	71.837	57.213	39.646	68.585	71.837
MM_RS09715	-0.083826913558374	0.858825055887366	0.975627537015661	0.637005514382391	0.55148202515928	raw_counts / xtail internal size factors	0.476	0.671	4.775	11.935	101.05	143.073	285.065	544.533	101.05	143.073	285.065	544.533
MM_RS06445	-0.0822829280013346	0.857409053429287	0.975627537015661	-1.06241439777175	-1.14744033394511	raw_counts / xtail internal size factors	0.196	0.084	1.608	1.221	41.622	17.975	95.401	55.03	41.622	17.975	95.401	55.03
MM_RS08150	0.0890463212166663	0.859332139851432	0.97588066030763	-0.196368849308201	-0.107202150437846	raw_counts / xtail internal size factors	0.123	0.103	0.751	1.187	26.309	21.534	44.746	53.373	26.309	21.534	44.746	53.373
MM_RS16430	0.283519324494772	0.860857973012814	0.977064809877556	0.100251877581024	0.372995018161377	raw_counts / xtail internal size factors	0.007	0.007	0.048	0.096	1.432	1.463	2.779	4.428	1.432	1.463	2.779	4.428
MM_RS13035	-0.0841739770136956	0.860944086769475	0.977064809877556	-1.70608840620762	-1.79574946398456	raw_counts / xtail internal size factors	3.134	0.914	48.805	22.77	662.889	192.8	2864.208	1044.956	662.889	192.8	2864.208	1044.956
MM_RS12170	0.122551821330219	0.861390317328326	0.977088871179666	-0.208824038305862	-0.100910808688641	raw_counts / xtail internal size factors	0.038	0.029	0.37	0.565	8.119	6.294	21.725	25.394	8.119	6.294	21.725	25.394
MM_RS00450	0.103839590133304	0.862083141385123	0.977088871179666	-0.488915204162906	-0.384047885545253	raw_counts / xtail internal size factors	1.44	0.895	12.183	13.907	305.408	192.978	689.538	603.756	305.408	192.978	689.538	603.756
MM_RS17375	0.0863552529200264	0.861967598758444	0.977088871179666	0.646278471081337	0.730373454886611	raw_counts / xtail internal size factors	0.37	0.545	5.804	15.429	79.425	114.727	338.769	698.956	79.425	114.727	338.769	698.956
MM_RS03435	-0.0858606756201814	0.862103754967436	0.977088871179666	-1.03860396525709	-1.13044756421751	raw_counts / xtail internal size factors	0.32	0.136	3.796	2.968	67.98	29.301	225.897	130.683	67.98	29.301	225.897	130.683
MM_RS02800	0.100758604681703	0.86257349870475	0.977298620809705	-0.815622216709206	-0.715848551903813	raw_counts / xtail internal size factors	0.231	0.125	1.81	1.644	48.278	26.482	102.879	72.687	48.278	26.482	102.879	72.687
MM_RS12415	-0.0861794477969373	0.86291901669182	0.97736753028803	0.294616174689231	0.206090109159112	raw_counts / xtail internal size factors	0.87	0.913	2.931	5.504	185.627	196.974	172.393	252.852	185.627	196.974	172.393	252.852
MM_RS17380	0.11118787304322	0.863270652598289	0.977386472948507	0.378434587892803	0.483128317000858	raw_counts / xtail internal size factors	0.176	0.211	1.376	3.026	37.814	44.444	80.22	141.597	37.814	44.444	80.22	141.597
MM_RS02605	-0.0826250750475124	0.863505147816143	0.977386472948507	0.529323669851156	0.440767621572723	raw_counts / xtail internal size factors	1.002	1.495	17.299	39.694	211.286	309.126	1028.749	1785.204	211.286	309.126	1028.749	1785.204
MM_RS10005	0.106179430318961	0.863902136783542	0.977513525239915	0.626726792945039	0.731694466085994	raw_counts / xtail internal size factors	0.103	0.139	0.887	2.848	21.724	29.909	55.477	127.702	21.724	29.909	55.477	127.702
MM_RS18570	-0.485306979426454	0.86628274077409	0.977820629300683	-0.602379886078224	-1.10896871768862	raw_counts / xtail internal size factors	0.581	0.351	0.619	0.523	123.113	74.409	38.004	23.464	123.113	74.409	38.004	23.464
MM_RS02520	0.132901940508251	0.865640365072509	0.977820629300683	0.718013120515089	0.838145837698808	raw_counts / xtail internal size factors	0.043	0.058	0.404	1.08	9.203	12.684	22.976	49.124	9.203	12.684	22.976	49.124
MM_RS04375	-0.0971812933985987	0.865722580838108	0.977820629300683	-0.145546321589999	-0.248766511031592	raw_counts / xtail internal size factors	0.099	0.082	1.224	1.873	20.859	17.491	74.889	86.126	20.859	17.491	74.889	86.126
MM_RS11720	0.0908290410106041	0.865513845224385	0.977820629300683	0.967013798660218	1.05553141185342	raw_counts / xtail internal size factors	0.087	0.146	0.494	1.784	18.514	31.41	29.722	80.694	18.514	31.41	29.722	80.694
MM_RS12385	-0.0872492038177228	0.865252177731134	0.977820629300683	1.63328931051228	1.54589791652057	raw_counts / xtail internal size factors	0.314	0.933	2.517	13.203	65.981	197.396	153.206	605.857	65.981	197.396	153.206	605.857
MM_RS00285	-0.0869733885447332	0.866371458574813	0.977820629300683	0.490845259191152	0.396730058211368	raw_counts / xtail internal size factors	0.179	0.235	6.054	12.052	38.115	49.685	346.193	541.75	38.115	49.685	346.193	541.75
MM_RS04385	-0.0850365726770868	0.865005692354013	0.977820629300683	0.370358425066154	0.279601854943915	raw_counts / xtail internal size factors	0.07	0.082	1.035	2.12	14.901	17.49	61.285	93.329	14.901	17.49	61.285	93.329
MM_RS09685	0.0849937168907537	0.866664844221309	0.977820629300683	0.0718336546249558	0.156195028205436	raw_counts / xtail internal size factors	0.366	0.335	2.366	4.765	77.868	71.911	143.576	209.575	77.868	71.911	143.576	209.575
MM_RS09250	0.0784086700049267	0.866737015718607	0.977820629300683	0.0596747720043548	0.13858851739861	raw_counts / xtail internal size factors	0.366	0.331	1.352	2.412	77.944	71.177	78.96	106.333	77.944	71.177	78.96	106.333
MM_RS12210	-0.0973196383222388	0.867688658055661	0.978251285091982	0.360993811984734	0.258108832505518	raw_counts / xtail internal size factors	0.194	0.225	3.141	5.404	41.098	48.046	176.67	242.021	41.098	48.046	176.67	242.021
MM_RS11420	0.0799030111980263	0.867577082888931	0.978251285091982	-1.75222831409735	-1.67047883561545	raw_counts / xtail internal size factors	0.066	0.017	0.726	0.384	14.075	3.684	42.942	16.918	14.075	3.684	42.942	16.918
MM_RS17555	0.14225014233021	0.868541921039355	0.978268709711405	0.00281794138570126	0.129162785926266	raw_counts / xtail internal size factors	0.023	0.02	0.38	0.658	4.916	4.248	22.071	29.476	4.916	4.248	22.071	29.476
MM_RS14770	0.0980136103238216	0.868558994232555	0.978268709711405	-0.0816371689353474	0.0155710874538148	raw_counts / xtail internal size factors	0.034	0.028	0.428	0.647	7.21	6	24.513	30.369	7.21	6	24.513	30.369
MM_RS03275	-0.0972742451273714	0.868143305992901	0.978268709711405	-2.32217658053215	-2.42140442600514	raw_counts / xtail internal size factors	1.887	0.335	19.015	6.729	404.772	71.377	1173.268	293.964	404.772	71.377	1173.268	293.964
MM_RS05235	-0.0798321592759015	0.868868618954833	0.978296480443405	0.324353429362426	0.24370979996928	raw_counts / xtail internal size factors	0.674	0.659	1.619	3.178	141.257	146.351	95.639	143.643	141.257	146.351	95.639	143.643
MM_RS04115	-0.251394984254755	0.869678885586031	0.978404338596998	1.10806724967308	0.828805978586899	raw_counts / xtail internal size factors	0.007	0.015	0.049	0.136	1.551	3.123	2.787	5.832	1.551	3.123	2.787	5.832
MM_RS14870	0.219293542297137	0.872202063912412	0.978404338596998	-1.02569863638605	-0.818171745217622	raw_counts / xtail internal size factors	0.025	0.01	0.169	0.182	5.4	2.229	10.429	7.968	5.4	2.229	10.429	7.968
MM_RS18745	0.216368900017286	0.870562033867875	0.978404338596998	0.810273208754725	1.03051153465744	raw_counts / xtail internal size factors	1.21	1.73	1.854	6.227	264.752	371.911	110.131	294.251	264.752	371.911	110.131	294.251
MM_RS18860	0.203930524739835	0.871128746739389	0.978404338596998	-0.922840990475122	-0.749272847133585	raw_counts / xtail internal size factors	0.318	0.165	10.806	9.41	67.396	34.13	610.139	421.037	67.396	34.13	610.139	421.037
MM_RS11125	-0.163738248807432	0.871765994785586	0.978404338596998	1.86742990916307	1.68746085730596	raw_counts / xtail internal size factors	0.022	0.059	0.129	0.663	4.858	13.162	7.356	26.903	4.858	13.162	7.356	26.903
MM_RS09655	0.0937855392423574	0.872384410266651	0.978404338596998	-0.0959629651485912	-0.0016973839378351	raw_counts / xtail internal size factors	2.3	1.86	14.97	29.307	489.382	400.422	940.368	1334.247	489.382	400.422	940.368	1334.247
MM_RS11415	-0.0887987301767952	0.872220231896225	0.978404338596998	-0.745876580923779	-0.839503613269404	raw_counts / xtail internal size factors	0.199	0.101	0.833	0.795	42.298	21.785	49.509	35.003	42.298	21.785	49.509	35.003
MM_RS17955	0.0881447401619981	0.870057200621784	0.978404338596998	-1.38202353921359	-1.29270245284177	raw_counts / xtail internal size factors	11.452	4.315	161.523	97.166	2414.588	903.719	9140.256	4286.191	2414.588	903.719	9140.256	4286.191
MM_RS15940	0.088138556036589	0.871765176688365	0.978404338596998	0.52824479368867	0.616535157186265	raw_counts / xtail internal size factors	0.091	0.115	0.138	0.35	19.677	24.489	8.17	16.007	19.677	24.489	8.17	16.007
MM_RS14050	-0.0868789032020585	0.870730722134189	0.978404338596998	-0.707874731264892	-0.805836254543724	raw_counts / xtail internal size factors	0.199	0.111	3.022	2.86	42.55	23.454	178.51	130.011	42.55	23.454	178.51	130.011
MM_RS17525	-0.0833929951689409	0.871912132920415	0.978404338596998	0.287211266497802	0.202478531798642	raw_counts / xtail internal size factors	0.323	0.345	1.663	3.359	68.739	73.998	99.759	146.5	68.739	73.998	99.759	146.5
MM_RS06770	0.0785899964346779	0.871447672529425	0.978404338596998	0.112616154733277	0.191075216821885	raw_counts / xtail internal size factors	0.366	0.359	3.897	6.768	76.985	76.782	223.021	300.182	76.985	76.782	223.021	300.182
MM_RS13440	-0.106332341204928	0.873106480039051	0.978894365112365	-0.488066761976196	-0.597416454522683	raw_counts / xtail internal size factors	0.219	0.143	1.32	1.735	46.835	30.29	83.315	78.186	46.835	30.29	83.315	78.186
MM_RS19365	0.53493600362841	0.873687580776971	0.97907960705135	-2.3861896756191	-1.24344450528343	raw_counts / xtail internal size factors	0.954	0.18	6.058	3.868	209.309	36.482	355.848	191.664	209.309	36.482	355.848	191.664
MM_RS06195	-0.104459124748733	0.873842096127392	0.97907960705135	0.906825125390073	0.799527184088549	raw_counts / xtail internal size factors	0.093	0.133	0.185	0.507	19.996	29.447	10.713	22.866	19.996	29.447	10.713	22.866
MM_RS16440	0.886359427943674	0.874602083266807	0.979291895582175	-8.27534012886282	-2.77462012809181	raw_counts / xtail internal size factors	0.02	0	0.373	0.116	4.369	0	24.707	6.037	4.369	0	24.707	6.037
MM_RS09235	0.0848393521601838	0.87440088720804	0.979291895582175	0.90302796552801	0.985636275223414	raw_counts / xtail internal size factors	0.073	0.128	0.68	2.364	15.635	27.075	40.951	105.176	15.635	27.075	40.951	105.176
MM_RS08895	0.296370176234685	0.875819460664321	0.979366779601509	-1.09108250071555	-0.532100378051107	raw_counts / xtail internal size factors	0.054	0.026	0.329	0.343	11.673	5.318	18.427	14.377	11.673	5.318	18.427	14.377
MM_RS06620	-0.108392832545365	0.876095362702078	0.979366779601509	0.652756878262416	0.531179704022797	raw_counts / xtail internal size factors	0.042	0.057	0.4	0.866	8.99	12.22	22.939	40.807	8.99	12.22	22.939	40.807
MM_RS05350	0.0828585347743376	0.875846278904111	0.979366779601509	-2.01330385684258	-1.92877761362179	raw_counts / xtail internal size factors	0.665	0.139	2.053	0.987	141.533	30.134	125.366	43.982	141.533	30.134	125.366	43.982
MM_RS13570	0.0761214194366953	0.875361504869263	0.979366779601509	-0.270106379432789	-0.193685177817791	raw_counts / xtail internal size factors	1.062	0.821	12.912	17.033	224.481	174.414	737.061	755.606	224.481	174.414	737.061	755.606
MM_RS05335	0.0723814225039972	0.875633197895611	0.979366779601509	-0.655513835161935	-0.582257996023002	raw_counts / xtail internal size factors	1.243	0.673	3.695	4.132	264.916	145.146	218.249	182.055	264.916	145.146	218.249	182.055
MM_RS07800	0.182587134648939	0.88008777055354	0.979459402232952	0.239427209225227	0.401963190789052	raw_counts / xtail internal size factors	0.036	0.033	0.202	0.471	7.564	7.375	12.267	20.852	7.564	7.375	12.267	20.852
MM_RS00185	0.158862529702866	0.882618428037134	0.979459402232952	-1.68137894923853	-1.49662441902206	raw_counts / xtail internal size factors	0.025	0.007	0.081	0.044	5.291	1.538	4.681	2.009	5.291	1.538	4.681	2.009
MM_RS08210	0.15685662991074	0.882831584774906	0.979459402232952	-0.762479889183628	-0.595552859295911	raw_counts / xtail internal size factors	1.134	0.51	1.704	1.516	247.034	112.168	93.748	69.589	247.034	112.168	93.748	69.589
MM_RS16730	0.154567039042936	0.880166979629805	0.979459402232952	0.227159529727904	0.358154623903348	raw_counts / xtail internal size factors	0.06	0.059	0.331	0.649	12.657	12.94	18.886	28.873	12.657	12.94	18.886	28.873
MM_RS14970	0.122663557106923	0.882553037465829	0.979459402232952	0.803036967643734	0.917987032113195	raw_counts / xtail internal size factors	0.039	0.06	0.114	0.344	8.218	12.922	6.588	14.962	8.218	12.922	6.588	14.962
MM_RS08115	-0.11857724976138	0.878044699679591	0.979459402232952	1.87550128642463	1.75205095797235	raw_counts / xtail internal size factors	0.108	0.359	1.244	8.075	22.977	76.242	78.241	387.009	22.977	76.242	78.241	387.009
MM_RS01525	-0.11039929247254	0.884001894364763	0.979459402232952	-1.01562405317551	-1.14383885792908	raw_counts / xtail internal size factors	0.113	0.049	0.874	0.563	24.164	10.563	49	25.424	24.164	10.563	49	25.424
MM_RS16370	0.102227278636762	0.884737432660759	0.979459402232952	0.298693878908028	0.393913859928388	raw_counts / xtail internal size factors	0.02	0.024	0.285	0.668	4.218	4.978	17.261	30.033	4.218	4.978	17.261	30.033
MM_RS13625	-0.101875502765671	0.879607513840713	0.979459402232952	-0.281942310451259	-0.407913074380554	raw_counts / xtail internal size factors	0.181	0.134	4.608	6.208	38.547	28.647	280.697	285.116	38.547	28.647	280.697	285.116
MM_RS16955	-0.100580880894697	0.884414872365004	0.979459402232952	0.358356952986634	0.244192391665147	raw_counts / xtail internal size factors	0.198	0.225	2.229	4.187	42.346	48.02	130.775	201.226	42.346	48.02	130.775	201.226
MM_RS06465	-0.10040952505405	0.883646408589857	0.979459402232952	-0.273918949017207	-0.390478136838927	raw_counts / xtail internal size factors	0.041	0.031	0.608	0.694	8.85	6.611	34.379	29.94	8.85	6.611	34.379	29.94
MM_RS13215	-0.0981828178596684	0.880318769105082	0.979459402232952	0.0625725054061442	-0.0494728532036015	raw_counts / xtail internal size factors	0.066	0.062	0.804	1.425	14.061	13.2	49.139	62.834	14.061	13.2	49.139	62.834
MM_RS14550	-0.0951891074345781	0.879852118875121	0.979459402232952	0.338035947460364	0.232656215854047	raw_counts / xtail internal size factors	0.034	0.039	0.453	0.775	7.306	8.314	25.648	35.866	7.306	8.314	25.648	35.866
MM_RS13315	-0.0945327608095754	0.881684896695035	0.979459402232952	-0.541871788546831	-0.637495974365584	raw_counts / xtail internal size factors	1.767	1.081	3.781	4.727	378.991	230.247	235.908	208.189	378.991	230.247	235.908	208.189
MM_RS17205	-0.0918053292812666	0.880312262048511	0.979459402232952	0.0688020158306386	-0.0305561088924364	raw_counts / xtail internal size factors	0.189	0.181	2.489	3.774	40.155	38.431	144.448	179.115	40.155	38.431	144.448	179.115
MM_RS04925	-0.0911039531040387	0.88146683657868	0.979459402232952	0.414580482603607	0.310457507956833	raw_counts / xtail internal size factors	0.048	0.055	0.559	1.229	10.232	11.963	33.688	53.646	10.232	11.963	33.688	53.646
