gene_id	log2FC_TE_deseq2	lfcSE_TE_deseq2	stat_TE_deseq2	pvalue_TE_deseq2	padj_TE_deseq2	baseMean_counts	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS08340	1.96762758110192	1.86741387645994	1.05366443181409	0.292036578713667	NA	7.49384053381623	raw_counts / DESeq2 median-of-ratios	0.011	0.016	0.043	0.452	2.276	3.321	2.481	19.022	2.276	3.321	2.481	19.022
MM_RS09850	1.96537435535778	2.3390984973215	0.840227274571092	0.400780968646363	NA	6.5296472771054	raw_counts / DESeq2 median-of-ratios	0.008	0.013	0.015	0.203	1.78	2.829	0.817	8.861	1.78	2.829	0.817	8.861
MM_RS12855	-1.96157443268459	0.719145652249178	-2.72764554238717	0.00637881107832867	NA	98.9743808594749	raw_counts / DESeq2 median-of-ratios	0.322	0.118	6.6	1.316	68.984	25.174	407.292	57.87	68.984	25.174	407.292	57.87
MM_RS03835	1.96151014680759	1.3040269111284	1.50419453008854	0.13253128576226	NA	17.355294553128	raw_counts / DESeq2 median-of-ratios	0.113	0.143	0.329	3.192	23.565	30.172	19.55	144.205	23.565	30.172	19.55	144.205
MM_RS15780	-1.95249052895687	1.31002535254576	-1.49042194119573	0.136113326911221	NA	17.9546343964003	raw_counts / DESeq2 median-of-ratios	0.017	0.061	0.316	0.628	3.646	12.878	19.03	26.798	3.646	12.878	19.03	26.798
MM_RS15400	-1.94763515420122	0.887093681380444	-2.19552364657859	0.0281260565622553	NA	49.262499301815	raw_counts / DESeq2 median-of-ratios	0.072	0.089	1.589	0.596	15.098	18.503	88.202	26.861	15.098	18.503	88.202	26.861
MM_RS01885	-1.93983772329429	1.7663926367001	-1.09819169475152	0.272120792059378	NA	11.3142275345201	raw_counts / DESeq2 median-of-ratios	0.016	0.036	0.481	0.607	3.613	7.491	29.155	27.292	3.613	7.491	29.155	27.292
MM_RS06795	1.93204694828671	2.55511340843689	0.756149195533616	0.449559749086956	NA	129.674322568666	raw_counts / DESeq2 median-of-ratios	0.108	0.046	1.371	0.713	22.813	9.406	78.644	31.678	22.813	9.406	78.644	31.678
MM_RS13275	1.92478771222386	1.16263370977974	1.65554094641597	0.0978148177222507	NA	20.6743687618498	raw_counts / DESeq2 median-of-ratios	0.191	0.096	0.2	0.733	41.075	20.49	11.485	32.919	41.075	20.49	11.485	32.919
MM_RS19165	-1.91980404931474	2.89474854276836	-0.663202354522564	0.507200963732317	NA	2.65043386035059	raw_counts / DESeq2 median-of-ratios	0.069	0.174	2.825	3.768	15.221	38.131	170.504	170.651	15.221	38.131	170.504	170.651
MM_RS16640	-1.91393763369986	5.01526924523181	-0.381622110421989	0.702741681557887	NA	0.804480625743493	raw_counts / DESeq2 median-of-ratios	0	0.015	0.158	0.234	0	3.006	9.465	11.039	0	3.006	9.465	11.039
MM_RS15845	1.91192473090028	0.882451742343285	2.16660542345727	0.0302649535087537	NA	36.7463821128213	raw_counts / DESeq2 median-of-ratios	0.33	0.161	1.098	3.972	69.684	34.896	64.471	172.698	69.684	34.896	64.471	172.698
MM_RS01105	1.91022378423481	0.715065080910317	2.67139849956453	0.0075535913015066	NA	141.154388979525	raw_counts / DESeq2 median-of-ratios	0.542	0.724	1.707	12.197	115.107	151.589	97.063	539.169	115.107	151.589	97.063	539.169
MM_RS13455	1.90482450421084	0.839700575548709	2.26845682815701	0.0233013774742221	NA	50.1656166712925	raw_counts / DESeq2 median-of-ratios	0.5	0.374	0.89	4.774	105.969	81.852	52.564	215.588	105.969	81.852	52.564	215.588
MM_RS16845	1.90420337428111	2.68436812511288	0.709367450934487	0.47809648093701	NA	4.68253522356863	raw_counts / DESeq2 median-of-ratios	0.01	0.012	0.033	0.207	2.179	2.716	1.773	9.175	2.179	2.716	1.773	9.175
MM_RS01275	1.88893656175097	1.34211465940687	1.40743307474621	0.159299009393465	NA	13.4691632334529	raw_counts / DESeq2 median-of-ratios	0.036	0.026	0.053	0.267	7.612	5.881	3.1	11.642	7.612	5.881	3.1	11.642
MM_RS02995	-1.88873605578701	1.25552186272618	-1.50434342233269	0.132492963962338	NA	25.4493628082849	raw_counts / DESeq2 median-of-ratios	0.009	0.034	0.709	0.603	1.998	7.147	38.302	28.786	1.998	7.147	38.302	28.786
MM_RS13985	1.87953256187375	1.21492148976512	1.54704034598739	0.121853517097698	NA	33.490423981748	raw_counts / DESeq2 median-of-ratios	0.13	0.073	0.049	0.136	27.747	16.334	2.666	5.978	27.747	16.334	2.666	5.978
MM_RS01510	-1.87698401685865	1.27038206897041	-1.47749567842992	0.139542815864983	NA	14.5622215429079	raw_counts / DESeq2 median-of-ratios	0.043	0.036	0.487	0.256	9.19	7.754	29.635	10.87	9.19	7.754	29.635	10.87
MM_RS10410	-1.87430987010234	0.962857723950603	-1.94661144993681	0.0515813348514704	NA	48.4258559245426	raw_counts / DESeq2 median-of-ratios	0.043	0.084	1.043	0.666	9.191	17.646	57.642	31.674	9.191	17.646	57.642	31.674
MM_RS03450	1.86680791856582	1.5379904413386	1.21379682759343	0.22482531806071	NA	10.4666148594589	raw_counts / DESeq2 median-of-ratios	0.077	0.039	0.068	0.218	15.97	8.403	3.829	10.134	15.97	8.403	3.829	10.134
MM_RS15595	1.86494903959005	0.983110728133517	1.89698778196709	0.0578295506621443	NA	36.1483686716746	raw_counts / DESeq2 median-of-ratios	0.106	0.103	0.288	1.593	22.592	22.263	16.087	70.253	22.592	22.263	16.087	70.253
MM_RS15000	-1.85593326044351	1.09684825036191	-1.69206019139944	0.0906344976558479	NA	31.7092143837761	raw_counts / DESeq2 median-of-ratios	0.059	0.045	1.554	0.655	12.815	9.804	89.824	29.641	12.815	9.804	89.824	29.641
MM_RS05220	-1.84963737988689	1.02290168544584	-1.80822595778665	0.0705713401765599	NA	35.6754195878911	raw_counts / DESeq2 median-of-ratios	0.017	0.036	0.545	0.769	3.687	7.819	32.822	34.426	3.687	7.819	32.822	34.426
MM_RS13965	1.84110598887804	2.99504720587187	0.614716851630421	0.538741728957014	NA	2.99312114031237	raw_counts / DESeq2 median-of-ratios	0.002	0.005	0.01	0.133	0.308	1.089	0.508	5.848	0.308	1.089	0.508	5.848
MM_RS04830	-1.83660351161509	0.916960842862372	-2.00292468965412	0.0451853725608517	NA	38.6260897849632	raw_counts / DESeq2 median-of-ratios	0.068	0.113	2.367	1.916	14.294	24.041	135.82	83.511	14.294	24.041	135.82	83.511
MM_RS03900	1.83501464358149	0.689005512183508	2.66328006254434	0.00773829796219996	NA	160.026213252947	raw_counts / DESeq2 median-of-ratios	0.16	0.732	0.475	15.039	34.138	156.702	27.548	641.573	34.138	156.702	27.548	641.573
MM_RS01195	1.83440734766921	1.43429036245296	1.27896512149182	0.200909338462761	NA	13.3170737165246	raw_counts / DESeq2 median-of-ratios	0.035	0.013	0.108	0.217	7.494	2.663	6.226	10.473	7.494	2.663	6.226	10.473
MM_RS17440	1.82583305577638	1.41625091730213	1.28920167568504	0.197327982635107	NA	14.4728273011313	raw_counts / DESeq2 median-of-ratios	0.032	0.026	0.085	0.395	6.802	5.395	4.948	16.757	6.802	5.395	4.948	16.757
MM_RS18580	-1.81758552517359	0.645498925004911	-2.81578396921384	0.00486583737350444	NA	137.695025416223	raw_counts / DESeq2 median-of-ratios	1.903	4.373	63.801	84.753	407.297	950.325	3804.251	3775.468	407.297	950.325	3804.251	3775.468
MM_RS11565	1.80479915377272	1.13588317924819	1.58889504373792	0.112084090343991	NA	20.3438871760953	raw_counts / DESeq2 median-of-ratios	0.05	0.025	0.335	1.004	10.591	5.253	19.603	46.146	10.591	5.253	19.603	46.146
MM_RS11360	-1.80199849936484	3.13146868838682	-0.575448353051598	0.564988110472854	NA	65.5768556662852	raw_counts / DESeq2 median-of-ratios	0.031	0.033	0.418	0.785	6.889	7.606	23.368	34.68	6.889	7.606	23.368	34.68
MM_RS19230	-1.78739075712327	4.39700027899112	-0.406502306962187	0.684373562254657	NA	1.16164837644515	raw_counts / DESeq2 median-of-ratios	0.027	0.033	0.491	0.598	5.996	6.612	29.511	31.034	5.996	6.612	29.511	31.034
MM_RS14160	-1.78626389961878	2.13503048942148	-0.836645616289443	0.402791796595819	NA	5.45906885580912	raw_counts / DESeq2 median-of-ratios	0.065	0.051	0.141	0.057	13.881	10.511	8.868	2.937	13.881	10.511	8.868	2.937
MM_RS02330	-1.78625840303902	1.12538334655831	-1.58724438965782	0.112457304727078	NA	20.1186931239133	raw_counts / DESeq2 median-of-ratios	0.014	0.034	0.292	0.353	3.066	7.487	16.723	15.626	3.066	7.487	16.723	15.626
MM_RS04540	-1.78341221293331	0.650398631709244	-2.742029466216	0.00610608637427738	NA	130.046404779154	raw_counts / DESeq2 median-of-ratios	0.688	0.266	6.812	1.48	147.068	56.388	405.032	64.919	147.068	56.388	405.032	64.919
MM_RS03260	1.78316490008343	1.34919109214429	1.32165481262511	0.186283122177407	NA	13.4611969402995	raw_counts / DESeq2 median-of-ratios	0.04	0.009	0.144	0.179	8.462	1.902	8.137	7.89	8.462	1.902	8.137	7.89
MM_RS01480	-1.78018700055237	0.790922387993166	-2.25077330921091	0.0243998988661975	NA	69.6286311203359	raw_counts / DESeq2 median-of-ratios	0.037	0.254	0.789	3.2	7.857	55.448	47.048	141.387	7.857	55.448	47.048	141.387
MM_RS14350	-1.77726502343205	2.43703562613965	-0.72927330416064	0.465834498738451	NA	7.45621835572315	raw_counts / DESeq2 median-of-ratios	0.023	0.05	3.381	3.276	4.733	11.757	190.41	147.709	4.733	11.757	190.41	147.709
MM_RS01750	-1.77619459566067	2.50030340142157	-0.710391624732742	0.477461315393973	NA	3.26003710288447	raw_counts / DESeq2 median-of-ratios	0.009	0.019	0.063	0.058	2.003	3.893	3.555	2.432	2.003	3.893	3.555	2.432
MM_RS00160	1.77411314826538	1.74655371146208	1.0157793239466	0.309734484055481	NA	7.71786813079302	raw_counts / DESeq2 median-of-ratios	0.058	0.025	0.127	0.208	12.106	5.376	6.892	9.521	12.106	5.376	6.892	9.521
MM_RS18930	-1.76808531358015	1.21697463938223	-1.45285304751928	0.146264559639637	NA	26.8258601625797	raw_counts / DESeq2 median-of-ratios	0.441	0.291	15.633	8.865	96.142	63.683	1011.853	402.844	96.142	63.683	1011.853	402.844
MM_RS12080	1.76773347594	0.882261961876154	2.00363786757945	0.0451088663668793	NA	51.7546569599436	raw_counts / DESeq2 median-of-ratios	1.172	0.591	8.248	18.667	249.576	122.175	472.143	861.868	249.576	122.175	472.143	861.868
MM_RS03730	1.75848324665427	1.40357026318759	1.25286442209216	0.210255051651421	NA	13.2666031344261	raw_counts / DESeq2 median-of-ratios	0.043	0.018	0.088	0.131	8.958	3.839	4.758	5.948	8.958	3.839	4.758	5.948
MM_RS17815	-1.75637323658778	1.7487264650434	-1.00437276595125	0.315198971899512	NA	11.4862788719255	raw_counts / DESeq2 median-of-ratios	1.127	2.325	1.355	1.707	245.259	482.907	76.988	72.965	245.259	482.907	76.988	72.965
MM_RS19355	-1.75476801135354	2.51760517215925	-0.696998890357598	0.485803488243519	NA	5.97778705593283	raw_counts / DESeq2 median-of-ratios	0.044	0.393	2.355	6.14	9.031	79.532	135.977	282.582	9.031	79.532	135.977	282.582
MM_RS14840	1.75449107160779	0.968734158079704	1.81111717489726	0.0701227154730071	NA	66.277956253762	raw_counts / DESeq2 median-of-ratios	0.219	0.461	1.912	23.019	45.71	94.594	113.98	1150.52	45.71	94.594	113.98	1150.52
MM_RS10075	1.74922478338697	0.805441715204725	2.1717583660816	0.0298738935425908	NA	59.6262228642779	raw_counts / DESeq2 median-of-ratios	0.114	0.021	0.772	0.857	24.218	4.512	45.596	39.611	24.218	4.512	45.596	39.611
MM_RS18885	1.7466118330948	1.14556882240266	1.52466774491257	0.127341990813424	NA	44.9517888632893	raw_counts / DESeq2 median-of-ratios	0.242	0.358	10.679	83.788	51.11	75.457	615.574	3915.719	51.11	75.457	615.574	3915.719
MM_RS02165	1.74165417623911	1.10529078873209	1.57574295741395	0.115085053164248	NA	24.4302752155311	raw_counts / DESeq2 median-of-ratios	0.107	0.048	0.661	1.569	22.644	10.01	39.339	74.002	22.644	10.01	39.339	74.002
MM_RS16405	1.73496727574295	1.73137032696333	1.00207751555147	0.316306156338582	NA	8.30292406803889	raw_counts / DESeq2 median-of-ratios	0.046	0.038	0.121	0.441	9.834	8.213	6.559	18.759	9.834	8.213	6.559	18.759
MM_RS05780	-1.73368542321099	0.874068600883965	-1.98346608201882	0.0473153920892085	NA	64.7060703365064	raw_counts / DESeq2 median-of-ratios	0.042	0.142	0.743	2.138	9.27	30.166	47.425	94.161	9.27	30.166	47.425	94.161
MM_RS10000	-1.72741436624991	0.724868751868821	-2.38307191722139	0.017168839859217	NA	73.8473182020116	raw_counts / DESeq2 median-of-ratios	0.033	0.038	0.225	0.15	7.072	7.944	13.659	6.62	7.072	7.944	13.659	6.62
MM_RS15450	-1.72372470608778	1.05008439661982	-1.64151063632255	0.100691461008958	NA	71.8297465551973	raw_counts / DESeq2 median-of-ratios	0.755	3.546	10.491	23.927	163.577	762.493	581.541	1043.53	163.577	762.493	581.541	1043.53
MM_RS19085	1.71505281760813	2.41006532308722	0.711620884786308	0.476699570774896	NA	4.03246084133369	raw_counts / DESeq2 median-of-ratios	0.571	0.234	4.851	9.388	118.381	47.409	270.555	460.661	118.381	47.409	270.555	460.661
MM_RS04445	-1.71309757598618	1.00576750221864	-1.70327393975967	0.0885168151496885	NA	54.7887742084059	raw_counts / DESeq2 median-of-ratios	0.144	0.761	4.461	11.209	30.884	167.17	250.343	505.967	30.884	167.17	250.343	505.967
MM_RS16205	1.71201498953412	0.800504261632462	2.13867067496033	0.03246234920947	NA	60.2741444110592	raw_counts / DESeq2 median-of-ratios	2.675	0.801	1.279	2.196	569.895	169.979	74.495	99.095	569.895	169.979	74.495	99.095
MM_RS18550	1.70719843936634	2.08199853863124	0.819980613669738	0.412227158877433	NA	5.58214258035384	raw_counts / DESeq2 median-of-ratios	0.304	0.2	0.385	1.397	64.978	45.775	24.737	63.28	64.978	45.775	24.737	63.28
MM_RS05240	1.70648192697083	1.35527053853152	1.25914485591922	0.207978015124178	NA	13.9352954432884	raw_counts / DESeq2 median-of-ratios	0.622	0.296	1.938	4.832	133.564	61.571	111.59	216.211	133.564	61.571	111.59	216.211
MM_RS00590	-1.70585545615867	0.947005345541879	-1.80131555137376	0.0716531580599986	NA	53.3816691864184	raw_counts / DESeq2 median-of-ratios	0.078	0.026	2.17	0.438	16.768	5.4	135.035	19.601	16.768	5.4	135.035	19.601
MM_RS09760	-1.70166848537674	0.728117186780147	-2.33708050884199	0.0194349982846959	NA	103.014287803657	raw_counts / DESeq2 median-of-ratios	0.081	0.155	3.061	3.485	17.244	32.955	186.411	155.329	17.244	32.955	186.411	155.329
MM_RS06560	-1.69495556451227	1.30257915227923	-1.30123037939496	0.193179609579114	NA	17.8278912327712	raw_counts / DESeq2 median-of-ratios	0.034	0.085	0.552	0.871	7.147	18.709	33.56	40.525	7.147	18.709	33.56	40.525
MM_RS19400	-1.69183709603964	3.66878283823333	-0.461143973529468	0.644695314704596	NA	3.20302675496625	raw_counts / DESeq2 median-of-ratios	0	0.396	0.929	1.78	0	92.623	49.523	78.856	0	92.623	49.523	78.856
MM_RS18335	1.68293367196483	2.83748910757116	0.593106654568055	0.55310977724595	NA	2.82015141678595	raw_counts / DESeq2 median-of-ratios	0.18	0.145	0.23	0.83	38.945	31.842	12.244	37.897	38.945	31.842	12.244	37.897
MM_RS10090	1.68173802492489	1.59252255907161	1.05602147696124	0.290958402823609	NA	10.0639918104065	raw_counts / DESeq2 median-of-ratios	0.06	0.021	0.513	0.932	12.553	4.526	29.04	43.948	12.553	4.526	29.04	43.948
MM_RS12865	-1.67862971448863	0.672862582876522	-2.49475859886933	0.0126042846416939	NA	148.634635644115	raw_counts / DESeq2 median-of-ratios	0.096	0.025	1.841	0.348	20.433	5.462	112.879	14.693	20.433	5.462	112.879	14.693
MM_RS11355	1.66967434243779	1.8413572354523	0.906762854209366	0.364532217064665	NA	8.39061262892804	raw_counts / DESeq2 median-of-ratios	0.02	0.011	0.172	0.568	4.308	2.224	9.896	26.188	4.308	2.224	9.896	26.188
MM_RS07205	1.66606095321671	1.68438211384758	0.989122919033486	0.322603005393295	NA	7.27553225922932	raw_counts / DESeq2 median-of-ratios	0.296	0.213	0.547	1.904	62.492	45.419	30.745	85.07	62.492	45.419	30.745	85.07
MM_RS19310	1.66048596371047	3.45309003619568	0.480869582404476	0.630609192475643	NA	1.66118770148489	raw_counts / DESeq2 median-of-ratios	0.217	0.084	0.644	1.392	45.437	19.553	39.538	66.534	45.437	19.553	39.538	66.534
MM_RS19610	-1.66010145873995	0.655723916146284	-2.53170796102181	0.0113508485479554	NA	148.083391755451	raw_counts / DESeq2 median-of-ratios	0.257	0.145	3.02	1.011	55.182	30.687	177.239	44.594	55.182	30.687	177.239	44.594
MM_RS00900	-1.65117630835154	0.728562565232509	-2.26634799418303	0.0234300850558744	NA	155.04451902935	raw_counts / DESeq2 median-of-ratios	0.055	0.051	1.655	1.121	11.631	11.133	102.766	47.571	11.631	11.133	102.766	47.571
MM_RS08580	1.64978971524159	1.27470230369523	1.2942549099182	0.195577385678253	NA	15.6256182053168	raw_counts / DESeq2 median-of-ratios	0.01	0.007	0.057	0.221	2.039	1.444	3.32	10.044	2.039	1.444	3.32	10.044
MM_RS14560	-1.64855476011756	0.906609040065505	-1.81837450021284	0.0690069130592027	NA	68.1232777130932	raw_counts / DESeq2 median-of-ratios	0.235	0.307	11.358	7.519	50.689	63.982	656.958	342.913	50.689	63.982	656.958	342.913
MM_RS01485	1.64793586764573	1.05723012201567	1.55872958339841	0.119060396777305	NA	26.9326462207691	raw_counts / DESeq2 median-of-ratios	0.189	0.101	0.509	1.72	39.658	21.713	30.502	76.492	39.658	21.713	30.502	76.492
MM_RS02395	-1.64766003714205	0.728595829808328	-2.26141842944051	0.0237333586052475	NA	105.724096199664	raw_counts / DESeq2 median-of-ratios	0.098	0.142	2.073	1.669	21.182	29.648	123.344	75.648	21.182	29.648	123.344	75.648
MM_RS10315	1.64765548178709	1.90008437751195	0.867148586287837	0.385860602343394	NA	5.55298278475383	raw_counts / DESeq2 median-of-ratios	0.013	0.005	0.038	0.087	2.692	1.146	2.178	3.929	2.692	1.146	2.178	3.929
MM_RS08930	1.64609465974167	1.94152780927848	0.847834706191203	0.396530031720787	NA	7.97802408877651	raw_counts / DESeq2 median-of-ratios	0.143	0.036	0.875	1.046	30.314	8.463	50.767	48.491	30.314	8.463	50.767	48.491
MM_RS07210	1.64346132343933	1.58494988962885	1.03691689825234	0.29977458787335	NA	10.7126294142133	raw_counts / DESeq2 median-of-ratios	0.023	0.01	0.234	0.427	4.862	2.179	12.887	18.543	4.862	2.179	12.887	18.543
MM_RS15305	1.64187515589141	0.942969478622068	1.74117529052014	0.0816528570980055	NA	50.0686017491435	raw_counts / DESeq2 median-of-ratios	0.042	0.028	0.054	0.242	8.898	6.026	3.281	10.426	8.898	6.026	3.281	10.426
MM_RS18730	1.62732742859072	1.60723983683517	1.01249819180385	0.311299910817699	NA	8.24936594653852	raw_counts / DESeq2 median-of-ratios	0.411	0.375	0.631	3.399	87.701	81.644	37.001	154.321	87.701	81.644	37.001	154.321
MM_RS13160	-1.62361066357872	1.00951038335407	-1.6083149716443	0.10776621330458	NA	51.1838029786818	raw_counts / DESeq2 median-of-ratios	0.078	0.031	1.434	0.407	16.391	6.685	86.392	17.576	16.391	6.685	86.392	17.576
MM_RS01545	-1.62146981992909	1.75212645760269	-0.925429675976489	0.354742448261535	NA	7.69870900372997	raw_counts / DESeq2 median-of-ratios	0.032	0.038	0.462	0.375	6.981	8.095	27.191	17.363	6.981	8.095	27.191	17.363
MM_RS06255	-1.61588911938758	0.909865956470136	-1.77596392951825	0.0757388626036072	NA	71.2495044530166	raw_counts / DESeq2 median-of-ratios	0.136	0.14	1.97	0.86	28.952	29.788	108.96	37.459	28.952	29.788	108.96	37.459
MM_RS10310	1.61307371176999	2.43523132524076	0.6623903425727	0.50772109134411	NA	5.85661924730197	raw_counts / DESeq2 median-of-ratios	0.026	0.011	0.312	0.787	5.613	2.344	17.156	36.548	5.613	2.344	17.156	36.548
MM_RS09255	1.60576673310575	1.0626726776181	1.5110642881164	0.130772072292607	NA	31.5428423609887	raw_counts / DESeq2 median-of-ratios	0.677	0.369	6.264	14.617	143.219	82.869	348.602	637.229	143.219	82.869	348.602	637.229
MM_RS13845	1.60318692276373	1.06589479057494	1.50407614047816	0.13256176293788	NA	24.3133839665712	raw_counts / DESeq2 median-of-ratios	0.041	0.015	0.124	0.197	8.59	3.311	6.868	8.701	8.59	3.311	6.868	8.701
MM_RS02835	-1.60214713576167	0.768178304563106	-2.08564486427781	0.0370108042187234	NA	85.4215109661801	raw_counts / DESeq2 median-of-ratios	0.176	0.221	1.411	1.092	37.835	46.89	82.006	48.239	37.835	46.89	82.006	48.239
MM_RS01810	1.59367296362008	1.7204327457547	0.926320989618799	0.354279191040049	NA	10.3401735076343	raw_counts / DESeq2 median-of-ratios	0.032	0.01	0.327	0.496	6.741	2.103	18.56	21.258	6.741	2.103	18.56	21.258
MM_RS13195	1.59346608880491	2.05109326091918	0.776886219250121	0.437225902388875	NA	9.66950727297144	raw_counts / DESeq2 median-of-ratios	0.019	0.011	0.121	0.474	4.136	2.283	7.142	21.785	4.136	2.283	7.142	21.785
MM_RS11640	-1.58829409147112	1.90408820714142	-0.83414942937733	0.404196784074403	NA	9.0788355039006	raw_counts / DESeq2 median-of-ratios	0.014	0.044	0.562	1.147	3.022	9.197	33.362	51.675	3.022	9.197	33.362	51.675
MM_RS19460	-1.5839085653932	1.83812729888915	-0.86169688375251	0.388854340881644	NA	9.83280783388121	raw_counts / DESeq2 median-of-ratios	0.157	1.069	5.441	25.913	34.425	229.486	318.971	1133.693	34.425	229.486	318.971	1133.693
MM_RS01085	1.58035870019456	1.03765748513151	1.52300611987999	0.127757174333269	NA	32.4856757700891	raw_counts / DESeq2 median-of-ratios	0.057	0.037	0.225	0.635	12.212	7.846	12.549	28.772	12.212	7.846	12.549	28.772
MM_RS02790	1.57868786514581	3.48106999124771	0.453506499184168	0.650184064495305	NA	2.07377343405385	raw_counts / DESeq2 median-of-ratios	0.057	0.008	0.053	0.092	12.358	1.652	3.082	3.577	12.358	1.652	3.082	3.577
MM_RS06385	1.57668146133319	0.914094248331423	1.72485656070065	0.0845533256492843	NA	51.0540153316924	raw_counts / DESeq2 median-of-ratios	0.072	0.041	0.353	1.098	15.184	8.586	21.661	48.587	15.184	8.586	21.661	48.587
MM_RS06365	1.57044753423682	0.598858450685814	2.62240189219729	0.00873124021774281	NA	186.865833233812	raw_counts / DESeq2 median-of-ratios	0.552	0.626	1.145	5.941	116.666	134.492	64.472	267.154	116.666	134.492	64.472	267.154
