gene_id	log2FC_Ribo	lfcSE_Ribo	pvalue_Ribo	padj_Ribo	baseMean_counts_Ribo	log2FC_basis_Ribo	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS00655	1.12948872371473	0.432119330133332	0.00895322058952971	0.0391448404002983	289.57595913021	raw_counts / DESeq2 median-of-ratios	1.173	4.213	68.198	187.783	68.198	187.783
MM_RS00115	-1.40908398991155	0.539206352282492	0.00896842163748346	0.039161729880996	290.87210138848	raw_counts / DESeq2 median-of-ratios	37.392	25.571	2271.525	1196.075	2271.525	1196.075
MM_RS05655	1.11461309643507	0.42675399809407	0.00900564309250151	0.0392746101534094	313.944189281715	raw_counts / DESeq2 median-of-ratios	2.051	7.276	119.282	325.756	119.282	325.756
MM_RS10235	-1.4494067526882	0.555324375416034	0.00905373933394119	0.039434572079991	66917.280389694	raw_counts / DESeq2 median-of-ratios	172.226	125.599	10738.971	5602.834	10738.971	5602.834
MM_RS12040	-1.28081393185621	0.491665914148561	0.00918610485699507	0.0399104480202025	309.349088811231	raw_counts / DESeq2 median-of-ratios	8.06	6.14	488.465	271.121	488.465	271.121
MM_RS05560	1.2784659236937	0.49076030199849	0.00918549539277411	0.0399104480202025	237.087119800832	raw_counts / DESeq2 median-of-ratios	0.907	3.41	51.876	156.725	51.876	156.725
MM_RS18375	1.65815723015665	0.636680973242566	0.00920414736638151	0.0399385992506052	60.6303820043502	raw_counts / DESeq2 median-of-ratios	5.598	29.829	332.843	1419.929	332.843	1419.929
MM_RS10665	-1.20826524918938	0.464321437891311	0.00926231605654614	0.0401405767369013	240.093982665813	raw_counts / DESeq2 median-of-ratios	1.892	1.376	110.579	60.183	110.579	60.183
MM_RS08020	-1.38479806249893	0.53230648590777	0.00928156725328781	0.0401506082698573	1541.59398720173	raw_counts / DESeq2 median-of-ratios	3.589	2.462	216.696	116.059	216.696	116.059
MM_RS03425	-1.18339924922656	0.454931000856366	0.00928787956213548	0.0401506082698573	361.377719278793	raw_counts / DESeq2 median-of-ratios	3.01	2.082	172.986	94.682	172.986	94.682
MM_RS10720	-1.17242027407882	0.450940526373494	0.00932388792031838	0.0402558860959746	741.124186157799	raw_counts / DESeq2 median-of-ratios	4.03	3.228	242.165	143.082	242.165	143.082
MM_RS06460	-1.53476038918239	0.59105283486411	0.00941363805242435	0.0405420272232839	914.314533938148	raw_counts / DESeq2 median-of-ratios	3.824	2.684	240.479	120.179	240.479	120.179
MM_RS06420	-1.48290561807986	0.57099007227254	0.00940206365959357	0.0405420272232839	14621.2365989192	raw_counts / DESeq2 median-of-ratios	118.165	84.537	7363.35	3700.336	7363.35	3700.336
MM_RS10345	-1.7617349030696	0.67889265511029	0.00945874882836649	0.0406855771521518	134.976408265244	raw_counts / DESeq2 median-of-ratios	0.895	0.547	56.265	23.397	56.265	23.397
MM_RS07335	-1.04664671262154	0.404794221317945	0.00972021645078723	0.0417582433097252	1205.86211814302	raw_counts / DESeq2 median-of-ratios	4.949	4.014	290.582	182.34	290.582	182.34
MM_RS05180	-1.63464595132218	0.632612865061191	0.00976732948957585	0.0419085168409876	898.759121941568	raw_counts / DESeq2 median-of-ratios	6.649	4.44	419.602	192.471	419.602	192.471
MM_RS16045	1.67042578744401	0.646817717676487	0.00980789985756467	0.0419643397349803	47.8052463872097	raw_counts / DESeq2 median-of-ratios	0.269	1.33	15.436	62.768	15.436	62.768
MM_RS02235	1.37963805791325	0.534163650251005	0.00980020198583803	0.0419643397349803	86.474778668807	raw_counts / DESeq2 median-of-ratios	0.311	1.254	17.773	57.337	17.773	57.337
MM_RS04665	1.28282626179449	0.496792616370224	0.00981678821825827	0.0419643397349803	88.891086155094	raw_counts / DESeq2 median-of-ratios	0.35	1.479	20.777	65.743	20.777	65.743
MM_RS14890	1.24983947343887	0.484894935994664	0.00995043569715812	0.0424830715673475	294.125367659027	raw_counts / DESeq2 median-of-ratios	1.285	5.624	78.072	254.121	78.072	254.121
MM_RS02795	-1.17351382409662	0.455401006015015	0.00996965043657781	0.0425125587752343	206.686866129443	raw_counts / DESeq2 median-of-ratios	1.736	1.254	100.526	55.551	100.526	55.551
MM_RS17250	-1.88779302348448	0.733099803632641	0.0100215962838098	0.0426813730755597	179.774994549979	raw_counts / DESeq2 median-of-ratios	0.577	0.343	37.464	15.295	37.464	15.295
MM_RS06160	1.31856048122002	0.51228495317186	0.0100564870134199	0.0427772243157048	310.750876852628	raw_counts / DESeq2 median-of-ratios	0.836	3.899	50.872	170.982	50.872	170.982
MM_RS08175	1.50206019967087	0.584336836186056	0.0101540607169531	0.0431391460225782	60.3141181808392	raw_counts / DESeq2 median-of-ratios	0.861	4.172	50.493	180.025	50.493	180.025
MM_RS11990	-1.29103359926372	0.502667519520872	0.0102179541182194	0.0433572647719038	2124.49689013494	raw_counts / DESeq2 median-of-ratios	6.34	4.908	388.847	223.072	388.847	223.072
MM_RS13720	1.23573664128714	0.481508653681041	0.0102764661192185	0.0435520416880745	121.096045510154	raw_counts / DESeq2 median-of-ratios	0.421	1.7	24.967	77.765	24.967	77.765
MM_RS17245	-2.04676751770186	0.79798793884568	0.0103202468387349	0.0436839860061157	35.2374858279093	raw_counts / DESeq2 median-of-ratios	0.223	0.108	14.192	5.045	14.192	5.045
MM_RS02635	-1.39441874025034	0.543852188817046	0.0103483561030143	0.0437493537084594	494.159521678659	raw_counts / DESeq2 median-of-ratios	2.796	2.078	173.237	92.889	173.237	92.889
MM_RS02775	1.76642357394184	0.689616965200227	0.0104234417250097	0.04391566323084	26.6819710522812	raw_counts / DESeq2 median-of-ratios	0.132	0.8	8.034	36.424	8.034	36.424
MM_RS17955	-1.33381400494632	0.520741147436618	0.0104258378255034	0.04391566323084	412.724404383451	raw_counts / DESeq2 median-of-ratios	161.523	97.166	9140.256	4286.191	9140.256	4286.191
MM_RS07140	1.13556795995383	0.443260619148262	0.0104115772833615	0.04391566323084	901.814744609832	raw_counts / DESeq2 median-of-ratios	0.956	3.294	54.861	149.395	54.861	149.395
MM_RS07455	1.22012832905907	0.476439590347156	0.0104392457659905	0.0439185808474193	689.873235390261	raw_counts / DESeq2 median-of-ratios	1.693	6.57	98.647	284.571	98.647	284.571
MM_RS12905	-1.2730700312672	0.497757408812857	0.0105393789747448	0.0442859063002049	374.794324634814	raw_counts / DESeq2 median-of-ratios	6.644	4.42	382.36	191.68	382.36	191.68
MM_RS03365	1.08549790830931	0.424721186179216	0.0105947217633171	0.0444643608390004	780.430895113263	raw_counts / DESeq2 median-of-ratios	2.645	9.357	154.508	412.936	154.508	412.936
MM_RS05260	-1.85079865191888	0.72474958523092	0.0106582666076476	0.0446767631830276	10362.8932671488	raw_counts / DESeq2 median-of-ratios	153.287	84.908	9668.016	4121.695	9668.016	4121.695
MM_RS01510	-1.89332001906739	0.742219045194486	0.0107447867511709	0.0449811058281191	28.5827184373711	raw_counts / DESeq2 median-of-ratios	0.487	0.256	29.635	10.87	29.635	10.87
MM_RS05480	1.34567097198082	0.527611090660308	0.0107569176068403	0.0449811058281191	85.8768173991607	raw_counts / DESeq2 median-of-ratios	1.926	7.653	109.932	342.662	109.932	342.662
MM_RS05355	-1.32452676109431	0.519821963119691	0.0108330284313564	0.0452445951655441	604.713510131695	raw_counts / DESeq2 median-of-ratios	3.489	2.645	213.211	115.722	213.211	115.722
MM_RS10380	-1.69132378084048	0.664276504771742	0.0108929574255191	0.0454399455890615	752.473111143388	raw_counts / DESeq2 median-of-ratios	2.281	1.508	145.818	66.099	145.818	66.099
MM_RS14355	1.53522874745457	0.603158166244262	0.010917856693465	0.0454817587958616	132.563698736109	raw_counts / DESeq2 median-of-ratios	1.764	7.756	99.244	335.026	99.244	335.026
MM_RS08380	1.16660427166246	0.458399555843396	0.0109293166764809	0.0454817587958616	758.053858743278	raw_counts / DESeq2 median-of-ratios	11.811	43.259	684.03	1889.791	684.03	1889.791
MM_RS04130	1.02334317014313	0.402260426760622	0.0109596821717038	0.04555323973654	955.113883392038	raw_counts / DESeq2 median-of-ratios	3.344	11.263	195.422	507.747	195.422	507.747
MM_RS05495	1.11317052968246	0.437714419842267	0.0109860137607447	0.0456078023192456	301.607401441996	raw_counts / DESeq2 median-of-ratios	0.541	1.89	31.27	84.445	31.27	84.445
MM_RS07315	2.1010891459217	0.826665828500889	0.0110332905995963	0.0457490825102109	18.8641654854238	raw_counts / DESeq2 median-of-ratios	0.166	1.269	10.188	59.525	10.188	59.525
MM_RS12755	-1.85588900527299	0.730454901189592	0.0110621168201913	0.045813610907603	19927.0753958831	raw_counts / DESeq2 median-of-ratios	59.27	36.582	3872.619	1652.182	3872.619	1652.182
MM_RS18930	-1.92748024896007	0.759166341749017	0.011118786150368	0.0459931585190075	81.9818008258635	raw_counts / DESeq2 median-of-ratios	15.633	8.865	1011.853	402.844	1011.853	402.844
MM_RS17415	-2.01172559307333	0.792899813666844	0.0111751072650618	0.0461045944881956	25.8620523271068	raw_counts / DESeq2 median-of-ratios	0.567	0.251	34.961	12.012	34.961	12.012
MM_RS03970	-1.60367504031725	0.632154303263464	0.0111857701740324	0.0461045944881956	1031.32434898903	raw_counts / DESeq2 median-of-ratios	186.021	97.071	10804.583	4719.448	10804.583	4719.448
MM_RS17335	1.24331214589614	0.490016160335895	0.0111714993238859	0.0461045944881956	186.847152702676	raw_counts / DESeq2 median-of-ratios	0.586	2.501	35.4	114.133	35.4	114.133
MM_RS04935	1.30622595771749	0.515504225832674	0.0112807286503874	0.0464405682460525	295.749898847045	raw_counts / DESeq2 median-of-ratios	0.574	2.597	34.583	112.566	34.583	112.566
MM_RS01230	-1.29708256461264	0.512063593936032	0.0113074899287813	0.0464953216833458	489.56214171755	raw_counts / DESeq2 median-of-ratios	4.273	2.857	250.474	134.809	250.474	134.809
MM_RS14395	1.72160511758861	0.6800442132553	0.0113540966111892	0.0466314502913763	66.4756786022943	raw_counts / DESeq2 median-of-ratios	1.953	10.714	112.906	448.653	112.906	448.653
MM_RS11510	-1.17037047381255	0.462802019411885	0.0114427351859353	0.0469396761665326	321.793984502356	raw_counts / DESeq2 median-of-ratios	1.808	1.262	103.615	56.341	103.615	56.341
MM_RS05365	1.20951595768331	0.478394905605904	0.0114623112335339	0.0469642028477177	2762.45080521819	raw_counts / DESeq2 median-of-ratios	7.073	30.609	431.285	1373.741	431.285	1373.741
MM_RS18720	1.46912104179228	0.581581645920102	0.0115343620258431	0.0471475579139197	120.04003969356	raw_counts / DESeq2 median-of-ratios	1.165	6.277	72.247	277.272	72.247	277.272
MM_RS00640	-1.16557986834674	0.461361094815719	0.0115240182557643	0.0471475579139197	1089.05695191275	raw_counts / DESeq2 median-of-ratios	4.968	3.8	292.56	165.086	292.56	165.086
MM_RS12665	-1.51700745013182	0.601019863532589	0.0116009634902072	0.0473637445569451	62.2125412885623	raw_counts / DESeq2 median-of-ratios	0.675	0.39	39.952	18.485	39.952	18.485
MM_RS13450	1.88422337141303	0.747031956155004	0.0116597031451004	0.0474817065061848	25.7365770524927	raw_counts / DESeq2 median-of-ratios	1.058	6.398	60.598	273.984	60.598	273.984
MM_RS12495	1.31544201031039	0.521600094497071	0.0116710969379707	0.0474817065061848	217.817421605201	raw_counts / DESeq2 median-of-ratios	0.576	2.704	35.186	119.421	35.186	119.421
MM_RS08645	1.18757554492952	0.470815865354021	0.0116564401120687	0.0474817065061848	106.540107222783	raw_counts / DESeq2 median-of-ratios	0.29	1.117	17.079	50.288	17.079	50.288
MM_RS05550	-1.34872890270041	0.535082168470978	0.0117154453484533	0.0475816876918756	88.6548256114793	raw_counts / DESeq2 median-of-ratios	1.239	0.892	75.101	40.076	75.101	40.076
MM_RS03130	-1.29232902987694	0.512917371298654	0.0117499700809709	0.0475816876918756	279.933049948724	raw_counts / DESeq2 median-of-ratios	3.279	2.37	197.228	110.646	197.228	110.646
MM_RS07850	1.25032354183716	0.496097822733168	0.0117249345514964	0.0475816876918756	154.707058105803	raw_counts / DESeq2 median-of-ratios	1.015	4.412	61.447	196.723	61.447	196.723
MM_RS12810	-1.08882121379351	0.432150522462911	0.011750775796517	0.0475816876918756	305.855413431178	raw_counts / DESeq2 median-of-ratios	0.337	0.262	19.647	11.648	19.647	11.648
MM_RS02135	-1.63068766797949	0.647443883645841	0.0117804075865479	0.047645817100628	130.265463802353	raw_counts / DESeq2 median-of-ratios	1.435	0.683	80.081	29.532	80.081	29.532
MM_RS12470	-1.36732096885516	0.543940699824298	0.0119461284421676	0.0482595644903471	52.6901890389817	raw_counts / DESeq2 median-of-ratios	0.805	0.523	47.364	23.755	47.364	23.755
MM_RS03410	-1.16477336885999	0.463818955971726	0.0120298574760293	0.048484396408641	385.551928779906	raw_counts / DESeq2 median-of-ratios	3.482	2.619	203.742	114.095	203.742	114.095
MM_RS02395	-1.11036889258015	0.44213150099222	0.0120253473526475	0.048484396408641	253.037175853109	raw_counts / DESeq2 median-of-ratios	2.073	1.669	123.344	75.648	123.344	75.648
MM_RS18410	-1.24645994951984	0.496515181950834	0.0120588806976277	0.0485447248596806	540.925532415783	raw_counts / DESeq2 median-of-ratios	1097.116	710.967	62373.149	31369.147	62373.149	31369.147
MM_RS17850	1.09674045226313	0.437227557057698	0.012128019506818	0.0487662158050632	438.251339724991	raw_counts / DESeq2 median-of-ratios	0.989	3.47	57.449	153.215	57.449	153.215
MM_RS09740	-1.08708780903816	0.433525168430591	0.0121569973619354	0.0487691857004933	1912.0165124059	raw_counts / DESeq2 median-of-ratios	11.787	9.948	707.206	444.108	707.206	444.108
MM_RS07135	1.02356943817897	0.408162385142381	0.0121502414759826	0.0487691857004933	867.636196524832	raw_counts / DESeq2 median-of-ratios	1.524	5.111	88.809	228.222	88.809	228.222
MM_RS12750	-1.6018754903813	0.63925471514792	0.01221579373324	0.0488313363404007	7993.53735609012	raw_counts / DESeq2 median-of-ratios	51.864	35.998	3309.939	1625.628	3309.939	1625.628
MM_RS19525	1.53255632721251	0.611628008296644	0.0122209245782785	0.0488313363404007	36.9288326988002	raw_counts / DESeq2 median-of-ratios	0.425	2.104	25.289	96.541	25.289	96.541
MM_RS16610	-1.44926778346275	0.578442573834008	0.0122290405137367	0.0488313363404007	707.635962110763	raw_counts / DESeq2 median-of-ratios	14.255	7.64	803.618	359.164	803.618	359.164
MM_RS01990	1.23293683527921	0.491870946976053	0.012188937414639	0.0488313363404007	89.7584839290415	raw_counts / DESeq2 median-of-ratios	1.006	3.851	58.291	172.695	58.291	172.695
MM_RS10655	-1.07965726286338	0.431034042338166	0.0122518085733172	0.0488657584436923	385.873588201691	raw_counts / DESeq2 median-of-ratios	3.755	2.874	217.941	130.814	217.941	130.814
MM_RS16815	-1.22501230279278	0.489257365677164	0.0122860574683266	0.0489458390952712	233.638466831985	raw_counts / DESeq2 median-of-ratios	2.353	1.606	135.139	70.364	135.139	70.364
MM_RS09410	-1.11387362936938	0.445017305018141	0.0123149207254594	0.0490043043614479	242.316323226648	raw_counts / DESeq2 median-of-ratios	1.976	1.472	114.254	65.869	114.254	65.869
MM_RS04480	1.0442065911286	0.417553052078092	0.0123921581500271	0.0492549070773228	705.889575541239	raw_counts / DESeq2 median-of-ratios	8.566	28.647	496.453	1282.193	496.453	1282.193
MM_RS08115	1.71044227320712	0.685402643881714	0.0125769423245156	0.0499319066538815	497.071648380188	raw_counts / DESeq2 median-of-ratios	1.244	8.075	78.241	387.009	78.241	387.009
MM_RS02030	1.40917410733018	0.565267074371252	0.0126692015623087	0.0502404388016238	159.001746743648	raw_counts / DESeq2 median-of-ratios	0.67	3.39	41.029	147.172	41.029	147.172
MM_RS01480	1.20133223812852	0.482388700451171	0.0127605785553315	0.0505201597713203	132.854107655159	raw_counts / DESeq2 median-of-ratios	0.789	3.2	47.048	141.387	47.048	141.387
MM_RS12110	-1.02799589590019	0.412825225835288	0.0127689923220506	0.0505201597713203	11680.2031490405	raw_counts / DESeq2 median-of-ratios	881.284	725.578	51619.188	32031.344	51619.188	32031.344
MM_RS18900	1.58042415490269	0.635026982895296	0.0128192646907735	0.0506610300250933	2997.27825065744	raw_counts / DESeq2 median-of-ratios	282.453	1175.527	15624.814	53564.781	15624.814	53564.781
MM_RS13265	-1.06155691462797	0.426732855786316	0.0128594512658358	0.0507617653396535	422.838322399318	raw_counts / DESeq2 median-of-ratios	0.892	0.737	52.747	32.723	52.747	32.723
MM_RS06685	-1.07647727183384	0.432980924235719	0.0129115298026966	0.050909159747162	329.294120089384	raw_counts / DESeq2 median-of-ratios	1.035	0.799	59.993	35.615	59.993	35.615
MM_RS11410	-1.58541023436755	0.638228671767142	0.0129887107517533	0.0511021485237243	58.7800576133617	raw_counts / DESeq2 median-of-ratios	1.75	1.095	105.371	46.482	105.371	46.482
MM_RS14415	1.28407554325147	0.516929980755232	0.0129900655483005	0.0511021485237243	114.565470803466	raw_counts / DESeq2 median-of-ratios	0.189	0.783	11.069	33.982	11.069	33.982
MM_RS07360	1.18661384416844	0.478091874834223	0.0130655089497155	0.0513404640640699	857.515014452674	raw_counts / DESeq2 median-of-ratios	12.741	44.317	725.511	2020.783	725.511	2020.783
MM_RS03015	-2.3196444549222	0.935064956620081	0.0131113344793853	0.0514619878315871	30.6618109280755	raw_counts / DESeq2 median-of-ratios	0.29	0.085	15.85	3.549	15.85	3.549
MM_RS16700	-1.56464652467253	0.631756523659477	0.0132617925879862	0.0519683110647199	758.695854043508	raw_counts / DESeq2 median-of-ratios	2.414	1.676	153.005	77.211	153.005	77.211
MM_RS13415	1.28787624369525	0.520053908390794	0.0132704256974762	0.0519683110647199	67.3808075719568	raw_counts / DESeq2 median-of-ratios	2.558	10.234	148.99	466.277	148.99	466.277
MM_RS13905	2.18667898320128	0.884356299973463	0.0134125865583246	0.0523519073614891	34.9434306262118	raw_counts / DESeq2 median-of-ratios	0.035	0.268	2.079	13.296	2.079	13.296
MM_RS01950	1.46383641356384	0.592003474073792	0.0134103360828186	0.0523519073614891	1085.33327777554	raw_counts / DESeq2 median-of-ratios	3.621	19.597	225.843	913.753	225.843	913.753
MM_RS01930	1.27864303490258	0.517127310043671	0.0134138500332709	0.0523519073614891	322.724128662513	raw_counts / DESeq2 median-of-ratios	0.75	3.225	44.654	138.687	44.654	138.687
MM_RS18445	1.18469661108004	0.479316550953854	0.0134495936713477	0.0524321631386399	172.484595219395	raw_counts / DESeq2 median-of-ratios	1.643	6.719	99.05	303.036	99.05	303.036
MM_RS08285	-2.0535151076536	0.831532197279212	0.0135280942457672	0.0526787345263586	628.001989636698	raw_counts / DESeq2 median-of-ratios	0.635	0.362	42.359	15.986	42.359	15.986
MM_RS00800	1.64684149181332	0.667728903346922	0.0136504557322274	0.0530953537152177	28.1346463895862	raw_counts / DESeq2 median-of-ratios	0.776	4.355	46.925	194.593	46.925	194.593
MM_RS08435	1.4465781615231	0.586639558030276	0.0136680101239273	0.0531038323600055	108.065985380195	raw_counts / DESeq2 median-of-ratios	0.439	1.777	24.618	79.1	24.618	79.1
MM_RS13950	3.55974534782426	1.44427778976423	0.0137119034137146	0.0531559241999708	7.23339475622598	raw_counts / DESeq2 median-of-ratios	0.003	0.068	0.196	3.109	0.196	3.109
MM_RS06255	-1.70190481175783	0.690507531153432	0.0137121970069988	0.0531559241999708	133.861369971231	raw_counts / DESeq2 median-of-ratios	1.97	0.86	108.96	37.459	108.96	37.459
MM_RS00900	-1.56414192795381	0.636759690389383	0.0140333526858524	0.054339910512258	435.455815593114	raw_counts / DESeq2 median-of-ratios	1.655	1.121	102.766	47.571	102.766	47.571
MM_RS00435	-1.27797976195561	0.520406063979203	0.0140596510068534	0.0543807778025437	321.974438583104	raw_counts / DESeq2 median-of-ratios	5.136	3.17	290.545	144.558	290.545	144.558
MM_RS09830	1.32641551499958	0.540371597286433	0.0141027352318958	0.0544416887551297	122.183728808282	raw_counts / DESeq2 median-of-ratios	0.188	0.715	10.633	32.064	10.633	32.064
MM_RS01870	-1.11550539098451	0.454468178876618	0.0141069228245052	0.0544416887551297	393.445602772247	raw_counts / DESeq2 median-of-ratios	1.608	1.268	94.566	55.399	94.566	55.399
MM_RS08845	1.20708553612959	0.492118444355281	0.0141735181941387	0.0546376471457086	200.816257413366	raw_counts / DESeq2 median-of-ratios	1.41	5.827	84.404	254.689	84.404	254.689
MM_RS13325	-1.90408026623163	0.776618609545269	0.0142160550322734	0.0547405285189211	420.262792086317	raw_counts / DESeq2 median-of-ratios	9.617	3.387	524.824	157.946	524.824	157.946
MM_RS09930	-1.35079098855188	0.551141609129644	0.014250095886281	0.0547495341392822	118.531085736021	raw_counts / DESeq2 median-of-ratios	0.948	0.628	55.234	26.865	55.234	26.865
MM_RS06880	1.09506027566849	0.446749279417291	0.0142391052086005	0.0547495341392822	168.96907983386	raw_counts / DESeq2 median-of-ratios	0.458	1.62	26.793	73.471	26.793	73.471
MM_RS00145	1.25228390352295	0.511062553753037	0.0142716036020897	0.054771243157353	160.279919732473	raw_counts / DESeq2 median-of-ratios	1.013	3.699	57.631	168.533	57.631	168.533
MM_RS04720	1.08944462691002	0.445385144767592	0.0144421710886859	0.0553643273477482	224.757456414288	raw_counts / DESeq2 median-of-ratios	0.631	2.279	37.261	104.079	37.261	104.079
MM_RS07980	-1.65586550694711	0.679092850598495	0.0147545134536612	0.0564989905420685	3284.03207528207	raw_counts / DESeq2 median-of-ratios	22.978	15.811	1478.984	697.117	1478.984	697.117
MM_RS13895	1.51416537968658	0.622059335494428	0.0149281571958409	0.0571006145674801	137.454571334082	raw_counts / DESeq2 median-of-ratios	2.598	10.887	144.892	475.697	144.892	475.697
MM_RS02965	-1.15319940507932	0.474047310873935	0.0149880644712403	0.0572030659488	159.099505436066	raw_counts / DESeq2 median-of-ratios	1.986	1.423	114.26	63.49	114.26	63.49
MM_RS16330	1.01607795508621	0.417628659251065	0.0149755459780593	0.0572030659488	1081.56145702619	raw_counts / DESeq2 median-of-ratios	17.506	59.958	1032.414	2741.716	1032.414	2741.716
MM_RS10230	-1.03896063109571	0.428318386342261	0.0152800030227911	0.0582529033562038	1055.95965597857	raw_counts / DESeq2 median-of-ratios	11.794	10.164	705.608	459.672	705.608	459.672
MM_RS01685	-1.14695696714845	0.473003556118613	0.015315221906229	0.0583227965425743	411.366479836759	raw_counts / DESeq2 median-of-ratios	3.136	2.577	189.706	117.203	189.706	117.203
MM_RS02475	-1.29505466119303	0.534546021622765	0.0154048486509767	0.0585995013661602	413.346621678461	raw_counts / DESeq2 median-of-ratios	2.017	1.305	115.495	56.055	115.495	56.055
MM_RS13355	-1.61867801073036	0.669228876653114	0.0155751765365849	0.0591822439574964	48.4596733618585	raw_counts / DESeq2 median-of-ratios	0.231	0.146	14.061	6.205	14.061	6.205
MM_RS05865	-1.41147919700709	0.584399176563032	0.0157237415995202	0.0596811027304865	48.3055405763644	raw_counts / DESeq2 median-of-ratios	0.377	0.221	21.569	9.989	21.569	9.989
MM_RS04865	1.67015460447866	0.692010973707912	0.0158009975783449	0.0599085023442407	28.3224040905914	raw_counts / DESeq2 median-of-ratios	0.083	0.405	4.662	18.132	4.662	18.132
MM_RS10130	1.42009953761054	0.588552882579916	0.0158276154017703	0.0599436223659152	40.3003055350934	raw_counts / DESeq2 median-of-ratios	0.166	0.742	9.757	33.965	9.757	33.965
MM_RS11525	1.13377502819518	0.470461965395253	0.015956081254086	0.0603639700455785	489.049368506815	raw_counts / DESeq2 median-of-ratios	0.789	3.159	47.604	139.512	47.604	139.512
MM_RS14975	1.25058579739824	0.51918174562365	0.0160066871623793	0.0604891657099103	83.5777052425799	raw_counts / DESeq2 median-of-ratios	0.214	0.863	12.659	39.818	12.659	39.818
MM_RS07665	-1.15883688313893	0.48148146326752	0.0160923125382496	0.0607462814285399	164.337495951694	raw_counts / DESeq2 median-of-ratios	8.423	5.92	484.142	270.124	484.142	270.124
MM_RS10255	-1.48300367837594	0.616561943325205	0.0161601097994014	0.0608691594843319	1060.93690875243	raw_counts / DESeq2 median-of-ratios	4.412	3.191	275.392	136.921	275.392	136.921
MM_RS04440	1.18621264642718	0.493149491334796	0.0161555920337505	0.0608691594843319	460.653482339254	raw_counts / DESeq2 median-of-ratios	2.948	12.418	179.55	566.62	179.55	566.62
MM_RS14775	1.1504168869594	0.478511822565148	0.0162098711972912	0.0609900818251021	135.740949172155	raw_counts / DESeq2 median-of-ratios	4.022	14.581	232.932	644.304	232.932	644.304
MM_RS04175	1.14421591163125	0.476105853695741	0.0162487187221365	0.0610339592259239	387.792134780694	raw_counts / DESeq2 median-of-ratios	2.402	8.313	137.324	367.432	137.324	367.432
MM_RS11320	-1.10178359027708	0.458484856562321	0.0162568739107846	0.0610339592259239	134.345084901958	raw_counts / DESeq2 median-of-ratios	0.181	0.139	10.561	6.228	10.561	6.228
MM_RS03895	-1.15272492191868	0.480008898697715	0.0163295383865821	0.0611746788051145	131.366884612674	raw_counts / DESeq2 median-of-ratios	1.238	0.957	73.466	43.891	73.466	43.891
MM_RS08170	1.10696599492955	0.460955347478416	0.0163297781871209	0.0611746788051145	204.717163291273	raw_counts / DESeq2 median-of-ratios	1.12	4.276	66.969	189.917	66.969	189.917
MM_RS06890	1.26885624971716	0.528598157438098	0.0163763832944438	0.0612828037909091	60.862164558942	raw_counts / DESeq2 median-of-ratios	0.579	2.412	34.419	108.749	34.419	108.749
MM_RS08615	1.21603664610648	0.506714731593259	0.0164020303827998	0.0613123516690372	91.6160078660725	raw_counts / DESeq2 median-of-ratios	0.637	2.414	36.838	106.632	36.838	106.632
MM_RS11880	-1.01659740720871	0.424354555043346	0.0165917329393652	0.0618875222165956	349.409174922605	raw_counts / DESeq2 median-of-ratios	0.59	0.504	34.987	22.652	34.987	22.652
MM_RS12305	-0.951594697828729	0.397185297501976	0.0165820679502662	0.0618875222165956	1559.13636896027	raw_counts / DESeq2 median-of-ratios	7.124	6.206	418.508	278.7	418.508	278.7
MM_RS19495	-1.60243033071214	0.669209688376412	0.0166425191050232	0.0619748297231857	26.1093536980529	raw_counts / DESeq2 median-of-ratios	0.594	0.323	34.469	14.347	34.469	14.347
MM_RS02325	1.27959137828466	0.534426958944255	0.0166510254728188	0.0619748297231857	150.831443593764	raw_counts / DESeq2 median-of-ratios	0.784	3.283	46.16	141.049	46.16	141.049
MM_RS01155	1.5195138262342	0.635075139517778	0.0167270962722237	0.0621909478194409	49.6826054165721	raw_counts / DESeq2 median-of-ratios	0.932	3.986	52.375	182.752	52.375	182.752
MM_RS18310	1.75390088884205	0.733944753124568	0.0168625709701731	0.0625654969520033	36.1354359971644	raw_counts / DESeq2 median-of-ratios	4.243	21.395	240.245	1021.279	240.245	1021.279
MM_RS08335	1.51132784111628	0.632445221637119	0.01686406417554	0.0625654969520033	112.181066665498	raw_counts / DESeq2 median-of-ratios	0.114	0.657	7.186	29.24	7.186	29.24
MM_RS00035	1.41770889218447	0.593431775432425	0.0168942728640981	0.0626103202495654	40.7574083591747	raw_counts / DESeq2 median-of-ratios	0.086	0.385	5.016	16.917	5.016	16.917
MM_RS08610	1.00997308825076	0.423730128418225	0.0171475290620714	0.063480777470948	468.76714507433	raw_counts / DESeq2 median-of-ratios	1.143	4.017	67.977	179.983	67.977	179.983
MM_RS08085	-1.30669770895533	0.548472277536931	0.0171987247574545	0.0636021363086166	2632.94279577962	raw_counts / DESeq2 median-of-ratios	7.876	6.071	485.559	282.17	485.559	282.17
MM_RS07975	-1.64406200708732	0.690486729624432	0.0172648224825495	0.0637782854061239	2122.58840733049	raw_counts / DESeq2 median-of-ratios	55.003	38.198	3534.145	1656.049	3534.145	1656.049
