gene_id	log2FC_Ribo	lfcSE_Ribo	pvalue_Ribo	padj_Ribo	baseMean_counts_Ribo	log2FC_basis_Ribo	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS11770	-5.11010441537309	0.431285292266406	2.18952125859433e-32	7.56260642718483e-29	2256.96722370908	raw_counts / DESeq2 median-of-ratios	9.771	0.499	581.888	22.195	581.888	22.195
MM_RS11760	-4.94193729188286	0.421910170306776	1.09025208030665e-31	1.25524356179306e-28	2020.47792472284	raw_counts / DESeq2 median-of-ratios	13.666	0.767	810.719	34.768	810.719	34.768
MM_RS00730	4.66746766240439	0.398299596989859	1.02488996071809e-31	1.25524356179306e-28	20613.9718725642	raw_counts / DESeq2 median-of-ratios	95.281	4052.762	5591.424	184027.007	5591.424	184027.007
MM_RS03825	5.68172100235996	0.486540839032825	1.65546666698824e-31	1.42949546694434e-28	3016.39479499515	raw_counts / DESeq2 median-of-ratios	2.069	196.368	126.115	8941.086	126.115	8941.086
MM_RS05000	5.9261874156119	0.517549252804845	2.33846766329499e-30	1.61541346180418e-27	2238.90612542292	raw_counts / DESeq2 median-of-ratios	0.912	103.507	55.571	4515.955	55.571	4515.955
MM_RS11765	-5.37484267449255	0.476108792622797	1.48539625943658e-29	8.5509311334899e-27	2212.86641603635	raw_counts / DESeq2 median-of-ratios	6.201	0.268	374.052	12.322	374.052	12.322
MM_RS11775	-4.64032115505389	0.42256280524453	4.69712689822532e-28	2.31769661521004e-25	1903.57008315108	raw_counts / DESeq2 median-of-ratios	10.091	0.656	586.294	29.859	586.294	29.859
MM_RS18200	7.46343611158095	0.683208478884377	8.8414845666004e-28	3.81731096162972e-25	4370.99778266948	raw_counts / DESeq2 median-of-ratios	8.051	2822.759	508.589	134797.892	508.589	134797.892
MM_RS16525	4.7437496681004	0.445522761216588	1.78911860590547e-26	6.86623962755279e-24	28093.8386374694	raw_counts / DESeq2 median-of-ratios	5.077	222.172	296.1	10301.388	296.1	10301.388
MM_RS03905	-4.31435105053848	0.42709092295165	5.4284079333489e-24	1.87497210017871e-21	3407.10321239144	raw_counts / DESeq2 median-of-ratios	14.988	1.322	890.905	58.457	890.905	58.457
MM_RS08860	5.20053666341663	0.516162101754837	7.09755840837932e-24	2.1374403149763e-21	303.095133114383	raw_counts / DESeq2 median-of-ratios	0.188	11.453	10.993	524.049	10.993	524.049
MM_RS11110	-4.37038624641606	0.434299404498783	8.0447956267203e-24	2.1374403149763e-21	2081.76785940771	raw_counts / DESeq2 median-of-ratios	54.028	4.533	3216.103	207.44	3216.103	207.44
MM_RS11025	-4.14183457894445	0.411539596770446	7.94963876137205e-24	2.1374403149763e-21	1773.49960451426	raw_counts / DESeq2 median-of-ratios	41.575	4.025	2457.363	182.195	2457.363	182.195
MM_RS11085	-4.03566078636999	0.406055203612724	2.8248997587957e-23	6.9694312620574e-21	1616.35007536192	raw_counts / DESeq2 median-of-ratios	41.32	4.241	2425.82	190.114	2425.82	190.114
MM_RS03790	4.74882749229667	0.491451797953386	4.33607803604785e-22	9.98454235767286e-20	9530.5149400911	raw_counts / DESeq2 median-of-ratios	1.756	80.805	104.204	3792.989	104.204	3792.989
MM_RS05760	-4.02817591868809	0.417386958187484	4.87078355288664e-22	1.0514803994794e-19	2196.93690321042	raw_counts / DESeq2 median-of-ratios	22.02	2.316	1304.459	105.488	1304.459	105.488
MM_RS04995	5.20729375987287	0.550990093074191	3.36270723447872e-21	6.83222987522912e-19	1323.31063170677	raw_counts / DESeq2 median-of-ratios	1.187	83.913	73.522	3863.418	73.522	3863.418
MM_RS00020	-4.10432895941051	0.437818701520316	6.95081094839135e-21	1.33378338976354e-18	1252.87324193295	raw_counts / DESeq2 median-of-ratios	12.283	1.269	733.997	56.514	733.997	56.514
MM_RS17315	5.42864376911611	0.580853418806893	9.10433838889826e-21	1.65507288396077e-18	3223.54460108779	raw_counts / DESeq2 median-of-ratios	0.992	79.457	60.806	3759.787	60.806	3759.787
MM_RS03830	5.70297987658225	0.61326337853688	1.41243884469495e-20	2.32312560456018e-18	9152.89824559194	raw_counts / DESeq2 median-of-ratios	1.038	112.029	65.79	4998.497	65.79	4998.497
MM_RS05025	3.65265370052058	0.39264473228361	1.36931660173368e-20	2.32312560456018e-18	15183.9192384263	raw_counts / DESeq2 median-of-ratios	7.298	153.011	427.307	6888.759	427.307	6888.759
MM_RS11090	-4.02379919870441	0.434649943554669	2.09151376350069e-20	3.28367660869609e-18	2342.93300506203	raw_counts / DESeq2 median-of-ratios	53.534	5.785	3198.641	263.912	3198.641	263.912
MM_RS11020	-4.13439313583667	0.447096042196227	2.30418409035484e-20	3.46028341221113e-18	1609.12973957818	raw_counts / DESeq2 median-of-ratios	44.119	4.26	2609.815	196.899	2609.815	196.899
MM_RS11105	-4.20394501923979	0.45574831712745	2.85501910638112e-20	4.10884833060017e-18	1118.16886974853	raw_counts / DESeq2 median-of-ratios	24.496	2.406	1473.774	107.327	1473.774	107.327
MM_RS11070	-4.54036820227655	0.496566871842049	6.04529505401895e-20	8.35217964663259e-18	1003.76737046234	raw_counts / DESeq2 median-of-ratios	395.171	25.779	22457.192	1167.577	22457.192	1167.577
MM_RS11060	-3.76721492749313	0.414730429229429	1.0511255402035e-19	1.39637985225496e-17	2207.55403329953	raw_counts / DESeq2 median-of-ratios	27.483	3.523	1633.614	157.716	1633.614	157.716
MM_RS11010	-4.37855345870223	0.483406312732014	1.33219740449107e-19	1.70422586485635e-17	655.847610419601	raw_counts / DESeq2 median-of-ratios	46.439	3.871	2775.316	179.458	2775.316	179.458
MM_RS11080	-3.66919737775188	0.406314921309371	1.71002677602014e-19	2.10944017299056e-17	1667.952811421	raw_counts / DESeq2 median-of-ratios	31.609	4.132	1851.078	187.235	1851.078	187.235
MM_RS11005	-4.18774616961736	0.467044061861844	3.06112171830091e-19	3.6459015224177e-17	3875.24323674384	raw_counts / DESeq2 median-of-ratios	43.412	4.238	2608.635	195.753	2608.635	195.753
MM_RS11000	-3.5866464126453	0.400706432780223	3.52889153170306e-19	4.06293045016746e-17	3307.89438523208	raw_counts / DESeq2 median-of-ratios	26.866	3.819	1586.379	172.197	1586.379	172.197
MM_RS12650	4.17636529171572	0.470262049920067	6.63024721692734e-19	7.38737867331195e-17	473.801817409204	raw_counts / DESeq2 median-of-ratios	0.503	16.142	30.156	714.289	30.156	714.289
MM_RS11055	-3.91551964789304	0.444461455559292	1.25613349566141e-18	1.35583909187953e-16	1793.0099141508	raw_counts / DESeq2 median-of-ratios	61.024	7.249	3655.532	320.909	3655.532	320.909
MM_RS11065	-3.78915083691702	0.431342799495003	1.56996764386394e-18	1.64323280057759e-16	1641.72285733143	raw_counts / DESeq2 median-of-ratios	32.304	4.149	1930.589	185.015	1930.589	185.015
MM_RS00030	-4.49399254867934	0.521348520808357	6.69896757032733e-18	6.80536293762076e-16	1699.7014836354	raw_counts / DESeq2 median-of-ratios	23.933	2.042	1471.093	90.557	1471.093	90.557
MM_RS11015	-4.38986571213572	0.511705013088268	9.57853925772761e-18	9.45264988462605e-16	3085.08129063161	raw_counts / DESeq2 median-of-ratios	35.237	3.221	2167.035	144.496	2167.035	144.496
MM_RS11100	-3.95595985024566	0.461713834838658	1.05306285237345e-17	1.01035530336053e-15	1410.90933655011	raw_counts / DESeq2 median-of-ratios	19.903	2.291	1197.452	104.977	1197.452	104.977
MM_RS11050	-3.61353739806484	0.425056874811626	1.87473888018493e-17	1.75009407896182e-15	1208.02732695707	raw_counts / DESeq2 median-of-ratios	34.092	4.797	2012.949	212.06	2012.949	212.06
MM_RS03765	6.81687549974781	0.810657977107623	4.13292573787788e-17	3.75661197332374e-15	10265.9329546544	raw_counts / DESeq2 median-of-ratios	0.751	195.069	49.955	9018.278	49.955	9018.278
MM_RS04990	6.34718921078465	0.760232482685721	6.8837042106246e-17	6.09649085730702e-15	6897.91330760063	raw_counts / DESeq2 median-of-ratios	0.381	69.91	25.059	3196.023	25.059	3196.023
MM_RS05275	-3.80770760619738	0.461571720103481	1.59140226746456e-16	1.37417585795564e-14	6995.27749492957	raw_counts / DESeq2 median-of-ratios	278.931	36.648	16915.607	1655.297	16915.607	1655.297
MM_RS11095	-4.01663760126191	0.490160482168218	2.51562167050185e-16	2.11925786583254e-14	2185.67860225355	raw_counts / DESeq2 median-of-ratios	39.152	4.35	2364.406	201.765	2364.406	201.765
MM_RS11030	-4.42856987103729	0.54067978438475	2.59615589101128e-16	2.13502915417928e-14	2273.39595467558	raw_counts / DESeq2 median-of-ratios	18.872	1.709	1164.519	75.058	1164.519	75.058
MM_RS03795	5.1739417884206	0.636896153268159	4.52249908757482e-16	3.63272368569382e-14	2910.78178610155	raw_counts / DESeq2 median-of-ratios	0.346	25.436	21.932	1184.535	21.932	1184.535
MM_RS11075	-3.4413045178788	0.424182111214794	4.94665619134917e-16	3.88312511020909e-14	521.375217326145	raw_counts / DESeq2 median-of-ratios	15.267	2.355	894.675	105.546	894.675	105.546
MM_RS03805	4.26004108269079	0.528444665617713	7.53820867298565e-16	5.78599394588721e-14	364.256467998276	raw_counts / DESeq2 median-of-ratios	0.242	8.717	14.909	390.59	14.909	390.59
MM_RS11735	-3.1032191466455	0.395424634574851	4.23350054674832e-15	3.1788067148845e-13	7795.90136375853	raw_counts / DESeq2 median-of-ratios	26.212	5.176	1543.069	231.71	1543.069	231.71
MM_RS00015	-3.53583547338979	0.454948574763933	7.72897792039862e-15	5.67997653979933e-13	2192.03647661441	raw_counts / DESeq2 median-of-ratios	17.08	2.673	1031.302	121.237	1031.302	121.237
MM_RS11045	-3.57419964826674	0.472540776860802	3.91488754950118e-14	2.81708783249523e-12	1193.96328473376	raw_counts / DESeq2 median-of-ratios	44.204	6.601	2657.482	304.67	2657.482	304.67
MM_RS03900	4.2536659106746	0.570450778529831	8.87333910877047e-14	6.25479862891698e-12	330.761474081197	raw_counts / DESeq2 median-of-ratios	0.475	15.039	27.548	641.573	27.548	641.573
MM_RS03810	4.12677456108796	0.557476227548416	1.33541681233612e-13	9.22505933961792e-12	520.858193971166	raw_counts / DESeq2 median-of-ratios	0.198	6.474	12.179	301.306	12.179	301.306
MM_RS05945	-3.11226677861012	0.422344389152796	1.71879159884127e-13	1.16406003576426e-11	525.083963695693	raw_counts / DESeq2 median-of-ratios	3.67	0.7	214.26	31.588	214.26	31.588
MM_RS11035	-4.32865946140122	0.589876328438361	2.16406055351079e-13	1.43743560612044e-11	863.360198787916	raw_counts / DESeq2 median-of-ratios	98.244	9.535	6118.443	442.103	6118.443	442.103
MM_RS12790	-3.04321299235949	0.416561783481878	2.76134600309438e-13	1.79956398012981e-11	1796.34531038558	raw_counts / DESeq2 median-of-ratios	55.805	11.867	3322.963	532.229	3322.963	532.229
MM_RS03800	4.83791674805606	0.666028208727191	3.76276416979844e-13	2.40677545231182e-11	946.950506201669	raw_counts / DESeq2 median-of-ratios	0.297	17.591	18.998	816.508	18.998	816.508
MM_RS00025	-3.72372733219446	0.516616617639822	5.68161530302773e-13	3.56805441030141e-11	1265.72230689925	raw_counts / DESeq2 median-of-ratios	9.64	1.396	592.896	62.87	592.896	62.87
MM_RS16695	3.20959333115219	0.453319581495961	1.43946493066069e-12	8.8784140544679e-11	1281.92345595178	raw_counts / DESeq2 median-of-ratios	0.689	10.409	40.179	482.312	40.179	482.312
MM_RS18300	-3.40003761908573	0.481082976680808	1.5778829840368e-12	9.56141724011069e-11	3304.4477634857	raw_counts / DESeq2 median-of-ratios	668.163	118.151	40738.949	5344.69	40738.949	5344.69
MM_RS09975	3.33078946847615	0.477655050141054	3.0978736984624e-12	1.84483719904985e-10	537.328369632589	raw_counts / DESeq2 median-of-ratios	4.642	82.087	276.045	3577.836	276.045	3577.836
MM_RS09785	10.7846145974528	1.5483938742296	3.28326529472007e-12	1.92210141151917e-10	162.832501588249	raw_counts / DESeq2 median-of-ratios	0	1.413	0	66.194	0	66.194
MM_RS17915	-3.20832106281608	0.465109688141845	5.27441885210819e-12	3.03630711919695e-10	954.354724568506	raw_counts / DESeq2 median-of-ratios	35.353	6.079	2030.684	267.177	2030.684	267.177
MM_RS11745	-2.80433696323919	0.408702864907615	6.81152291896089e-12	3.85688527247392e-10	1428.77463390781	raw_counts / DESeq2 median-of-ratios	35.647	8.346	2072.344	373.891	2072.344	373.891
MM_RS12765	-3.31724496356281	0.483893158820264	7.11504767090223e-12	3.96377010569295e-10	1172.58969232657	raw_counts / DESeq2 median-of-ratios	28.474	5.305	1733.604	240.324	1733.604	240.324
MM_RS10855	-3.02901651991276	0.442737273975647	7.83318042433917e-12	4.29457225169325e-10	439.265341224121	raw_counts / DESeq2 median-of-ratios	6.392	1.37	381.012	61.988	381.012	61.988
MM_RS03770	6.81528550130834	0.999633867763716	9.24569820112186e-12	4.98978774791795e-10	6014.64368422656	raw_counts / DESeq2 median-of-ratios	1.631	456.529	112.162	21194.624	112.162	21194.624
MM_RS03780	5.7507993969654	0.852922992007135	1.55726821296121e-11	8.27508370395078e-10	7795.8229940381	raw_counts / DESeq2 median-of-ratios	0.535	68.173	35.939	3132.558	35.939	3132.558
MM_RS19375	4.2641218546869	0.634094924498128	1.75909396711542e-11	9.20592509457071e-10	8503.22333109839	raw_counts / DESeq2 median-of-ratios	266.966	7568.798	15119.739	364773.474	15119.739	364773.474
MM_RS06995	2.937304340061	0.438044423688819	2.00725872751033e-11	1.0347868126598e-09	1465.84537589598	raw_counts / DESeq2 median-of-ratios	5.271	64.894	304.147	2869.141	304.147	2869.141
MM_RS13735	-3.37654588012386	0.507537739300402	2.87573444541111e-11	1.46070393741911e-09	715.72635659259	raw_counts / DESeq2 median-of-ratios	5.531	1.008	337.778	44.579	337.778	44.579
MM_RS09940	-2.90657672869681	0.438545221507393	3.40796617648564e-11	1.7059587208089e-09	643.004840556901	raw_counts / DESeq2 median-of-ratios	3.003	0.707	179.531	31.959	179.531	31.959
MM_RS11040	-3.36255834044876	0.507703445781324	3.51800805371776e-11	1.73588568822016e-09	204.525543499427	raw_counts / DESeq2 median-of-ratios	7.306	1.299	440.223	57.584	440.223	57.584
MM_RS01025	-3.02833458627712	0.458027457198062	3.79962484249399e-11	1.84843721210905e-09	3706.2999510816	raw_counts / DESeq2 median-of-ratios	50.401	11.268	3048.861	511.894	3048.861	511.894
MM_RS16090	4.11623449902037	0.626395151788027	4.98756898789888e-11	2.3598716827675e-09	3946.29261014871	raw_counts / DESeq2 median-of-ratios	1.663	59.471	105.528	2729.3	105.528	2729.3
MM_RS02110	3.25741190693441	0.495614363462019	4.94864406617101e-11	2.3598716827675e-09	2737.06475704054	raw_counts / DESeq2 median-of-ratios	2.601	41.045	150.985	1766.059	150.985	1766.059
MM_RS02100	3.6310921123985	0.553866281547393	5.53071806740378e-11	2.58150002767738e-09	9360.33215743564	raw_counts / DESeq2 median-of-ratios	2.549	50.475	146.292	2144.234	146.292	2144.234
MM_RS02105	3.09373662581817	0.475760010886849	7.88777941901878e-11	3.63258534843878e-09	2623.5087841603	raw_counts / DESeq2 median-of-ratios	3.628	54.979	216.28	2385.35	216.28	2385.35
MM_RS11740	-2.97941577783805	0.464710655542868	1.4425064860096e-10	6.55581237194363e-09	2401.06926514497	raw_counts / DESeq2 median-of-ratios	35.847	8.328	2172.117	378.305	2172.117	378.305
MM_RS02320	-3.28213632386243	0.513245047112917	1.60682018099013e-10	7.02526190524038e-09	280.744095969434	raw_counts / DESeq2 median-of-ratios	0.59	0.113	35.933	5.082	35.933	5.082
MM_RS14445	-2.62572662135928	0.410452555127123	1.58303652083659e-10	7.02526190524038e-09	727.034866743112	raw_counts / DESeq2 median-of-ratios	4.519	1.236	265.502	55.298	265.502	55.298
MM_RS09105	-2.56820310186996	0.401531770062206	1.59484661741926e-10	7.02526190524038e-09	2807.03158473624	raw_counts / DESeq2 median-of-ratios	68.317	19.211	4004.788	872.599	4004.788	872.599
MM_RS04540	-3.02824940819815	0.477282641293447	2.22755491486962e-10	9.61746834494958e-09	255.770063739461	raw_counts / DESeq2 median-of-ratios	6.812	1.48	405.032	64.919	405.032	64.919
MM_RS12125	-2.73040502416285	0.43072805864917	2.31192047607339e-10	9.85848558562652e-09	4044.81722668871	raw_counts / DESeq2 median-of-ratios	512.006	132.829	30224.973	5829.459	30224.973	5829.459
MM_RS01325	2.79314120570077	0.441079128269798	2.41193249710749e-10	1.01595302987918e-08	5709.10300633373	raw_counts / DESeq2 median-of-ratios	3.848	48.103	231.248	2134.894	231.248	2134.894
MM_RS11725	-2.67742476657733	0.424473594753234	2.83330279769349e-10	1.17906359797992e-08	2345.79872201242	raw_counts / DESeq2 median-of-ratios	101.366	25.742	5896.415	1180.975	5896.415	1180.975
MM_RS10850	-2.77216006186478	0.441783928740271	3.49807740189738e-10	1.43837611263733e-08	432.876088834994	raw_counts / DESeq2 median-of-ratios	1.687	0.436	100.624	19.464	100.624	19.464
MM_RS16550	-2.73750171631452	0.437527573743771	3.93076609464748e-10	1.59727836363675e-08	1086.79487404398	raw_counts / DESeq2 median-of-ratios	5.309	1.424	318.244	63.579	318.244	63.579
MM_RS12785	-2.68047807436706	0.430520299117364	4.78078108306594e-10	1.92009510010579e-08	732.277124358986	raw_counts / DESeq2 median-of-ratios	65.255	17.701	3883.748	805.422	3883.748	805.422
MM_RS12725	-3.7727225447642	0.609733782776143	6.11291759768319e-10	2.42689854970089e-08	368.802836271648	raw_counts / DESeq2 median-of-ratios	3.662	0.541	228.103	23.482	228.103	23.482
MM_RS04225	-2.846465532389	0.467858373734587	1.17196861358829e-09	4.59997680833404e-08	4858.75943750824	raw_counts / DESeq2 median-of-ratios	255.362	63.683	15381.377	2937.592	15381.377	2937.592
MM_RS06700	-2.87880083853259	0.473898949544111	1.24208475797704e-09	4.82040534163226e-08	1416.29403752652	raw_counts / DESeq2 median-of-ratios	8.667	2.18	525.589	96.708	525.589	96.708
MM_RS11730	-2.91841065995004	0.481398922544853	1.34143601383561e-09	5.14813332420912e-08	16148.791971494	raw_counts / DESeq2 median-of-ratios	88.171	21.9	5383.795	985.543	5383.795	985.543
MM_RS00685	2.62942486187565	0.433892896598727	1.36055428309799e-09	5.16412581738513e-08	3253.89802330878	raw_counts / DESeq2 median-of-ratios	3.656	36.296	210.921	1605.089	210.921	1605.089
MM_RS10710	-2.55173943762729	0.421621690520816	1.428795689127e-09	5.36419598939635e-08	1933.31647940631	raw_counts / DESeq2 median-of-ratios	41.538	11.759	2434.353	539.862	2434.353	539.862
MM_RS04190	2.8312316118155	0.471508471947804	1.91774486844377e-09	7.12246319957503e-08	1157.44908776789	raw_counts / DESeq2 median-of-ratios	12.529	137.851	713.998	6132.36	713.998	6132.36
MM_RS15745	-3.25551753558729	0.542746389704875	1.99480172287558e-09	7.32983526682154e-08	13739.507192765	raw_counts / DESeq2 median-of-ratios	29.325	5.991	1819.325	273.535	1819.325	273.535
MM_RS01320	2.74121263972816	0.457947164129641	2.15234937885799e-09	7.82548921534262e-08	1192.77262767206	raw_counts / DESeq2 median-of-ratios	5.007	57.443	295.053	2501.031	295.053	2501.031
MM_RS03785	4.76888557230751	0.800135382243615	2.5208616750655e-09	9.06985023507941e-08	4944.08450298973	raw_counts / DESeq2 median-of-ratios	0.806	50.271	53.424	2330.644	53.424	2330.644
MM_RS04805	-2.87117201457988	0.482103439811123	2.59261526284901e-09	9.23184857513453e-08	336.063849879871	raw_counts / DESeq2 median-of-ratios	3.157	0.737	185.07	31.982	185.07	31.982
MM_RS02375	-2.3960082633217	0.409887703917285	5.04977211017333e-09	1.77978702740191e-07	1823.84089632035	raw_counts / DESeq2 median-of-ratios	11.266	3.468	653.653	156.824	653.653	156.824
MM_RS13030	-2.88531440190562	0.494305844473453	5.31160856718912e-09	1.85316121121932e-07	654.291461926952	raw_counts / DESeq2 median-of-ratios	136.81	33.939	8311.451	1556.889	8311.451	1556.889
MM_RS06020	2.4122629796096	0.414872915959802	6.08290480194885e-09	2.10103531859313e-07	1393.68550642463	raw_counts / DESeq2 median-of-ratios	3.209	27.669	185.874	1237.348	185.874	1237.348
MM_RS05270	-2.35013182822789	0.404556739143219	6.27898431205299e-09	2.14728829839911e-07	4157.49740536809	raw_counts / DESeq2 median-of-ratios	29.835	9.95	1755.93	441.848	1755.93	441.848
MM_RS12775	-2.57469462903782	0.444274626015955	6.82084081098912e-09	2.30972393736828e-07	1623.37258908916	raw_counts / DESeq2 median-of-ratios	37.539	10.189	2169.226	447.803	2169.226	447.803
MM_RS12855	-3.29261594332844	0.569051624919035	7.20195040995405e-09	2.41510065203702e-07	266.304305910732	raw_counts / DESeq2 median-of-ratios	6.6	1.316	407.292	57.87	407.292	57.87
MM_RS03890	-2.70734931774312	0.468172905977033	7.34682883466263e-09	2.4305347370634e-07	174.799406810794	raw_counts / DESeq2 median-of-ratios	0.894	0.234	52.632	10.379	52.632	10.379
MM_RS12770	-2.66955254817127	0.461840527658362	7.45908170610077e-09	2.4305347370634e-07	1767.37641336702	raw_counts / DESeq2 median-of-ratios	7.776	1.933	446.188	85	446.188	85
MM_RS09395	-2.50873707357047	0.433933337950571	7.40867156167549e-09	2.4305347370634e-07	2447.48793887559	raw_counts / DESeq2 median-of-ratios	117.022	36.774	7025.048	1662.671	7025.048	1662.671
MM_RS09130	-2.63302234218568	0.455770179726413	7.60066138930208e-09	2.45352191015415e-07	6323.53590151934	raw_counts / DESeq2 median-of-ratios	72.62	19.091	4235.616	888.135	4235.616	888.135
MM_RS11230	9.12053693096057	1.58093289426763	7.9702893180237e-09	2.54901660226425e-07	51.1949287804189	raw_counts / DESeq2 median-of-ratios	0	0.568	0	26.809	0	26.809
MM_RS13290	3.56617538198338	0.621102539915672	9.37388552266167e-09	2.97040372433701e-07	4542.18604139993	raw_counts / DESeq2 median-of-ratios	78.861	1394.556	4427.777	59229.231	4427.777	59229.231
MM_RS14360	2.5990650931642	0.453326202662093	9.84824098211316e-09	3.09234766838353e-07	334.846916083712	raw_counts / DESeq2 median-of-ratios	0.359	3.73	21.171	164.182	21.171	164.182
MM_RS03700	2.85866531741476	0.499021824919146	1.01300065835309e-08	3.15216601256899e-07	2812.30689295822	raw_counts / DESeq2 median-of-ratios	2.589	35.717	158.841	1600.152	158.841	1600.152
MM_RS00410	2.66728488632858	0.466236418276546	1.05970669319514e-08	3.2680597484786e-07	555.098569604022	raw_counts / DESeq2 median-of-ratios	0.535	6.198	32.361	278.475	32.361	278.475
MM_RS15700	-3.25130882953441	0.5737350366961	1.45389729705523e-08	4.44403651683961e-07	441.032437668852	raw_counts / DESeq2 median-of-ratios	2.777	0.576	173.039	25.945	173.039	25.945
MM_RS14720	8.99678774163051	1.59472453429494	1.68483396389499e-08	5.03906667076146e-07	47.5648323203019	raw_counts / DESeq2 median-of-ratios	0	0.575	0	24.428	0	24.428
MM_RS11150	-2.45734181707041	0.435549752732228	1.68153121217503e-08	5.03906667076146e-07	428.385563961183	raw_counts / DESeq2 median-of-ratios	3.171	0.996	187.356	44.07	187.356	44.07
MM_RS15820	-2.45321987148298	0.434904130184366	1.69233275566974e-08	5.03906667076146e-07	496.010702673936	raw_counts / DESeq2 median-of-ratios	0.679	0.2	39.278	8.943	39.278	8.943
MM_RS16320	3.28940638899984	0.583884631442627	1.764266165413e-08	5.2083549874671e-07	124.054207177637	raw_counts / DESeq2 median-of-ratios	0.207	3.052	11.651	140.436	11.651	140.436
MM_RS07410	-2.66112972447772	0.474294620935316	2.01497815646975e-08	5.89808012919197e-07	191.595551317424	raw_counts / DESeq2 median-of-ratios	10.979	2.858	637.846	126.048	637.846	126.048
MM_RS05045	-2.81065865410741	0.503783666851928	2.41768438412935e-08	7.01737971662418e-07	1379.8404681937	raw_counts / DESeq2 median-of-ratios	14.756	3.82	885.459	164.826	885.459	164.826
MM_RS05415	3.10191472063629	0.556960792541833	2.55677887280157e-08	7.35926185554719e-07	438.06191802458	raw_counts / DESeq2 median-of-ratios	1.532	25.668	95.31	1161.895	95.31	1161.895
MM_RS09390	-2.32062601118605	0.418563320066443	2.95191304699333e-08	8.42636997050825e-07	1008.48762150479	raw_counts / DESeq2 median-of-ratios	148.553	52.037	8840.875	2333.487	8840.875	2333.487
MM_RS12780	-2.42334614344659	0.440090311252004	3.66090647492808e-08	1.03199320827829e-06	1777.10040896909	raw_counts / DESeq2 median-of-ratios	292.187	86.766	16817.628	3842.363	16817.628	3842.363
MM_RS17155	-2.29717354769142	0.417228163246714	3.67501924198695e-08	1.03199320827829e-06	1117.79840137929	raw_counts / DESeq2 median-of-ratios	4.265	1.401	246.903	62.835	246.903	62.835
MM_RS08015	-2.57783991748266	0.471526992705961	4.57705935146288e-08	1.27493249999619e-06	600.223262107236	raw_counts / DESeq2 median-of-ratios	3.694	1.123	223.304	51.132	223.304	51.132
MM_RS00010	-2.69241481204507	0.493056311361662	4.74357266213904e-08	1.31074399800226e-06	5431.86426622141	raw_counts / DESeq2 median-of-ratios	23.105	6.413	1393.261	298.655	1393.261	298.655
MM_RS12860	-3.23886732222427	0.594342763900752	5.05133289973401e-08	1.3847066536255e-06	602.718241407378	raw_counts / DESeq2 median-of-ratios	2.721	0.573	168.57	24.67	168.57	24.67
MM_RS03280	-3.9857353701771	0.731749472596061	5.12673979113097e-08	1.39431175106822e-06	9836.01627607932	raw_counts / DESeq2 median-of-ratios	64.183	9.052	4194.06	408.857	4194.06	408.857
MM_RS07375	-2.66070197778566	0.49073645573378	5.89836713932429e-08	1.59163750775204e-06	998.140944611144	raw_counts / DESeq2 median-of-ratios	3.903	1.151	236.986	50.61	236.986	50.61
MM_RS12865	-3.37219322284244	0.622238974893849	5.97825533822372e-08	1.60068945257556e-06	395.306281652825	raw_counts / DESeq2 median-of-ratios	1.841	0.348	112.879	14.693	112.879	14.693
MM_RS04150	2.72183942544432	0.503574139244976	6.47931707894922e-08	1.7215047069762e-06	312.904678798606	raw_counts / DESeq2 median-of-ratios	0.225	2.587	13.311	111.907	13.311	111.907
MM_RS00590	-3.28863563581303	0.608726164274374	6.57229530311315e-08	1.73287847152311e-06	158.196433412936	raw_counts / DESeq2 median-of-ratios	2.17	0.438	135.035	19.601	135.035	19.601
MM_RS15485	-2.59738994679551	0.481719598054622	6.97116939303859e-08	1.8241226578451e-06	194.53254038089	raw_counts / DESeq2 median-of-ratios	0.982	0.29	58.949	13.036	58.949	13.036
MM_RS09100	-2.15285720200205	0.399712107695136	7.20351555078541e-08	1.87074757236186e-06	1508.65188655283	raw_counts / DESeq2 median-of-ratios	40.915	15.566	2408.109	701.518	2408.109	701.518
MM_RS06705	-2.57009046751185	0.477825391890091	7.50159863597828e-08	1.91929790286437e-06	1135.62487806037	raw_counts / DESeq2 median-of-ratios	5.577	1.747	338.959	77.824	338.959	77.824
MM_RS01555	-2.50441542744658	0.465518972819218	7.45539924664622e-08	1.91929790286437e-06	1639.55027751206	raw_counts / DESeq2 median-of-ratios	3.572	1.162	216.625	51.965	216.625	51.965
MM_RS04220	-2.72204894735955	0.507788737994575	8.29490358047065e-08	2.09128445014202e-06	616.808779497476	raw_counts / DESeq2 median-of-ratios	179.697	47.056	10722.267	2210.809	10722.267	2210.809
MM_RS07125	-2.39110791245875	0.445951643888331	8.23922503568326e-08	2.09128445014202e-06	704.769359412139	raw_counts / DESeq2 median-of-ratios	2.31	0.751	135.747	32.846	135.747	32.846
MM_RS04545	-2.57036090326546	0.479744595599373	8.42556917479724e-08	2.10883448766302e-06	1124.82884704766	raw_counts / DESeq2 median-of-ratios	6.591	2.067	400.638	91.862	400.638	91.862
