gene_id	gene_name	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
MM_RS03410	MM_RS03410	203	267	760	369	142	127	179	287
MM_RS03415	MM_RS03415	56	71.907	274	55	21	31	80	100
MM_RS03420	MM_RS03420	168	187.217	1082	556	39	45	193	190
MM_RS03425	MM_RS03425	143	340	824	293	39	52	163	173
MM_RS03430	MM_RS03430	84	162.114	516	315	41	48	162	119
MM_RS03435	MM_RS03435	329	504	1152	726	52	87	155	217
MM_RS03440	MM_RS03440	397.001	652.241	845	567	64	139	139	191
MM_RS03445	MM_RS03445	57.999	136	121	46	85.978	163	83	114
MM_RS03450	MM_RS03450	5	16	7.83	2	4	8	19	6
MM_RS03455	MM_RS03455	359.464	766	1510	1267	59	140	106	125
MM_RS03460	MM_RS03460	637.09	1153.703	3270.148	2936	100	164	150	200
MM_RS03465	MM_RS03465	16.764	51.749	26	8	5	15	17	4
MM_RS03470	MM_RS03470	2453	6949	2459	4632	897	1615	517	1703
MM_RS03475	MM_RS03475	637.875	2923.852	647.936	325.678	211.268	441.519	255.505	461
MM_RS03480	MM_RS03480	284	529	304.991	146	17	55	14	22
MM_RS03485	MM_RS03485	454.575	746	3100	3214	39	121	146	355
MM_RS03490	MM_RS03490	117	245	655	360	39	82	186	134
MM_RS03495	MM_RS03495	228	401	1110	459	106	206	271	417
MM_RS03500	MM_RS03500	1176	3164	1653	1182	878	1343	972	946
MM_RS03505	MM_RS03505	172	270.858	194	79	60	113	90	100
MM_RS03510	MM_RS03510	742.121	1561	1063	1898	545	641	123	213
MM_RS03515	MM_RS03515	1139	2678	3024	1712	203	545	293	310
MM_RS03520	MM_RS03520	1665	3034.601	5925	1771	569	784	1262	945
MM_RS03525	MM_RS03525	1001	2099.883	2965.976	2355	251	389	406	319
MM_RS03530	MM_RS03530	965	2371.838	1315	1095	113	226	182	206
MM_RS03535	MM_RS03535	143	249	297.01	175	33	62	104	124
MM_RS03540	MM_RS03540	204	436.823	901	610	66	116	215	269
MM_RS03545	MM_RS03545	359.324	531	490	250	181	368	245	247
MM_RS03550	MM_RS03550	161.051	274.018	236	91	12	39.012	4	32
MM_RS03555	MM_RS03555	120	172	229	142	17	33	19	37
MM_RS03570	MM_RS03570	2178.639	2958.768	1014.483	1637.07	503.967	1255.195	350.792	905.793
MM_RS03575	MM_RS03575	321	404	116.684	263	18	111	17	56.991
MM_RS03580	MM_RS03580	1246.629	2310.98	1046.883	1183.032	383.131	811.208	117.844	432.644
MM_RS03585	MM_RS03585	64.52	110.199	310.695	4.293	5.868	20.124	45.496	0
MM_RS03590	MM_RS03590	1467	2821.493	1231	2553.048	281	412.227	258.919	305
MM_RS03595	MM_RS03595	1037.484	1168.814	1613.161	1500.917	316.539	415.928	389.54	360.204
MM_RS03600	MM_RS03600	179	264.036	1039	649	73	81	234	258
MM_RS03605	MM_RS03605	87	188.038	754	386	76	202.995	383	443
MM_RS03610	MM_RS03610	209	486.093	777	393	45	100	48	157
MM_RS03615	MM_RS03615	159.046	429.007	818.001	422	23	102	62	166
MM_RS03620	MM_RS03620	2413	3946.981	5310	2576	641	1031	1263	1338
MM_RS03625	MM_RS03625	690	784.059	3708	3741	160	160	581	399
MM_RS03630	MM_RS03630	76	158	570	106	32	48	81	80
MM_RS03635	MM_RS03635	3617.713	8101.334	2491	3369	1411	4926.36	688	1204
MM_RS03640	MM_RS03640	249.931	411.571	261	155	126	170	356	164
MM_RS03645	MM_RS03645	489.016	821.933	484	414	53	103	51	75
MM_RS03650	MM_RS03650	893	2049.069	501	185	2466	5220	1287	1023
MM_RS03655	MM_RS03655	1214.019	1847.93	6838	2231	251	502	576	695
MM_RS03660	MM_RS03660	159.001	243.077	191.051	74	41	97	49	87
MM_RS03665	MM_RS03665	79	249	120	51	37	94	47	92
MM_RS03670	MM_RS03670	70	112.004	131	131	46	63	38	116
MM_RS03675	MM_RS03675	241	646.573	262	263	107	246	90	175
MM_RS03680	MM_RS03680	888	2180	1787	1479	55	187	96	164
MM_RS03685	MM_RS03685	1711	2745.002	2458	1558	190	488	196	379
MM_RS03690	MM_RS03690	48	59.39	93	33	26	110	66	202
MM_RS03695	MM_RS03695	582.361	1439.741	1336.923	2101	131	238	174	192
MM_RS03700	MM_RS03700	3548	6888.994	648	637	922	1445	116	192
MM_RS03710	MM_RS03710	3435.646	15611.183	3460.198	10104.567	1355.817	3304.907	580.221	3799.291
MM_RS03715	MM_RS03715	394.048	1687	1181.014	910	511	1577	565	968
MM_RS03720	MM_RS03720	3437.354	15641.817	2990.802	11107.433	1163.183	3502.093	1535.779	3184.709
MM_RS03725	MM_RS03725	289.236	280.503	686.926	152.11	494.562	326.871	223.78	1186.518
MM_RS03730	MM_RS03730	8	19.669	27	2	3	10	20	13
MM_RS03735	MM_RS03735	393	850.602	812	392	51	112	84	65
MM_RS03740	MM_RS03740	411	788.992	1661	2182	77.779	190	131	185
MM_RS03745	MM_RS03745	290	604.097	900	540	149.221	351	318	516
MM_RS03750	MM_RS03750	537	1024	1462.042	948	205	278	394	448
MM_RS03755	MM_RS03755	92.299	216.001	126	51	23	30	23	36
MM_RS03760	MM_RS03760	268.799	549	239	170	55	100	54	68
MM_RS03765	MM_RS03765	11539	34660	60	226	543	2399	5	16
MM_RS03770	MM_RS03770	6518.61	20800.869	13	144	358	1242	0	5
MM_RS03775	MM_RS03775	1168	4018	6	81	273	759	5	4
MM_RS03780	MM_RS03780	9128.974	25146.679	76.895	364	640	2740.986	17	26
MM_RS03785	MM_RS03785	5277.998	16509.887	124	433	2493	9737	54	180
MM_RS03790	MM_RS03790	9066.324	34074.795	869.571	527	780	3877	60	154
MM_RS03795	MM_RS03795	3012	10054.699	107	169.077	555	2338	41	63
MM_RS03800	MM_RS03800	1002.149	3187.479	39.076	72	114	565	12	5
MM_RS03805	MM_RS03805	495.999	965	34	35	143	563	7	6
MM_RS03810	MM_RS03810	526.409	1743.278	52.879	54	267	1086.999	7	47
MM_RS03815	MM_RS03815	175.987	411.893	350	85	53	107	34	65
MM_RS03820	MM_RS03820	1733	3074.997	279.911	410	362.277	899	75	124
MM_RS03825	MM_RS03825	3788.934	9187	117	105	809	2448	8	6
MM_RS03830	MM_RS03830	13243.946	24314.812	233	371	3904	9941	79	26
MM_RS03835	MM_RS03835	39	85	13.012	8	5	14	12	4.004
MM_RS03850	MM_RS03850	13.153	61.038	39	15	6	6	1	2
MM_RS03855	MM_RS03855	53	86.61	141.372	101	9	12	10	13
MM_RS03860	MM_RS03860	240	573.239	495	553	8	24	14	7
MM_RS03865	MM_RS03865	317.754	1805.895	574.604	288.851	37.168	25.601	0	53.068
MM_RS03875	MM_RS03875	146.289	269.145	121.943	52	29	32	9	25
MM_RS03880	MM_RS03880	51	123.104	121	59	10	21	13	17
MM_RS03885	MM_RS03885	39	87	105.218	63	2	5	4	8
MM_RS03890	MM_RS03890	36	59.841	412	220	12	45	80	112
MM_RS03895	MM_RS03895	49.222	132.221	231.311	139.517	11.999	35.75	33.853	94.813
MM_RS03900	MM_RS03900	597	578.287	50	21	79	149	23	34
MM_RS03905	MM_RS03905	255.475	412.822	8154.988	5049.923	31	54	539	354
MM_RS03910	MM_RS03910	391	755	213	146	56	107	56	46
MM_RS03915	MM_RS03915	36.094	48.987	47	14	26	34	23	47
MM_RS03920	MM_RS03920	193.752	518.765	908.879	587.179	48	132	311	162
MM_RS03925	MM_RS03925	58.777	165.198	167	104	14	34	75	67
MM_RS03930	MM_RS03930	203	721	75	49	45	104	4	41
MM_RS03935	MM_RS03935	679	1862	1893	54	138	363	144	28
MM_RS03940	MM_RS03940	548	1873.996	2536	57	29	214	37	13
MM_RS03945	MM_RS03945	331	671	1524	41	64	199	53	18
MM_RS03950	MM_RS03950	323.501	450.817	2770	94	50	61	71	19
MM_RS03955	MM_RS03955	816	1412.966	2384.994	1016.993	142	273	240	222
MM_RS03965	MM_RS03965	72.031	128.961	114.006	94.007	14	19	10	10
MM_RS03970	MM_RS03970	164	1125	2349	1008	18	98	187	126
MM_RS03975	MM_RS03975	279.999	574.33	909	305	128	179	227	201
MM_RS03980	MM_RS03980	208.973	432.001	366	270	8	10	11	6
MM_RS03985	MM_RS03985	425.998	1870	469	728	41	153	62	98
MM_RS03990	MM_RS03990	226	404	552	476	202	371	711	787
MM_RS03995	MM_RS03995	944	2456	2413	1958	1489.283	3007	1699	2519
MM_RS04000	MM_RS04000	48	140	167	85	11	36	61	87
MM_RS04005	MM_RS04005	26	36	23	11	27	60	27	46
MM_RS04010	MM_RS04010	2119	3115.006	2737	1294	577	671	504	350
MM_RS04015	MM_RS04015	839	2001	1693.997	578	165	317	259	200
MM_RS04020	MM_RS04020	56	81	122	35	96	92	134	93
MM_RS04025	MM_RS04025	161	367	583	192	189	149	150	394
MM_RS04030	MM_RS04030	287.528	0	333.645	152.354	637.955	1286.027	645.22	1185.158
MM_RS04035	MM_RS04035	150.562	432.086	1092.684	560.272	22.156	61.274	86.753	161.979
MM_RS04040	MM_RS04040	7	8	11	7	1	1	3	0
MM_RS04045	MM_RS04045	1239.517	5151.524	4647.923	2464.439	389.68	668.93	721.389	729.795
MM_RS04050	MM_RS04050	439.683	1489.389	781.019	605.302	101	201.006	116	161.804
MM_RS04055	MM_RS04055	336	729.125	432	167	478	583	172	1019
MM_RS04060	MM_RS04060	351.038	436	318	259	120	159	148	164
MM_RS04070	MM_RS04070	297	410	1709	3070	207	784	628	2293
MM_RS04075	MM_RS04075	1648	2156.177	5916	13648	396	1434	803	3708
MM_RS04080	MM_RS04080	2579	3605	7757	12170	453	1612	708	3771
MM_RS04085	MM_RS04085	673	1068	2156	2406	134	587	222	1245
MM_RS04090	MM_RS04090	987.243	1184	2259.997	2418	338	1068	609	2621
MM_RS04095	MM_RS04095	1059.988	2362	2425	2629.916	256	582	332	873
MM_RS04100	MM_RS04100	1294	3759	5564	13855	85	275	223	687
