gene_id	log2FC_RNA	lfcSE_RNA	pvalue_RNA	padj_RNA	baseMean_counts_RNA	log2FC_basis_RNA	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	log2FC_Ribo	lfcSE_Ribo	pvalue_Ribo	padj_Ribo	baseMean_counts_Ribo	log2FC_basis_Ribo	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus	log2FC_TE_deseq2	lfcSE_TE_deseq2	stat_TE_deseq2	pvalue_TE_deseq2	padj_TE_deseq2	log2FC_TE_xtail	pvalue_TE_xtail	padj_TE_xtail	log2FC_TE_riborex	pvalue_TE_riborex	padj_TE_riborex	mode	mode_basis	n_TE_methods_sig
MM_RS04010	0.904006358051708	0.525517240608546	0.085392081852352	0.241338614313208	559.819151597946	raw_counts / DESeq2 median-of-ratios	3.18	5.176	668.407	1127.291	668.407	1127.291	0.458439175529161	0.429162349153339	0.285421946199044	0.471246368150812	2248.36136574649	raw_counts / DESeq2 median-of-ratios	34.375	78.861	2008.313	3462.263	2008.313	3462.263	-0.494090118108803	0.562470975402444	-0.878427758437286	0.379711625875786	0.763395541053585	-0.4492672427539	0.355133122098201	0.748417439019719	0.49530594079432	0.491937799370336	0.73316042062798	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS05440	0.016874562329371	0.420836757647875	0.968015280413247	0.980990022869013	1419.88316237666	raw_counts / DESeq2 median-of-ratios	845.058	772.64	178406.913	166462.856	178406.913	166462.856	-0.670573810370241	0.637167738494828	0.292602766079428	0.478248794271793	5878.14599677552	raw_counts / DESeq2 median-of-ratios	7963.448	9739.238	496187.895	464136.97	496187.895	464136.97	-0.69764877910051	0.794301274240093	-0.878317587703671	0.379771393891113	0.763395541053585	-0.690934587398327	0.277570477881145	0.69503971594892	-0.642125942696777	0.436319603255193	0.691893283905879	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS02400	0.014769683464048	0.380781841112022	0.969059585174176	0.980990022869013	843.295097075847	raw_counts / DESeq2 median-of-ratios	0.677	0.613	143.805	131.914	143.805	131.914	-0.755217763979241	0.59594485502075	0.205061926026875	0.379166966004725	5071.28786250177	raw_counts / DESeq2 median-of-ratios	9.096	11.042	573.048	489.878	573.048	489.878	-0.579907131304525	0.662066993272056	-0.87590400548216	0.381082221839822	0.763816534236753	-0.774887585914809	0.197068709535235	0.616715478427039	-0.723954615222781	0.324242885944684	0.600459257814102	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS11115	-0.976757615210733	0.365604337486984	0.00754849972646467	0.0441963731562269	716.413956987373	raw_counts / DESeq2 median-of-ratios	1.297	0.597	275.889	128.158	275.889	128.158	-1.52109289219391	0.49783036983396	0.00224727451433548	0.0131116320481668	2554.3252361582	raw_counts / DESeq2 median-of-ratios	9.798	6.487	600.192	288.767	600.192	288.767	-0.477725587218988	0.546121381811762	-0.874760818985204	0.381704060104067	0.763854828576234	-0.550428548961758	0.287069776476646	0.699439703792991	-1.48833687503891	0.013643965146156	0.0839480762397475	Transcriptional	TE from deseq2, alpha = 0.05	0
MM_RS09330	-0.261500957489159	0.546406552737823	0.632235223120978	0.795271890298694	1391.31961904488	raw_counts / DESeq2 median-of-ratios	1.852	1.251	391.441	276.248	391.441	276.248	-0.705112454090743	0.574935838080821	0.22004089670822	0.396670802312209	10196.4038397502	raw_counts / DESeq2 median-of-ratios	32.264	35.168	1917.653	1479.991	1917.653	1479.991	-0.460290566779853	0.526741778602947	-0.873844804945339	0.382202776519039	0.763854828576234	-0.44977863063372	0.438157204691774	0.800528836459212	-0.667722301727048	0.366411727339619	0.638878131854118	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS08850	1.41572387685204	0.405104587586938	0.00047457348710585	0.00508836415995555	237.689258598893	raw_counts / DESeq2 median-of-ratios	0.405	1.002	86.512	213.702	86.512	213.702	0.954894607187199	0.500862694358996	0.0565853966370653	0.155098895068121	684.245278058111	raw_counts / DESeq2 median-of-ratios	2.864	9.957	172.836	463.585	172.836	463.585	-0.485550688709516	0.558336742430868	-0.869637714680108	0.384498420299687	0.766234639304118	-0.465651644929934	0.373452458246104	0.761584246758815	0.987252613028047	0.125951361398992	0.356797258357297	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS02585	-0.728830905900664	0.405374513337726	0.0721897015356948	0.215487610951119	208.459067660963	raw_counts / DESeq2 median-of-ratios	0.426	0.244	90.551	51.883	90.551	51.883	-1.18342434214095	0.409476899544119	0.00385133793388998	0.0201859199145007	1005.09166280617	raw_counts / DESeq2 median-of-ratios	4.759	3.627	282.213	162.89	282.213	162.89	-0.453159539049177	0.522954203115983	-0.866537712765401	0.386195354376269	0.768512132740151	-0.461740676993694	0.306687912950096	0.712909206110833	-1.14883359464746	0.0202503388854113	0.107864888261846	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS02580	-1.27118644112509	0.525117994332512	0.015487952576201	0.0734982612151572	103.343000258114	raw_counts / DESeq2 median-of-ratios	0.577	0.233	121.525	49.308	121.525	49.308	-0.863265191192657	0.572823176047482	0.13180141046072	0.28223323593353	479.659509768669	raw_counts / DESeq2 median-of-ratios	6.183	4.923	345.583	220.647	345.583	220.647	0.509418689426797	0.591119000357155	0.861787032930773	0.388804721829277	0.770388784538867	0.401820144757743	0.492426693707504	0.827192334269652	-0.823816230471584	0.298301234404885	0.569287094147695	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS06520	-0.0422769535343713	0.452626324090835	0.925582886039895	0.966556809686778	153.875682665512	raw_counts / DESeq2 median-of-ratios	0.954	0.906	201.962	191.367	201.962	191.367	0.430273964703534	0.419908838178544	0.305512206198673	0.4921824441279	425.246055640622	raw_counts / DESeq2 median-of-ratios	4.823	10.75	281.977	489.217	281.977	489.217	0.472663632690141	0.547548043806516	0.863236821017962	0.388007272822866	0.770388784538867	0.467014698463405	0.316279212349111	0.718112788356149	0.465407022528256	0.395761345719821	0.66069249450747	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS05140	0.306136582203483	0.477695566041819	0.521612827692162	0.715534292032105	94.5695586667921	raw_counts / DESeq2 median-of-ratios	0.706	0.779	150.171	167.823	150.171	167.823	-0.607450358699618	0.655140846886393	0.353819719236804	0.540749252320318	772.824730921981	raw_counts / DESeq2 median-of-ratios	13.214	18.437	845.697	825.283	845.697	825.283	-0.634098925590921	0.735012247565189	-0.862705251091318	0.38829954453589	0.770388784538867	-0.917680599633304	0.164018375921614	0.570594030724915	-0.577133261404521	0.489078304364592	0.731806055419611	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS14105	-0.177441608499009	0.420516476881346	0.673053388034777	0.820435760274476	388.688377405218	raw_counts / DESeq2 median-of-ratios	0.327	0.286	69.257	60.282	69.257	60.282	0.272693237681008	0.45534113423838	0.549255048799754	0.707355308931525	810.390234893218	raw_counts / DESeq2 median-of-ratios	1.159	2.529	69.923	115.066	69.923	115.066	0.489415251962053	0.570201128622959	0.858320384500107	0.390715576441905	0.771969379665131	0.444316313983022	0.360490180443067	0.751404243752915	0.305994209971448	0.59021085097641	0.79440988962791	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS19150	0.562587557789299	0.404868999342767	0.164664187098543	0.367062533205562	768.049946814277	raw_counts / DESeq2 median-of-ratios	3.781	4.875	803.795	1055.009	803.795	1055.009	-0.103900465123055	0.612789680922877	0.865361512788518	0.931429936170627	115.450996041976	raw_counts / DESeq2 median-of-ratios	1.804	2.475	100.9	108.462	100.9	108.462	-0.530186728385673	0.617454229305497	-0.858665635802704	0.390525014730402	0.771969379665131	-0.671879985472064	0.298270882064659	0.708799036872553	-0.0707644361477575	0.919341569757262	0.974643101405963	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS06280	1.00910255010828	0.422527361867012	0.0169286495587746	0.0787478620525878	420.145914334342	raw_counts / DESeq2 median-of-ratios	0.648	1.133	137.848	245.491	137.848	245.491	1.42053956366667	0.444934864069321	0.00140953661193507	0.0089660026843899	2752.88111926841	raw_counts / DESeq2 median-of-ratios	7.245	33.801	429.414	1477.815	429.414	1477.815	0.415479604676614	0.484917858842166	0.856804089807397	0.391553165052966	0.772523812131528	0.406153490336519	0.391446678087744	0.777194294771827	1.45639673579634	0.00700669702340203	0.0541164305395698	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS13145	-1.30714016663566	0.536223376279991	0.0147819164106133	0.0706871242755526	241.575276210257	raw_counts / DESeq2 median-of-ratios	4.194	1.664	879.418	353.034	879.418	353.034	-1.66629647333973	0.494237142849899	0.000747732488839052	0.00539179126607534	1911.97379449839	raw_counts / DESeq2 median-of-ratios	77.489	40.722	4560.855	1916.042	4560.855	1916.042	-0.545053614648469	0.645714535202393	-0.844109254064765	0.398608356985163	0.772821402878721	-0.36026501911919	0.49254217501151	0.827192334269652	-1.63390504917147	0.0465653203511031	0.18958221897984	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS12390	-0.0385333489711144	0.703864263605888	0.956341278872761	0.976407477323394	190.061524453855	raw_counts / DESeq2 median-of-ratios	0.518	0.483	107.634	103.484	107.634	103.484	1.07349997954201	0.454401392938873	0.0181546539385646	0.0662156015879643	860.892797458212	raw_counts / DESeq2 median-of-ratios	3.095	11.851	186.95	534.424	186.95	534.424	0.748361606293825	0.88020612541265	0.85021176822984	0.395207360107595	0.772821402878721	1.11001615733812	0.0961494395640308	0.454310630007739	1.10516591961898	0.314548297963922	0.590002736038043	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS17085	-0.298586847113848	0.475417628862267	0.529970076408445	0.721205721509728	178.009558197336	raw_counts / DESeq2 median-of-ratios	0.797	0.633	168.07	134.059	168.07	134.059	-0.778622545546767	0.415689639329439	0.0610564764796532	0.162597586554142	733.196339816148	raw_counts / DESeq2 median-of-ratios	7.893	8.01	469.056	359.761	469.056	359.761	-0.511387246673245	0.604823880683169	-0.845514310869497	0.39782374590065	0.772821402878721	-0.483049184283057	0.293534290376156	0.707265056821192	-0.744347459943141	0.240332846525782	0.50770355203458	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS02430	-0.402083899921474	0.370256647340303	0.277496700085331	0.499619435168695	1940.25013309496	raw_counts / DESeq2 median-of-ratios	47.117	34.264	9980.66	7272.433	9980.66	7272.433	-1.18640118389143	0.678440643756936	0.0803398233832812	0.200161581476701	13798.3656109341	raw_counts / DESeq2 median-of-ratios	707.357	641.285	45023.617	30303.778	45023.617	30303.778	-0.632646388880013	0.746821318977642	-0.847118812497308	0.396928900263711	0.772821402878721	-0.789479666861944	0.242103992687811	0.669377744358726	-1.15876513170962	0.170292447584805	0.417932679773549	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS14675	-0.152545176421055	0.62073761786312	0.805877127734619	0.903353123494361	60.6298779800815	raw_counts / DESeq2 median-of-ratios	0.373	0.325	80.193	68.348	80.193	68.348	-0.61742177090344	0.427403915409874	0.148574169147969	0.305643347371699	1232.27373893043	raw_counts / DESeq2 median-of-ratios	17.139	19.868	1026.203	892.768	1026.203	892.768	-0.506254027595562	0.598207395227255	-0.846285137286275	0.397393697106695	0.772821402878721	-0.467773718829558	0.362944936515504	0.754265593541778	-0.583792107024132	0.426320090802525	0.683465542397698	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS05075	1.20842525867233	0.470683335064386	0.0102468819328466	0.0543243784954241	111.242485140172	raw_counts / DESeq2 median-of-ratios	0.116	0.26	24.75	54.837	24.75	54.837	0.661381075511653	0.48258205619229	0.170529345030686	0.334612109330992	406.248344532173	raw_counts / DESeq2 median-of-ratios	1.058	3.086	64.097	136.298	64.097	136.298	-0.520935122416378	0.617694891877965	-0.843353456967387	0.399030793971454	0.772821402878721	-0.554037877280642	0.281456029195846	0.699064404052399	0.695794516308035	0.274240205188522	0.54239051604879	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS06895	0.00493854039732263	0.403684980020799	0.990239203722261	0.993670479647062	231.745211884635	raw_counts / DESeq2 median-of-ratios	0.219	0.198	46.571	42.539	46.571	42.539	0.466433555026656	0.41770130029591	0.264136428416853	0.448318046069686	781.521324882838	raw_counts / DESeq2 median-of-ratios	1.3	3.054	76.75	139.371	76.75	139.371	0.452159981853876	0.532006496196265	0.849914399705127	0.395372679153188	0.772821402878721	0.455998566885973	0.31964500963046	0.720054850659085	0.500945091025185	0.330970770184645	0.607782687066348	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS02745	0.05634881237738	0.467503312350276	0.904062235078567	0.956465842510113	151.832881729463	raw_counts / DESeq2 median-of-ratios	0.106	0.095	22.546	20.652	22.546	20.652	0.560017189294364	0.510085918430177	0.272253415256185	0.45829531315383	541.97300922269	raw_counts / DESeq2 median-of-ratios	0.711	1.663	40.761	71.913	40.761	71.913	0.495924476438855	0.583975107492098	0.849221944696615	0.395757804504254	0.772821402878721	0.499072711090155	0.348894934445899	0.742104281259463	0.598096813753055	0.356995425013119	0.631363684346801	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS04320	1.02830848839357	0.531960279777351	0.0532294205067212	0.176695009812052	760.726169638834	raw_counts / DESeq2 median-of-ratios	1.33	2.341	286.827	504.154	286.827	504.154	0.457290322341181	0.650076468522498	0.481781076905696	0.65643859551569	3375.58981679377	raw_counts / DESeq2 median-of-ratios	12.4	36.215	793.425	1618.174	793.425	1618.174	-0.434056040593667	0.508862392515424	-0.852992964262948	0.393663205892872	0.772821402878721	-0.578416533032089	0.371117515231398	0.760662159871031	0.487269201698243	0.619740575115555	0.808866178058374	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS02405	0.319103253604507	0.4298954220605	0.457917030862735	0.664726875073856	190.240744815012	raw_counts / DESeq2 median-of-ratios	2.882	3.333	609.55	713.214	609.55	713.214	-0.219450476376036	0.474241537723898	0.643550822869011	0.784630804708377	1256.04228206357	raw_counts / DESeq2 median-of-ratios	45.249	72.106	2746.712	3197.895	2746.712	3197.895	-0.520551943503795	0.610081842630144	-0.85324936283897	0.393521034409546	0.772821402878721	-0.543692561376902	0.276328272807241	0.693446608587178	-0.185874693716788	0.767315099641103	0.894390721567147	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS06585	-0.815384079508421	0.683385898313941	0.232809374860129	0.454639448765241	449.819924611668	raw_counts / DESeq2 median-of-ratios	1.703	0.905	353.81	194.98	353.81	194.98	-0.263497347364933	0.688904274045231	0.702099719432302	0.824847765618765	905.776882030905	raw_counts / DESeq2 median-of-ratios	8.09	9.17	445.043	422.652	445.043	422.652	0.479063746847392	0.564360935059845	0.848860573236863	0.39595887981532	0.772821402878721	0.551538921605097	0.434936211296826	0.797527269362023	-0.223225664275091	0.852746281520186	0.94257418859861	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS05965	0.609650727149393	0.492284316062507	0.215563391551838	0.4345801595282	490.606517538174	raw_counts / DESeq2 median-of-ratios	0.915	1.366	192.105	289.947	192.105	289.947	0.148433747686479	0.483232069171733	0.758714997998248	0.863678237825638	2138.22757629892	raw_counts / DESeq2 median-of-ratios	9.863	19.758	591.644	857.881	591.644	857.881	-0.583808398982734	0.692942520772093	-0.842506241834086	0.399504647342497	0.772821402878721	-0.464857757181272	0.356582563435244	0.748741299174287	0.183765503313434	0.814224323829571	0.923209444894842	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS09630	0.858682959690624	0.367216866411345	0.0193689016049069	0.0867248010062405	528.39277910625	raw_counts / DESeq2 median-of-ratios	0.407	0.684	86.819	145.944	86.819	145.944	0.0377536329222249	0.666447472166652	0.954824740980392	0.973425222947542	2013.27338320145	raw_counts / DESeq2 median-of-ratios	3.633	7.986	232.414	348.62	232.414	348.62	-0.580568541683535	0.685229596025153	-0.847261334086077	0.396849473401555	0.772821402878721	-0.827761431019204	0.213916519997915	0.636373841553589	0.0690381934350726	0.933821287507061	0.979318970045345	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS16015	0.315003757872445	0.465268800168313	0.498383071943514	0.697677942047391	392.068186781	raw_counts / DESeq2 median-of-ratios	0.34	0.36	71.997	78.472	71.997	78.472	0.76788051316017	0.431172863408374	0.0749269845745387	0.189595461333668	446.085833357263	raw_counts / DESeq2 median-of-ratios	0.663	1.973	39.499	89.475	39.499	89.475	0.513807448054835	0.61156971480813	0.84014534339071	0.40082689925555	0.774153809549893	0.448203462900928	0.344117183457747	0.739392797764235	0.802546898610869	0.130598975269071	0.363682830388739	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS12560	-1.3666113388019	0.471375679182816	0.00374118778946115	0.0263869616654915	137.042989347933	raw_counts / DESeq2 median-of-ratios	0.743	0.261	157.235	56.203	157.235	56.203	-0.889431419612905	0.582959597990749	0.127080337263353	0.276407736087922	518.211226077786	raw_counts / DESeq2 median-of-ratios	4.586	4.99	287.357	222.46	287.357	222.46	0.621857581955489	0.740937838236388	0.839284417483201	0.401309725354271	0.774153809549893	0.472500898616333	0.426306780234519	0.794954468519882	-0.857806812364175	0.254470960181281	0.520436714514052	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS07740	0.597855701101205	0.562805979800603	0.288110070940728	0.509520103268699	80.8352858375608	raw_counts / DESeq2 median-of-ratios	0.11	0.146	23.281	31.809	23.281	31.809	-0.0621942993775943	0.512434885709685	0.903397858246556	0.949604876530406	688.95810254707	raw_counts / DESeq2 median-of-ratios	2.378	4.202	144.821	194.648	144.821	194.648	-0.636248131078529	0.761595883672249	-0.835414351257624	0.403484452234945	0.777267965624818	-0.660489099981747	0.220379053876778	0.643334431937908	-0.0309107454297847	0.966376844629575	0.987447850915126	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS00740	0.107337240474667	0.365263458437662	0.768862958687654	0.882304689541787	579.95421397853	raw_counts / DESeq2 median-of-ratios	4.101	4.191	871.612	890.394	871.612	890.394	0.4952508788008	0.547866533169657	0.366015210935582	0.551818654985378	1071.01436430831	raw_counts / DESeq2 median-of-ratios	11.937	32.971	741.677	1497.481	741.677	1497.481	0.506413220820727	0.607743911718089	0.833267452057396	0.404693908375047	0.778516575473219	0.382896511614844	0.494632781437647	0.827521607541638	0.526798915281971	0.430819490804764	0.685240449941436	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS09980	1.31956097345123	0.526751927424265	0.0122420246438963	0.0622780445182043	78.9320428988987	raw_counts / DESeq2 median-of-ratios	0.957	2.205	201.849	472.668	201.849	472.668	1.88877639284383	0.627131673606727	0.00259729263947305	0.0146585764325816	584.016148039156	raw_counts / DESeq2 median-of-ratios	13.072	72.373	733.718	3075.75	733.718	3075.75	0.530137827385683	0.639405945412487	0.829109943673867	0.407042197538703	0.781949484745403	0.563111728757163	0.3721761437745	0.761577430540521	1.92987156620755	0.0248994667434569	0.123837120583935	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS04340	0.550049946689259	0.481561779654041	0.25336219570325	0.474756277371842	297.528800724236	raw_counts / DESeq2 median-of-ratios	1.876	2.815	397.236	589.347	397.236	589.347	0.978188725928328	0.414948753594087	0.0184047809112201	0.0668455449709297	459.544197722517	raw_counts / DESeq2 median-of-ratios	5.112	17.107	301.496	774.2	301.496	774.2	0.478612391709521	0.578317958961682	0.827593859559241	0.407900546927877	0.78251460385749	0.423116538045922	0.363181190248925	0.754265593541778	1.01310590262069	0.0595964477778237	0.224050236979451	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS11145	-1.29106318058144	0.493786554593353	0.00893273163140514	0.0494401882654854	229.342930741254	raw_counts / DESeq2 median-of-ratios	1.469	0.599	309.402	126.282	309.402	126.282	-1.72801014714751	0.413571115235435	2.93739941548233e-05	0.000342762756117431	505.049776406597	raw_counts / DESeq2 median-of-ratios	7.727	3.864	451.738	174.682	451.738	174.682	-0.476862343630771	0.580954985617315	-0.820824944163382	0.411745988089327	0.78700756455665	-0.440738151226791	0.351961339542296	0.745863537013467	-1.69292849445627	0.00978680569321938	0.0667536409101145	Transcriptional	TE from deseq2, alpha = 0.05	0
MM_RS02505	-0.414555534524512	0.448966827170858	0.35582250149581	0.57718561809802	284.057827858667	raw_counts / DESeq2 median-of-ratios	0.242	0.177	51.74	37.288	51.74	37.288	-1.29856892642648	0.69372349842276	0.0612228512326699	0.162789629066699	1095.78124642894	raw_counts / DESeq2 median-of-ratios	1.899	1.662	122.545	76.404	122.545	76.404	-0.550994271778378	0.672370108951752	-0.819480617062822	0.412512256260047	0.78700756455665	-0.890846785387625	0.198284497735875	0.617144769471676	-1.2700106807154	0.151785242986959	0.398189858225529	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS07640	0.93172376300266	0.452697365531704	0.0395747444801038	0.143586060776826	134.839031183052	raw_counts / DESeq2 median-of-ratios	0.054	0.096	11.617	20.495	11.617	20.495	0.502555862800793	0.436006256183129	0.249060427242039	0.43185477695482	403.111776761974	raw_counts / DESeq2 median-of-ratios	0.397	0.988	23.633	43.833	23.633	43.833	-0.456770504808968	0.557324434466285	-0.819577388969836	0.41245706793163	0.78700756455665	-0.435280159285132	0.362637025166069	0.754265593541778	0.537488627982131	0.380447279981746	0.650426144031292	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS15740	-0.294258493918966	0.492885249072299	0.550499252923447	0.734921113199309	994.957237001869	raw_counts / DESeq2 median-of-ratios	1.287	1.017	276.703	213.969	276.703	213.969	0.202633772887331	0.409772670669949	0.620951060679077	0.766186111580145	4176.48744919528	raw_counts / DESeq2 median-of-ratios	9.296	18.322	550.106	835.149	550.106	835.149	0.440705325718233	0.536366545532138	0.821649540578639	0.411276385206677	0.78700756455665	0.489902930510874	0.304506370826585	0.712524142498117	0.236504441907411	0.738402697034718	0.8792159290876	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS00625	0.565162475221679	0.47134978299452	0.230516326105899	0.451774209605904	86.1690543742655	raw_counts / DESeq2 median-of-ratios	0.404	0.56	85.869	119.242	85.869	119.242	0.0677007166077383	0.448524311360877	0.88002224266515	0.938742621451055	619.641906562879	raw_counts / DESeq2 median-of-ratios	8.054	13.216	461.556	593.743	461.556	593.743	-0.470098300920148	0.577181958070801	-0.814471579277055	0.415374847278249	0.790294805452581	-0.503106423532553	0.297248926004524	0.708799036872553	0.104366690424489	0.856532127325499	0.943125961916651	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS03470	0.598367243926381	0.503820225692597	0.234967299135918	0.455642183482546	1125.87285579255	raw_counts / DESeq2 median-of-ratios	571.52	763.587	123142.694	163725.706	123142.694	163725.706	0.00863346904806446	0.663719329972533	0.989621641111178	0.995769568757791	4168.05888510959	raw_counts / DESeq2 median-of-ratios	4344.547	9238.854	278311.97	425371.765	278311.97	425371.765	-0.44754286015211	0.550997742741249	-0.812240823212008	0.416653459122499	0.791641572332748	-0.59805676993362	0.365210056892417	0.755736061067913	0.0371337038609137	0.969462691951231	0.987768464500657	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS03495	-0.825149965382661	0.398373084519256	0.0383308172520337	0.1397088171488	230.071764140784	raw_counts / DESeq2 median-of-ratios	0.345	0.179	73.522	38.243	73.522	38.243	-1.25368987444973	0.427735685771246	0.00337881479192198	0.0181499631279915	512.259018874289	raw_counts / DESeq2 median-of-ratios	1.875	1.279	108.685	56.868	108.685	56.868	-0.432865710257533	0.535180582660283	-0.808821777699478	0.418617667706535	0.794285506305012	-0.43433978080289	0.354471363115691	0.748349514352386	-1.2179141738501	0.0183202623915458	0.101495799662867	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS04480	0.657899173705223	0.692085976273834	0.341805821589238	0.565576276415133	111.191834623854	raw_counts / DESeq2 median-of-ratios	0.713	1.247	150.227	257.375	150.227	257.375	1.0442065911286	0.417553052078092	0.0123921581500271	0.0492549070773228	705.889575541239	raw_counts / DESeq2 median-of-ratios	8.566	28.647	496.453	1282.193	496.453	1282.193	0.609794775112953	0.755780775973561	0.806840812175256	0.41975820248275	0.795361512081386	0.382873290726709	0.550545299836792	0.852861515018711	1.08087697581047	0.0946583873772022	0.299846713211741	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS08130	2.09103883926766	0.426017006447919	9.18477427713514e-07	2.61438039245597e-05	675.35783270823	raw_counts / DESeq2 median-of-ratios	0.715	2.748	153.352	588.032	153.352	588.032	1.5753954579161	0.482034370457813	0.00108225341453987	0.00724438622833473	548.338947256346	raw_counts / DESeq2 median-of-ratios	1.774	8.1	100.897	362.167	100.897	362.167	-0.512842979333461	0.641018803890996	-0.800043580969068	0.423685547529765	0.795366876337757	-0.520944603743674	0.306961432947208	0.712909206110833	1.61363448516507	0.0196426006507487	0.10634731697299	Transcriptional	TE from deseq2, alpha = 0.05	0
MM_RS12935	-1.09500706560116	0.533248464023154	0.0400274993325665	0.144789335709783	159.192610403515	raw_counts / DESeq2 median-of-ratios	0.41	0.181	88.227	38.298	88.227	38.298	-1.50614735115444	0.489740976232215	0.00210223356797203	0.0123909807914256	521.519033117622	raw_counts / DESeq2 median-of-ratios	2.734	1.801	166.65	80.495	166.65	80.495	-0.444186499584735	0.55876002615527	-0.794950387988749	0.426642361928833	0.795366876337757	-0.416028945639448	0.425182720275634	0.794954468519882	-1.47350681609269	0.0598743026575168	0.224282106988152	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS10360	-1.43319129821684	0.56325502061973	0.0109440487963141	0.0566349922408306	365.47056089461	raw_counts / DESeq2 median-of-ratios	0.265	0.086	57.232	18.425	57.232	18.425	-1.951482824784	0.689940371694849	0.00467695635471538	0.0233442301288828	1115.44488799905	raw_counts / DESeq2 median-of-ratios	1.423	0.799	91.468	34.78	91.468	34.78	-0.424397657572815	0.532840000928276	-0.79648235273902	0.425751728718953	0.795366876337757	-0.528116731854347	0.441317835163553	0.803736937992825	-1.92043534336334	0.0664915313531802	0.239187344292399	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS10970	-0.610091830688444	0.645014165416484	0.344221000416744	0.566436622158593	910.218768106177	raw_counts / DESeq2 median-of-ratios	5.243	2.615	1109.552	586.146	1109.552	586.146	-2.21824807744505	0.81561344367954	0.0065335306432965	0.0304292034528312	7376.82662202047	raw_counts / DESeq2 median-of-ratios	90.727	45.776	6016.322	1975.837	6016.322	1975.837	-0.748776613763317	0.938631403556256	-0.797732327009704	0.425025839933791	0.795366876337757	-1.61391084416185	0.0477584731271492	0.323798176273018	-2.18833569900812	0.032815833956025	0.149868486901777	Unchanged	TE from deseq2, alpha = 0.05	0
MM_RS07455	1.59117042019506	0.518674816791094	0.00215668968366887	0.016962648137014	293.979198310672	raw_counts / DESeq2 median-of-ratios	0.267	0.793	56.01	168.013	56.01	168.013	1.22012832905907	0.476439590347156	0.0104392457659905	0.0439185808474193	689.873235390261	raw_counts / DESeq2 median-of-ratios	1.693	6.57	98.647	284.571	98.647	284.571	-0.523454760477331	0.652154269661365	-0.80265480857641	0.422174279976253	0.795366876337757	-0.374202920096257	0.458720030901387	0.811886929567777	1.25826702018789	0.118745920050558	0.345038773718579	Transcriptional	TE from deseq2, alpha = 0.05	0
