gene_id	log2FC_RNA	lfcSE_RNA	pvalue_RNA	padj_RNA	baseMean_counts_RNA	log2FC_basis_RNA	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	log2FC_Ribo	lfcSE_Ribo	pvalue_Ribo	padj_Ribo	baseMean_counts_Ribo	log2FC_basis_Ribo	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus	log2FC_TE_deseq2	lfcSE_TE_deseq2	stat_TE_deseq2	pvalue_TE_deseq2	padj_TE_deseq2	log2FC_TE_xtail	pvalue_TE_xtail	padj_TE_xtail	log2FC_TE_riborex	pvalue_TE_riborex	padj_TE_riborex	mode	mode_basis	n_TE_methods_sig
MM_RS11035	-1.21765726013379	0.704386460007055	0.0838667706056074	0.238720772045247	75.2460603291346	raw_counts / DESeq2 median-of-ratios	3.595	1.553	775.769	323.088	775.769	323.088	-4.32865946140122	0.589876328438361	2.16406055351079e-13	1.43743560612044e-11	863.360198787916	raw_counts / DESeq2 median-of-ratios	98.244	9.535	6118.443	442.103	6118.443	442.103	-3.07868322878884	0.599165725482904	-5.13828327931733	2.77259706135457e-07	0.000384559212409879	-3.11682047783746	3.92677119993922e-06	0.00171386526645538	-4.30087674953363	6.54633893244112e-06	0.000193153775692027	Translational	TE from deseq2, alpha = 0.05	3
MM_RS04225	-0.223282053929019	0.445175818919061	0.615977583606633	0.783822460033772	138.526361136029	raw_counts / DESeq2 median-of-ratios	2.25	1.868	478.017	394.777	478.017	394.777	-2.846465532389	0.467858373734587	1.17196861358829e-09	4.59997680833404e-08	4858.75943750824	raw_counts / DESeq2 median-of-ratios	255.362	63.683	15381.377	2937.592	15381.377	2937.592	-2.60100142860894	0.531045864862618	-4.89788472278533	9.68738359952965e-07	0.000671820052627381	-2.63074009509036	4.45929948405152e-07	0.000510292504291629	-2.81405565833416	9.87608692827277e-07	4.32791774423404e-05	Translational	TE from deseq2, alpha = 0.05	3
MM_RS11030	-1.80611878766674	0.555241396704727	0.00114252481493866	0.0103869841540622	186.5288839889	raw_counts / DESeq2 median-of-ratios	0.698	0.188	150.425	39.807	150.425	39.807	-4.42856987103729	0.54067978438475	2.59615589101128e-16	2.13502915417928e-14	2273.39595467558	raw_counts / DESeq2 median-of-ratios	18.872	1.709	1164.519	75.058	1164.519	75.058	-2.66628634261956	0.566984328648366	-4.70257502350324	2.56900775870145e-06	0.00118773792043964	-2.62750475969622	8.61380121832873e-06	0.00246426496521021	-4.39520438352804	3.36035452424372e-07	1.73025313346353e-05	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11005	-1.77583340228951	0.48929765958356	0.000284133661458172	0.00339681792273245	261.774576319013	raw_counts / DESeq2 median-of-ratios	1.21	0.355	258.252	74.331	258.252	74.331	-4.18774616961736	0.467044061861844	3.06112171830091e-19	3.6459015224177e-17	3875.24323674384	raw_counts / DESeq2 median-of-ratios	43.412	4.238	2608.635	195.753	2608.635	195.753	-2.35250179091681	0.512313644667438	-4.59191711055032	4.3919281206783e-06	0.0015229010758452	-2.41708668056127	2.95357686697841e-06	0.00171386526645538	-4.15496422758887	1.97327745534515e-12	4.7107514524876e-10	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11045	-0.817226248805905	0.710352077411968	0.249957590633581	NA	28.4130523105446	raw_counts / DESeq2 median-of-ratios	0.371	0.192	79.636	40.967	79.636	40.967	-3.57419964826674	0.472540776860802	3.91488754950118e-14	2.81708783249523e-12	1193.96328473376	raw_counts / DESeq2 median-of-ratios	44.204	6.601	2657.482	304.67	2657.482	304.67	-2.79246044167246	0.629230882287549	-4.43789477007321	9.08430089987038e-06	0.00251998506962404	-2.74868753636839	4.49309274631472e-06	0.00171386526645538	-3.54246778429299	1.27868122277195e-06	5.32025054969859e-05	Translational	TE from deseq2, alpha = 0.05	3
MM_RS07150	-0.187997533112719	0.410034176161859	0.646598757139653	0.804233194537757	970.382394175037	raw_counts / DESeq2 median-of-ratios	1.234	0.946	261.793	204.911	261.793	204.911	-2.29098366106033	0.525617288793293	1.30865089526697e-05	0.000177955913080791	20996.9479886375	raw_counts / DESeq2 median-of-ratios	84.632	31.211	5065.869	1333.939	5065.869	1333.939	-2.15446932971858	0.519599753292675	-4.14640175647857	3.37740996841805e-05	0.00780744604365971	-2.10944876960694	0.000161530884109219	0.014593040135446	-2.25485290371537	0.000466533487019575	0.00655142747012516	Translational	TE from deseq2, alpha = 0.05	3
MM_RS11110	-2.30960946287519	0.373131906973227	6.0243072590238e-10	2.88082373126518e-08	512.162474413296	raw_counts / DESeq2 median-of-ratios	5.654	1.048	1203.268	224.106	1203.268	224.106	-4.37038624641606	0.434299404498783	8.0447956267203e-24	2.1374403149763e-21	2081.76785940771	raw_counts / DESeq2 median-of-ratios	54.028	4.533	3216.103	207.44	3216.103	207.44	-2.06439402659327	0.515767209030846	-4.0025693577387	6.26582908629772e-05	0.010736255820088	-2.06844868935035	1.95807210271742e-05	0.00395415384036994	-4.33570871785717	2.46755594142021e-17	1.29596038043389e-14	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11050	-1.07670130509117	0.649677085974518	0.0974614903616231	0.259210704621402	48.5563092514808	raw_counts / DESeq2 median-of-ratios	0.49	0.207	105.491	44.355	105.491	44.355	-3.61353739806484	0.425056874811626	1.87473888018493e-17	1.75009407896182e-15	1208.02732695707	raw_counts / DESeq2 median-of-ratios	34.092	4.797	2012.949	212.06	2012.949	212.06	-2.6449774709157	0.663720344703931	-3.98507819147168	6.74579086987394e-05	0.010736255820088	-2.53466162260566	4.45812759381056e-06	0.00171386526645538	-3.57677749966346	2.72105592589391e-06	9.40196429131237e-05	Translational	TE from deseq2, alpha = 0.05	3
MM_RS04800	-0.14869811768428	0.445419367548337	0.738501456477193	0.861765242770605	123.53279068227	raw_counts / DESeq2 median-of-ratios	0.993	0.809	211.631	173.704	211.631	173.704	-2.26851915053502	0.462113752182326	9.15392098162659e-07	1.75653572614101e-05	2968.33601725702	raw_counts / DESeq2 median-of-ratios	73.318	28.049	4441.771	1249.536	4441.771	1249.536	-2.09091449089575	0.525695560776996	-3.97742466724526	6.96656830431086e-05	0.010736255820088	-2.12510030058824	2.75910087816092e-05	0.00498525963932971	-2.23517068713508	0.000123309697161656	0.00232957744421948	Translational	TE from deseq2, alpha = 0.05	3
MM_RS11760	-2.57116523865838	0.578169534875621	8.70460831054745e-06	0.000176378970089144	211.601054323349	raw_counts / DESeq2 median-of-ratios	0.628	0.104	135.029	21.765	135.029	21.765	-4.94193729188286	0.421910170306776	1.09025208030665e-31	1.25524356179306e-28	2020.47792472284	raw_counts / DESeq2 median-of-ratios	13.666	0.767	810.719	34.768	810.719	34.768	-2.41154892833057	0.611016765006211	-3.94678029547365	7.9209179556702e-05	0.0108074559107977	-2.37779861659275	5.99814587029571e-06	0.00205916347727252	-4.90898367548956	6.04952820199389e-11	8.82558947690887e-09	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS16525	2.86173879109877	0.397486575295771	6.03956445615163e-13	4.12588531847387e-11	3219.42028338024	raw_counts / DESeq2 median-of-ratios	0.905	6.411	193.106	1351.962	193.106	1351.962	4.7437496681004	0.445522761216588	1.78911860590547e-26	6.86623962755279e-24	28093.8386374694	raw_counts / DESeq2 median-of-ratios	5.077	222.172	296.1	10301.388	296.1	10301.388	1.86094949229491	0.482661579874562	3.85559897429281	0.000115446609680252	0.0108074559107977	1.87598811654152	0.000120947502923113	0.0124611572475723	4.77796278024434	9.61798191356858e-18	6.31420512625777e-15	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11090	-1.95672311241326	0.506116510396813	0.000110566263824457	0.00160220567760167	199.096793664088	raw_counts / DESeq2 median-of-ratios	1.923	0.488	411.865	102.322	411.865	102.322	-4.02379919870441	0.434649943554669	2.09151376350069e-20	3.28367660869609e-18	2342.93300506203	raw_counts / DESeq2 median-of-ratios	53.534	5.785	3198.641	263.912	3198.641	263.912	-2.04864865441379	0.531760100792397	-3.85258061174769	0.000116879479929319	0.0108074559107977	-2.07204012413738	3.30017347831811e-05	0.00566474777553303	-3.99069805003979	1.41082432955989e-10	1.68401122246558e-08	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11060	-1.28675960315696	0.650174478647862	0.0478048709826317	0.164699490662064	75.2126699260732	raw_counts / DESeq2 median-of-ratios	0.357	0.144	76.916	30.113	76.916	30.113	-3.76721492749313	0.414730429229429	1.0511255402035e-19	1.39637985225496e-17	2207.55403329953	raw_counts / DESeq2 median-of-ratios	27.483	3.523	1633.614	157.716	1633.614	157.716	-2.53923565528564	0.647575430622856	-3.92114267343858	8.81300608348276e-05	0.0108074559107977	-2.48566147165568	4.40697365356851e-06	0.00171386526645538	-3.73257538247985	1.44583039246983e-06	5.7526524403421e-05	Translational	TE from deseq2, alpha = 0.05	3
MM_RS19145	-0.466355567891641	0.412508913718838	0.258251060067274	0.480154187107973	576.297329914549	raw_counts / DESeq2 median-of-ratios	5.529	3.597	1169.668	775.225	1169.668	775.225	1.55547626439499	0.451274054157472	0.000567152730706074	0.00423098387010535	301.587170695805	raw_counts / DESeq2 median-of-ratios	2.761	13.638	161.614	599.206	161.614	599.206	2.0012286038386	0.512886473261547	3.90189390473176	9.54429915328983e-05	0.0108074559107977	2.01905245012241	7.47103814517844e-05	0.00916002641157057	1.59164171719617	0.00565265857039067	0.0454006605266151	Translational	TE from deseq2, alpha = 0.05	3
MM_RS05045	-0.768691809747742	0.459033821798844	0.0940154032100898	0.255154176021935	106.759742107688	raw_counts / DESeq2 median-of-ratios	0.412	0.222	87.878	47.455	87.878	47.455	-2.81065865410741	0.503783666851928	2.41768438412935e-08	7.01737971662418e-07	1379.8404681937	raw_counts / DESeq2 median-of-ratios	14.756	3.82	885.459	164.826	885.459	164.826	-2.10464990852753	0.566091557946409	-3.71786132293246	0.00020091650454211	0.0174169494874942	-2.0479352054585	0.000157466866301323	0.014593040135446	-2.77600378520133	1.62249375657226e-05	0.000426066860475875	Translational	TE from deseq2, alpha = 0.05	3
MM_RS11085	-2.03894437330046	0.446924362783665	5.06279233085485e-06	0.000116395542914173	187.35891226704	raw_counts / DESeq2 median-of-ratios	1.926	0.453	410.629	95.556	410.629	95.556	-4.03566078636999	0.406055203612724	2.8248997587957e-23	6.9694312620574e-21	1616.35007536192	raw_counts / DESeq2 median-of-ratios	41.32	4.241	2425.82	190.114	2425.82	190.114	-1.98988307469115	0.542335233900901	-3.66910160045909	0.000243404337497288	0.017768516637302	-2.00135385739432	1.62898262621401e-05	0.00372819823719513	-4.00076634557979	1.42350574243154e-15	5.34018011375032e-13	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11070	-2.1165905294068	0.62709677968748	0.000737563031897924	0.0073787163567696	50.771345880287	raw_counts / DESeq2 median-of-ratios	7.143	1.641	1511.417	343.679	1511.417	343.679	-4.54036820227655	0.496566871842049	6.04529505401895e-20	8.35217964663259e-18	1003.76737046234	raw_counts / DESeq2 median-of-ratios	395.171	25.779	22457.192	1167.577	22457.192	1167.577	-2.35289250807638	0.637640320758011	-3.68999956790581	0.000224254432872664	0.017768516637302	-2.42443265760724	4.46563835983323e-05	0.00675996678925021	-4.50274250820114	4.63784760564796e-12	8.69927700887968e-10	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11105	-2.26829593757434	0.511635301437493	9.27484526912292e-06	0.000186354244020781	153.29721117681	raw_counts / DESeq2 median-of-ratios	1.502	0.281	322.551	60.146	322.551	60.146	-4.20394501923979	0.45574831712745	2.85501910638112e-20	4.10884833060017e-18	1118.16886974853	raw_counts / DESeq2 median-of-ratios	24.496	2.406	1473.774	107.327	1473.774	107.327	-1.98189618603433	0.54925172976815	-3.60835674904643	0.000308142580176914	0.0210117536000254	-1.93766051270139	0.000185259846083189	0.0155121232098436	-4.17000055123456	4.12670633190584e-09	3.49571962180153e-07	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11015	-1.94857433892793	0.492540232390488	7.61600360486014e-05	0.0011452745043535	215.778077263829	raw_counts / DESeq2 median-of-ratios	1.098	0.288	233.58	60.188	233.58	60.188	-4.38986571213572	0.511705013088268	9.57853925772761e-18	9.45264988462605e-16	3085.08129063161	raw_counts / DESeq2 median-of-ratios	35.237	3.221	2167.035	144.496	2167.035	144.496	-2.28724319572818	0.635332812125623	-3.60007094246524	0.000318130371737947	0.0210117536000254	-2.44921041503312	1.0125642447254e-05	0.00248295218010163	-4.35786213159597	3.39962532670386e-12	6.97235197951204e-10	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11740	-1.09265080395407	0.477358385571468	0.0220820960901295	0.0944513269257597	158.583999428285	raw_counts / DESeq2 median-of-ratios	0.943	0.428	201.766	90.194	201.766	90.194	-2.97941577783805	0.464710655542868	1.4425064860096e-10	6.55581237194363e-09	2401.06926514497	raw_counts / DESeq2 median-of-ratios	35.847	8.328	2172.117	378.305	2172.117	378.305	-1.85112781047276	0.517709507527289	-3.57561100106933	0.000349410880587424	0.0220287677897617	-1.89548260491671	0.000177933381981738	0.0152711325085827	-2.9468921569985	2.70565223708319e-06	9.40196429131237e-05	Translational	TE from deseq2, alpha = 0.05	3
MM_RS11055	-1.60522717906283	0.627160574291289	0.0104818196786219	0.0549605939727738	51.164570050186	raw_counts / DESeq2 median-of-ratios	0.704	0.23	150.391	48.073	150.391	48.073	-3.91551964789304	0.444461455559292	1.25613349566141e-18	1.35583909187953e-16	1793.0099141508	raw_counts / DESeq2 median-of-ratios	61.024	7.249	3655.532	320.909	3655.532	320.909	-2.28828365830624	0.651855899801328	-3.51041335823401	0.000447410587142687	0.0269808036681264	-2.31334042092746	2.74814305584418e-05	0.00498525963932971	-3.88158219064364	9.15213647474026e-11	1.19721687664914e-08	Translational	TE from deseq2, alpha = 0.05	3
MM_RS11020	-2.09760934833419	0.540489793162785	0.000104052806579684	0.00151701378373186	197.809391743292	raw_counts / DESeq2 median-of-ratios	2.225	0.54	473.015	112.343	473.015	112.343	-4.13439313583667	0.447096042196227	2.30418409035484e-20	3.46028341221113e-18	1609.12973957818	raw_counts / DESeq2 median-of-ratios	44.119	4.26	2609.815	196.899	2609.815	196.899	-1.94433939735258	0.562820568134385	-3.45463458060462	0.000551039123023667	0.0305716505453531	-2.04184562690604	8.38395444996651e-05	0.00992486745749484	-4.09888875722926	1.38102319946957e-14	4.02951880200787e-12	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS05330	3.64419777434749	0.480824604818705	3.48071737660187e-14	2.97228401694824e-12	1039.57156972159	raw_counts / DESeq2 median-of-ratios	0.246	3.157	52.467	659.496	52.467	659.496	1.56558910199235	0.397342612930275	8.14310133797389e-05	0.000827243294745936	6605.18287876655	raw_counts / DESeq2 median-of-ratios	11.569	56.506	674.606	2528.669	674.606	2528.669	-1.99457148558318	0.587266635782745	-3.39636438382829	0.000682873868352846	0.0332125877614375	-2.08452941287546	7.27100800798437e-06	0.00226921549921912	1.60152233357662	0.00126948857277319	0.0137738578911079	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS07170	0.126784863444065	0.53992673584035	0.814349497225985	0.909864321433332	64.9874718491202	raw_counts / DESeq2 median-of-ratios	0.077	0.082	16.471	17.341	16.471	17.341	-1.89669061502017	0.44579158366747	2.09369013254523e-05	0.000259826233565773	1118.15473202945	raw_counts / DESeq2 median-of-ratios	4.338	2.1	260.635	93.238	260.635	93.238	-2.00268223258338	0.596828279452936	-3.35554178903701	0.000792096883138498	0.0332920720276696	-2.02657110670017	5.84237603062247e-05	0.00742847293078776	-1.86271744352381	0.00171343403250993	0.0171671489021438	Translational	TE from deseq2, alpha = 0.05	3
MM_RS11765	-3.60854377022926	0.451332055275355	1.29238778075695e-15	1.23603967351595e-13	302.045023625261	raw_counts / DESeq2 median-of-ratios	0.408	0.032	87.107	6.815	87.107	6.815	-5.37484267449255	0.476108792622797	1.48539625943658e-29	8.5509311334899e-27	2212.86641603635	raw_counts / DESeq2 median-of-ratios	6.201	0.268	374.052	12.322	374.052	12.322	-1.72472861254996	0.540792414917625	-3.18926184053945	0.00142636616265081	0.0494592466899168	-1.77774864397758	0.00052903687409518	0.0342676148824293	-5.34102681967472	1.23106247069813e-19	1.61638502402665e-16	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11065	-1.76008615989721	0.585525719604693	0.00264715172750318	0.0199663715471928	88.5724834569658	raw_counts / DESeq2 median-of-ratios	0.726	0.213	155.454	44.526	155.454	44.526	-3.78915083691702	0.431342799495003	1.56996764386394e-18	1.64323280057759e-16	1641.72285733143	raw_counts / DESeq2 median-of-ratios	32.304	4.149	1930.589	185.015	1930.589	185.015	-2.00559477449748	0.623137633404222	-3.21854220798838	0.00128844006658534	0.0494592466899168	-2.03225550875502	0.000112185724822434	0.0123243379633271	-3.75491214693873	3.70129525587686e-09	3.23986711397754e-07	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11095	-2.27547950105659	0.428934238462821	1.12696951952984e-07	3.96262370764094e-06	240.980513029573	raw_counts / DESeq2 median-of-ratios	1.934	0.386	411.859	81.573	411.859	81.573	-4.01663760126191	0.490160482168218	2.51562167050185e-16	2.11925786583254e-14	2185.67860225355	raw_counts / DESeq2 median-of-ratios	39.152	4.35	2364.406	201.765	2364.406	201.765	-1.71327439575117	0.534585923633245	-3.20486253006275	0.00135127001660366	0.0494592466899168	-1.75072745407204	0.000848120941842506	0.048339041094175	-3.9836161773026	2.16681230213198e-11	3.55628069087411e-09	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS11730	-1.12130918775754	0.421057660387662	0.0077429575375043	0.0446106300534284	738.926335711573	raw_counts / DESeq2 median-of-ratios	1.649	0.747	351.761	157.187	351.761	157.187	-2.91841065995004	0.481398922544853	1.34143601383561e-09	5.14813332420912e-08	16148.791971494	raw_counts / DESeq2 median-of-ratios	88.171	21.9	5383.795	985.543	5383.795	985.543	-1.71015567380641	0.536053946240985	-3.1902678560594	0.00142140985063761	0.0494592466899168	-1.80293522048584	0.000476022778978616	0.0320428666712468	-2.88600126066793	1.51646360191228e-06	5.89967590007915e-05	Intensified	TE from deseq2, alpha = 0.05	3
MM_RS03510	2.27935701248586	0.463099889046101	8.5683731632566e-07	2.46831087148753e-05	417.131680795082	raw_counts / DESeq2 median-of-ratios	0.277	1.135	59.067	247.054	59.067	247.054	-0.678821861520011	0.643217901399167	0.291263966988032	0.476584718348481	1399.20810489447	raw_counts / DESeq2 median-of-ratios	5.662	7.461	361.499	336.232	361.499	336.232	-2.65265485459161	0.683882759928376	-3.87881521515387	0.00010496644889298	0.0108074559107977	-2.96363375196678	1.74949911672539e-05	0.00375376904232392	-0.648858609574118	0.428130120256575	0.683893894991833	Buffered	TE from deseq2, alpha = 0.05	2
MM_RS02080	0.155112243673319	0.504144753146308	0.758330389181892	0.875081062033737	543582.230404682	raw_counts / DESeq2 median-of-ratios	306714.046	279382.071	64993517.878	61459742.734	64993517.878	61459742.734	-1.63803308429247	0.490014301603843	0.000829295548238583	0.00586964513036079	19349.5895410872	raw_counts / DESeq2 median-of-ratios	38829.059	20596.59	2255634.466	886501.946	2255634.466	886501.946	-1.73672518617398	0.473059719587089	-3.67125991553431	0.000241357735597143	0.017768516637302	-1.79951904813721	0.000597578223652627	0.0379904822555457	-1.59995618449243	0.00812374524710644	0.0594232730331518	Translational	TE from deseq2, alpha = 0.05	2
MM_RS11245	0.810204971794079	0.40844186572935	0.0472950719111201	0.163887705709403	608.395944788321	raw_counts / DESeq2 median-of-ratios	0.499	0.818	106.748	173.694	106.748	173.694	-0.896933373891509	0.393057340861636	0.0224928670046353	0.0783168978165426	5840.13247766928	raw_counts / DESeq2 median-of-ratios	18.083	16.318	1061.222	731.864	1061.222	731.864	-1.73812807064464	0.505748901132882	-3.43674117086802	0.000588757935482122	0.0314079714043732	-1.71342146971701	0.00012341373329958	0.0124611572475723	-0.861579856399601	0.132096923635746	0.366687654828192	TE-only	TE from deseq2, alpha = 0.05	2
MM_RS06900	-1.15391235016196	0.495225178640446	0.0198021296525919	0.0880053754634709	202.096823520096	raw_counts / DESeq2 median-of-ratios	1.029	0.411	217.07	89.035	217.07	89.035	0.902903518712607	0.427660168989644	0.034749626591169	0.109674176794065	250.136534580385	raw_counts / DESeq2 median-of-ratios	1.424	4.409	83.173	198.797	83.173	198.797	2.04470992546621	0.602897824268934	3.39147006865649	0.000695187559173802	0.0332125877614375	2.05548790133057	3.69446274994704e-05	0.00603956696217533	0.938528517240402	0.137895186597545	0.375064545165148	TE-only	TE from deseq2, alpha = 0.05	2
MM_RS02070	0.672139976869219	0.489651939848455	0.16984895805943	0.372634962762515	173.311934215971	raw_counts / DESeq2 median-of-ratios	0.112	0.151	23.938	32.955	23.938	32.955	-1.45345744094291	0.536948675263178	0.00679181128245997	0.0314884780800225	575.26224897181	raw_counts / DESeq2 median-of-ratios	1.3	0.924	80.377	41.121	80.377	41.121	-1.99660626795902	0.594909467672063	-3.35615144228908	0.000790352770501791	0.0332920720276696	-2.13179924992525	0.000216880380442835	0.0177273891919108	-1.42117725693651	0.0425309706143996	0.179560014201629	Translational	TE from deseq2, alpha = 0.05	2
MM_RS18410	0.847936708619037	0.452563199361216	0.0609812202879755	0.193376787411869	1169.57524575422	raw_counts / DESeq2 median-of-ratios	505.973	931.35	107056.244	195269.892	107056.244	195269.892	-1.24645994951984	0.496515181950834	0.0120588806976277	0.0485447248596806	540.925532415783	raw_counts / DESeq2 median-of-ratios	1097.116	710.967	62373.149	31369.147	62373.149	31369.147	-2.01529273724526	0.599403770340779	-3.36216226350979	0.000773346648308237	0.0332920720276696	-2.09895431165814	0.000105652843062383	0.012090207007772	-1.20860923417208	0.0532993481597415	0.208483896220927	Translational	TE from deseq2, alpha = 0.05	2
MM_RS05915	1.75278340651876	0.46470510971483	0.000162062017517032	0.00210592545588708	221.1006418165	raw_counts / DESeq2 median-of-ratios	0.18	0.552	38.586	117.908	38.586	117.908	-0.324086465293334	0.458222049382242	0.479399035262756	0.653708751597931	431.001934977339	raw_counts / DESeq2 median-of-ratios	1.921	2.395	110.13	108.994	110.13	108.994	-2.10858109314987	0.648373952008318	-3.25210642194771	0.00114553122116279	0.0453957658215081	-2.08287649547821	4.71189777767983e-05	0.00675996678925021	-0.287428405930335	0.683319142696231	0.848728317689839	Buffered	TE from deseq2, alpha = 0.05	2
MM_RS03825	8.03085029031859	0.578906755538393	9.30541847496836e-44	2.22492555736494e-40	807.290751674856	raw_counts / DESeq2 median-of-ratios	0.058	14.661	12.11	3091.752	12.11	3091.752	5.68172100235996	0.486540839032825	1.65546666698824e-31	1.42949546694434e-28	3016.39479499515	raw_counts / DESeq2 median-of-ratios	2.069	196.368	126.115	8941.086	126.115	8941.086	-2.30435381591899	0.728078398949905	-3.16498033624198	0.00155093432230684	0.0524669732936483	-2.35269186997648	9.83590142808086e-06	0.00248295218010163	5.71440894239467	3.45840367091457e-11	5.34221649401275e-09	Transcriptional	TE from deseq2, alpha = 0.05	2
MM_RS03460	-0.0671737813611539	0.434390735381723	0.877105863387158	0.94386655501222	148.17495267816	raw_counts / DESeq2 median-of-ratios	0.217	0.186	46.056	40.061	46.056	40.061	-1.91886407892382	0.482224402859137	6.91495229445629e-05	0.000721578405590696	2052.2319310967	raw_counts / DESeq2 median-of-ratios	8.951	4.438	545.644	197.808	545.644	197.808	-1.79739188340346	0.569907484638289	-3.15383098459259	0.00161142381840292	0.0532153532410679	-1.85636252163262	0.000352413252246821	0.0257411637226242	-1.88590339802051	0.00165560150919295	0.0168511998571344	Unchanged	TE from deseq2, alpha = 0.05	2
MM_RS11770	-3.36014205650326	0.455407764061323	1.60305021405522e-13	1.19777908181439e-11	178.018771455321	raw_counts / DESeq2 median-of-ratios	0.351	0.031	74.482	6.737	74.482	6.737	-5.11010441537309	0.431285292266406	2.18952125859433e-32	7.56260642718483e-29	2256.96722370908	raw_counts / DESeq2 median-of-ratios	9.771	0.499	581.888	22.195	581.888	22.195	-1.75753146899861	0.558706397802527	-3.14571566731871	0.00165680990980828	0.0534417522070719	-1.74356743431457	0.000393522033680369	0.0281450237838481	-5.07692094342517	1.33853060209277e-22	3.51498136109563e-19	Transcriptional	TE from deseq2, alpha = 0.05	2
MM_RS04995	7.60077722302594	0.628182240687614	1.0607891513029e-33	5.07269372153045e-31	379.1277648307	raw_counts / DESeq2 median-of-ratios	0.036	6.313	7.551	1351.114	7.551	1351.114	5.20729375987287	0.550990093074191	3.36270723447872e-21	6.83222987522912e-19	1323.31063170677	raw_counts / DESeq2 median-of-ratios	1.187	83.913	73.522	3863.418	73.522	3863.418	-2.40157494765275	0.784665833316589	-3.06063402493502	0.00220868884366623	0.0643072259099619	-2.39431124576161	5.12417032388293e-05	0.00703651068875604	5.24028226610034	1.5441514791921e-07	9.0109817430188e-06	Transcriptional	TE from deseq2, alpha = 0.05	2
MM_RS11100	-2.28448771837696	0.414450283324935	3.54595286700632e-08	1.36747956532453e-06	219.034572757889	raw_counts / DESeq2 median-of-ratios	1.374	0.26	292.867	55.541	292.867	55.541	-3.95595985024566	0.461713834838658	1.05306285237345e-17	1.01035530336053e-15	1410.90933655011	raw_counts / DESeq2 median-of-ratios	19.903	2.291	1197.452	104.977	1197.452	104.977	-1.65959715913867	0.543741349399593	-3.05218126407201	0.00227184864425965	0.0643072259099619	-1.67972218846924	0.000809295794335589	0.0470900417280352	-3.92222176890757	3.45165939579804e-12	6.97235197951204e-10	Transcriptional	TE from deseq2, alpha = 0.05	2
MM_RS11735	-1.63048381392234	0.372047648453761	1.17346894615191e-05	0.000229980676249936	801.28504031952	raw_counts / DESeq2 median-of-ratios	1.078	0.33	229.817	70.084	229.817	70.084	-3.1032191466455	0.395424634574851	4.23350054674832e-15	3.1788067148845e-13	7795.90136375853	raw_counts / DESeq2 median-of-ratios	26.212	5.176	1543.069	231.71	1543.069	231.71	-1.47745242200362	0.482186807263684	-3.06406645670766	0.00218350399621774	0.0643072259099619	-1.47979387140125	0.000885469845498124	0.0490293222515332	-3.06808540544122	1.52873405821191e-10	1.74541549428891e-08	Transcriptional	TE from deseq2, alpha = 0.05	2
MM_RS11170	-0.394466255215377	0.564859919861361	0.484962399302606	0.687749167694265	153.746002172772	raw_counts / DESeq2 median-of-ratios	1.404	1.056	301.74	221.081	301.74	221.081	-2.1673639704926	0.405043607381346	8.74986150778264e-08	2.15871583199152e-06	3205.72771892935	raw_counts / DESeq2 median-of-ratios	85.16	32.789	5051.376	1480.086	5051.376	1480.086	-1.79347104795337	0.586446750125965	-3.05819931232997	0.00222671420155212	0.0643072259099619	-1.77863380417959	0.000331928905586975	0.0249435136049258	-2.13321440984697	0.00264201301483091	0.0244293175244576	Unchanged	TE from deseq2, alpha = 0.05	2
MM_RS16535	-0.250762575148539	0.446056830590323	0.573995912451795	0.756990748302394	130.992029181226	raw_counts / DESeq2 median-of-ratios	0.167	0.133	35.463	28.361	35.463	28.361	-1.89244623760194	0.414734326997362	5.0419991780969e-06	7.84462394646247e-05	822.545650363856	raw_counts / DESeq2 median-of-ratios	3.195	1.485	189.428	67.215	189.428	67.215	-1.65165336674329	0.556186170522832	-2.96960524061698	0.00298182655804292	0.0780338384151987	-1.64851448448378	0.000416559992964402	0.0291847031805468	-1.85813311265587	0.000680826348775679	0.00851357138992825	Unchanged	TE from deseq2, alpha = 0.05	2
