gene_id	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
MM_RS17150	30.0165	41.5763	136.4909	54.5348	10.19	18.2434	26.849	13.8824
MM_RS17155	57.8204	67.8499	331.6201	162.1855	19.3261	32.2275	85.8791	61.972
MM_RS17160	86.0639	52.817	104.0122	76.6132	17.5414	29.8541	18.4812	38.3263
MM_RS17165	34.5381	28.7273	22.9135	8.0462	34.8084	43.8723	12.7382	34.7759
MM_RS17170	131.1155	258.8548	49.2909	26.841	26.5909	44.626	2.7924	14.0256
MM_RS17175	25.0401	36.654	32.2285	30.7562	6.1822	16.4364	19.9091	35.8455
MM_RS17180	138.6728	158.5001	114.3623	301.3553	34.8964	131.2234	64.671	70.9491
MM_RS17185	76.6955	137.1324	59.2995	42.1028	10.0944	31.0845	7.3881	5.8938
MM_RS17190	308.9364	330.1734	248.6243	72.2027	103.9239	90.8738	66.781	40.8231
MM_RS17195	108.1545	106.1744	64.1311	25.1488	18.612	36.3823	23.864	30.4991
MM_RS17200	88.5565	116.0455	52.5192	15.8365	8.9529	32.4421	10.0911	20.4447
MM_RS17205	97.614	260.6153	191.2259	97.6697	26.5452	50.3168	34.7284	45.5819
