gene_id	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
MM_RS03590	10.165	10.0754	8.8753	10.9076	9.7796	9.2643	8.971	8.7071
MM_RS03595	9.6658	8.809	9.2635	10.1426	9.9531	9.2782	9.5592	8.945
MM_RS03600	7.1516	6.6884	8.6321	8.937	7.8462	6.9403	8.8253	8.4672
MM_RS03605	6.1359	6.2119	8.1728	8.1922	7.9037	8.2489	9.5332	9.243
MM_RS03610	7.3717	7.5535	8.2158	8.2179	7.1575	7.239	6.5689	7.7568
MM_RS03615	6.9837	7.376	8.2894	8.3198	6.2119	7.2671	6.93	7.8364
MM_RS03620	10.8818	10.5591	10.9786	10.9205	10.9672	10.5842	11.2514	10.8339
MM_RS03625	9.0802	8.2364	10.4612	11.4583	8.9701	7.9085	10.1328	9.0927
MM_RS03630	5.9479	5.9698	7.773	6.3583	6.6753	6.2044	7.309	6.7993
MM_RS03635	11.4656	11.5952	9.8885	11.3073	12.1046	12.8388	10.3762	10.6819
MM_RS03640	7.6267	7.3185	6.6646	6.8932	8.6273	7.9951	9.4281	7.8191
MM_RS03645	8.5861	8.3042	7.5399	8.2924	7.3899	7.281	6.6543	6.7082
MM_RS03650	9.4508	9.6154	7.589	7.1438	12.9097	12.9224	11.2785	10.4472
MM_RS03655	9.8926	9.4669	11.343	10.7134	9.6172	9.5483	10.1203	9.8907
MM_RS03660	6.9837	6.5717	6.2264	5.8576	7.0255	7.1958	6.5979	6.9179
MM_RS03665	6.0017	6.606	5.5824	5.3466	6.8802	7.1512	6.5393	6.9969
MM_RS03670	5.8339	5.4953	5.703	6.6558	7.1886	6.5857	6.2413	7.3258
MM_RS03675	7.5745	7.9618	6.6699	7.6441	8.393	8.5241	7.4589	7.9118
MM_RS03680	9.4428	9.7045	9.4108	10.1214	7.4426	8.1314	7.5508	7.8191
MM_RS03685	10.3866	10.0361	9.8693	10.1963	9.2169	9.5076	8.5711	9.0189
MM_RS03690	5.3165	4.6355	5.2349	4.7626	6.3834	7.3744	7.0185	8.1169
MM_RS03695	8.8358	9.1084	8.9939	10.6269	8.6831	8.4767	8.4005	8.0442
MM_RS03700	11.4374	11.3616	7.9562	8.9102	11.4911	11.0706	7.8206	8.0442
MM_RS03710	11.3912	12.5411	10.3615	12.8911	12.0472	12.2633	10.1303	12.3382
MM_RS03715	8.2766	9.3358	8.8158	9.4226	10.6406	11.1966	10.0926	10.3676
MM_RS03720	11.3916	12.5439	10.1518	13.0274	11.8259	12.3468	11.5334	12.084
MM_RS03725	7.8335	6.7764	8.0397	6.8656	10.5948	8.9324	8.7626	10.6614
MM_RS03730	3.0835	3.3053	3.6475	1.8029	3.5401	4.1028	5.355	4.3246
MM_RS03735	8.273	8.3538	8.2788	8.2142	7.3352	7.4001	7.3607	6.5068
MM_RS03740	8.3371	8.2455	9.3056	10.6814	7.9408	8.1542	7.9943	7.9912
MM_RS03745	7.8384	7.8635	8.4262	8.6731	8.8678	9.0341	9.2658	9.4623
MM_RS03750	8.7204	8.619	9.1223	9.4814	9.3261	8.6994	9.5739	9.2592
MM_RS03755	6.2139	6.4062	5.6494	5.3466	6.2119	5.5537	5.5459	5.6842
MM_RS03760	7.7312	7.7273	6.5406	7.0239	7.4426	7.239	6.7349	6.5703
MM_RS03765	13.138	13.6915	4.6504	7.4282	10.7281	11.8013	3.5752	4.5932
MM_RS03770	12.3145	12.955	2.834	6.7892	10.1282	10.8525	0.262	3.1781
MM_RS03775	9.837	10.5847	2.1192	5.9829	9.7381	10.1432	3.5752	2.9374
MM_RS03780	12.8001	13.2287	4.9808	8.1082	10.9649	11.9935	5.1349	5.2397
MM_RS03785	12.01	12.6218	5.6274	8.3566	12.9254	13.8216	6.7349	7.952
MM_RS03790	12.7901	13.6669	8.3776	8.6382	11.25	12.4935	6.8836	7.7293
MM_RS03795	11.2013	11.9068	5.4255	7.0156	10.7596	11.7642	6.3477	6.4629
MM_RS03800	9.6164	10.2511	4.0973	5.8197	8.4838	9.7184	4.6713	3.1781
MM_RS03805	8.6064	8.534	3.9268	4.8405	8.8089	9.7133	3.9823	3.3833
MM_RS03810	8.6907	9.3828	4.4886	5.4244	9.7061	10.6604	3.9823	6.0533
MM_RS03815	7.1276	7.3185	7.0793	6.0499	7.3899	7.3351	6.0861	6.5068
MM_RS03820	10.405	10.1995	6.7636	8.2785	10.1442	10.3869	7.1997	7.4206
MM_RS03825	11.5321	11.7766	5.5476	6.345	11.3026	11.8305	4.1492	3.3833
MM_RS03830	13.3367	13.1802	6.5049	8.1355	13.5723	13.8515	7.2735	5.2397
MM_RS03835	5.0362	5.1208	2.834	3.0419	4.1631	4.533	4.6713	2.9374
MM_RS03850	3.6364	4.6793	4.0973	3.7618	4.3955	3.4842	1.9869	2.2706
MM_RS03855	5.4515	5.1522	5.8045	6.2906	4.9272	4.334	4.4339	4.3246
MM_RS03860	7.5685	7.7883	7.5719	8.7073	4.7709	5.2495	4.875	3.5624
MM_RS03865	7.9701	9.4338	7.7855	7.7786	6.8802	5.3582	0.262	6.2208
MM_RS03875	6.8631	6.7148	5.6051	5.373	6.5368	5.6423	4.2986	5.1866
MM_RS03880	5.399	5.6238	5.5938	5.5455	5.0682	5.0694	4.7768	4.6726
MM_RS03885	5.0362	5.1522	5.3997	5.6356	3.0819	3.2755	3.3172	3.7212
MM_RS03890	4.9291	4.6576	7.3107	7.3899	5.3145	6.1144	7.2914	7.2759
MM_RS03895	5.3445	5.721	6.4928	6.7495	5.3145	5.8046	6.0861	7.0424
MM_RS03900	8.8723	7.8007	4.4133	4.1779	7.959	7.8068	5.5459	5.6056
MM_RS03905	7.6549	7.3219	11.5969	11.8908	6.6306	6.3692	10.0248	8.9209
MM_RS03910	8.2656	8.1825	6.3789	6.8087	7.4682	7.3351	6.7862	6.0234
MM_RS03915	4.9291	4.3944	4.3338	3.6789	6.3834	5.7257	5.5459	6.0533
MM_RS03920	7.2658	7.6471	8.4405	8.7929	7.2491	7.634	9.2338	7.8016
MM_RS03925	5.5983	6.03	6.0391	6.3316	5.5248	5.7257	7.1997	6.5494
MM_RS03930	7.3303	8.1166	4.9457	5.2922	7.1575	7.2947	3.3172	5.8637
MM_RS03935	9.0571	9.4777	9.4936	5.4244	8.7578	9.0824	8.1296	5.3402
MM_RS03940	8.7494	9.487	9.9143	5.4983	6.5368	8.3244	6.2041	4.3246
MM_RS03945	8.0273	8.0138	9.182	5.0517	7.6584	8.2204	6.7085	4.7478
MM_RS03950	7.9968	7.4471	10.0413	6.1902	7.3071	6.5403	7.122	4.8193
MM_RS03955	9.3212	9.0812	9.8259	9.5825	8.7988	8.6734	8.8616	8.2519
MM_RS03965	5.8729	5.6893	5.5121	6.1902	5.5248	4.9354	4.4339	3.9939
MM_RS03970	7.0276	8.754	9.804	9.5697	5.8709	7.2103	8.5037	7.4434
MM_RS03975	7.7883	7.7908	8.4405	7.8555	8.6499	8.0689	8.7817	8.1098
MM_RS03980	7.3717	7.3859	7.1426	7.6816	4.7709	4.1028	4.5575	3.3833
MM_RS03985	8.3884	9.4839	7.495	9.1019	7.0255	7.8446	6.93	7.0864
MM_RS03990	7.4829	7.2906	7.7272	8.4923	9.305	9.1137	10.4235	10.0696
MM_RS03995	9.5307	9.876	9.8427	10.5254	12.1821	12.127	11.6788	11.7458
MM_RS04000	5.3165	5.8022	6.0391	6.0499	5.1966	5.8046	6.907	6.9179
MM_RS04005	4.5008	4.0043	3.459	3.3962	6.4364	6.5171	5.7665	6.0234
MM_RS04010	10.6946	10.2182	10.024	9.929	10.8156	9.9658	9.9281	8.9046
MM_RS04015	9.3612	9.5813	9.3339	8.7707	9.0143	8.8878	8.971	8.1026
MM_RS04020	5.5268	5.056	5.6051	4.8405	8.2377	7.1207	8.0267	7.0122
MM_RS04025	7.0014	7.1543	7.8052	7.1965	9.2094	7.8068	8.188	9.0746
MM_RS04030	7.8285	0.262	7.013	6.8656	10.9604	10.9026	10.2832	10.659
MM_RS04035	6.9107	7.3859	8.7047	8.7253	6.1498	6.5403	7.4106	7.8016
MM_RS04040	2.9407	2.3711	2.666	2.9004	2.3905	1.7952	3.0006	0.262
MM_RS04045	9.923	10.9429	10.7867	10.8565	10.2514	9.9615	10.4436	9.9614
MM_RS04050	8.4347	9.1564	8.2231	8.8362	8.3104	8.2347	7.8206	7.8016
MM_RS04055	8.0488	8.1324	7.3781	6.9987	10.5444	9.7635	8.3839	10.4416
MM_RS04060	8.1112	7.399	6.9435	7.6223	8.5574	7.8995	8.1688	7.8191
MM_RS04070	7.8725	7.3116	9.3466	11.1734	9.3401	10.1898	10.2448	11.6103
MM_RS04075	10.3325	9.6886	11.1343	13.3246	10.2734	11.0596	10.5988	12.3033
MM_RS04080	10.9777	10.4285	11.5248	13.1593	10.4671	11.2282	10.4174	12.3276
MM_RS04085	9.0444	8.6794	9.6807	10.8222	8.7156	9.7733	8.7498	10.7301
MM_RS04090	9.5947	8.8273	9.7485	10.8293	10.0454	10.635	10.2005	11.803
MM_RS04095	9.6974	9.8199	9.8499	10.9504	9.6456	9.761	9.3277	10.2189
MM_RS04100	9.9844	10.4888	11.0459	13.3463	8.0636	8.6839	8.7562	9.874
MM_RS04105	12.3299	11.953	11.7392	12.7531	12.4233	12.5646	12.1161	12.7553
MM_RS04110	9.5504	9.9849	8.7777	9.773	9.7486	10.2171	10.7932	10.9695
MM_RS04115	2.7814	2.1237	2.1192	1.8029	2.3905	3.0302	0.262	2.6452
MM_RS04120	8.3371	7.9529	8.1652	8.2106	6.4364	6.3692	6.0861	5.8637
MM_RS04130	9.4314	9.4785	8.4405	8.35	8.6611	9.5934	8.4491	7.5934
MM_RS04135	6.9926	7.0789	5.4632	5.5686	7.3352	8.2699	6.1265	6.5908
MM_RS04140	11.4219	10.913	10.6	11.359	13.235	12.9694	11.9418	12.9147
MM_RS04145	6.6774	8.7204	6.2767	9.5115	8.6499	9.2782	7.7318	9.4623
MM_RS04150	8.5594	7.7883	5.4127	5.6356	8.6386	8.5586	6.5689	6.347
MM_RS04155	5.1034	4.8986	4.9808	5.3466	7.3899	6.175	6.4144	5.6842
MM_RS04160	6.5982	5.9521	5.2494	5.373	7.3899	6.9748	6.4144	6.5283
MM_RS04170	6.8918	6.9777	6.1893	5.4741	4.9272	4.334	0.262	3.5624
MM_RS04175	8.3613	8.0223	7.3073	6.6771	6.4364	5.8046	5.4215	5.5224
MM_RS04180	10.5099	10.2297	11.55	11.1139	13.1325	13.8053	12.2789	13.4524
MM_RS04185	7.7883	7.8032	8.7739	9.6035	8.9879	8.6628	9.1184	8.5429
MM_RS04190	10.2218	10.007	7.5776	6.8563	8.3523	8.4767	6.2776	6.6702
MM_RS04195	7.7152	7.7116	8.4166	7.7835	8.3796	7.2103	8.4649	7.7659
MM_RS04200	9.5904	9.5456	10.5202	10.2596	9.5706	9.1706	10.15	10.0193
MM_RS04205	8.3054	8.937	10.9864	10.977	7.9408	8.2699	10.0032	9.5143
MM_RS04210	7.2288	7.1504	9.2044	8.528	7.7657	7.4622	9.6828	8.7849
MM_RS04215	7.5385	7.7883	9.9507	9.232	8.1294	8.0848	10.2788	9.9964
MM_RS04220	6.0017	6.8735	8.9591	9.3347	6.085	4.8634	6.7349	5.1315
MM_RS04225	9.0698	9.5755	11.8286	12.4065	7.7238	8.139	8.1688	8.0882
MM_RS04230	8.1153	8.7034	10.2486	10.5098	8.952	9.2432	9.7063	9.7124
MM_RS04235	8.3985	8.6064	10.1187	10.8053	7.0255	7.5218	8.0791	7.9989
MM_RS04240	10.7682	10.0086	11.7424	11.738	9.9667	9.9507	9.9138	10.6747
MM_RS04245	8.6036	8.5085	9.8059	10.515	8.1294	8.3834	8.993	9.3463
MM_RS04250	7.0014	6.8306	5.8432	5.9657	9.6229	9.7806	6.8357	8.5793
MM_RS04255	5.0362	5.1522	5.9266	5.1157	5.3145	5.4592	6.3814	5.7219
MM_RS04260	5.984	6.7305	5.8432	5.4495	6.9547	7.136	7.3437	7.7749
MM_RS04265	10.2773	10.6344	9.1658	10.1145	8.6273	8.4152	8.0791	7.1432
MM_RS04275	7.9656	6.2772	8.0542	7.6763	9.1151	8.5065	10.2053	7.6532
MM_RS04280	7.3511	7.9009	9.2608	10.6781	7.7657	7.281	8.4649	8.5534
MM_RS04285	8.3817	8.8322	9.4928	9.1504	8.8089	8.9324	9.3746	9.1388
MM_RS04290	8.2546	7.6306	8.6237	9.2284	8.393	8.1466	8.5857	8.5896
MM_RS04295	8.4541	8.5115	7.8271	8.3665	9.7275	9.9044	9.4835	9.6428
MM_RS04300	4.6877	4.9351	5.6924	5.0185	5.1966	4.1028	4.2986	4.5091
MM_RS04305	4.5973	4.6576	4.4389	4.2935	5.1966	4.623	3.7933	4.4199
MM_RS04310	10.6264	10.1032	6.983	9.6229	12.264	12.1881	9.0147	11.7859
MM_RS04315	10.4826	10.2515	8.2575	10.2824	10.2986	9.9178	8.2349	9.5035
MM_RS04320	11.1232	10.9954	9.3458	11.2146	11.1266	10.7176	9.0519	10.3736
MM_RS04325	9.5653	8.4933	7.9204	9.3596	8.7886	9.1556	7.2186	8.5055
MM_RS04330	4.9291	5.5784	5.8808	5.177	5.4235	5.4096	6.0446	5.388
MM_RS04335	8.3578	7.7453	7.3038	6.8932	8.8582	9.0664	8.8496	7.7477
MM_RS04340	8.3266	8.4499	7.321	7.4407	8.887	9.7879	8.9985	8.6149
MM_RS04345	7.8821	7.0991	7.0172	6.9731	8.4456	7.935	8.1296	7.9756
MM_RS04350	5.8536	6.1356	5.4507	5.7808	5.3145	5.5537	5.2121	4.7478
MM_RS04355	6.6774	7.2836	6.9211	6.8087	5.7919	5.9154	6.6264	5.9929
MM_RS04360	3.725	4.1671	3.4077	3.2878	3.0819	2.3474	3.9823	4.3246
MM_RS04365	4.6432	3.6974	3.4077	3.2878	3.0819	3.8269	4.2986	4.6726
MM_RS04370	8.8962	8.4779	7.0298	7.9506	9.7275	9.5135	8.9374	9.1561
MM_RS04375	7.3303	7.7733	7.3003	8.1996	6.7608	6.8502	7.2371	6.611
MM_RS04380	7.9924	7.4344	7.5161	6.8563	10.7622	10.0471	9.1432	9.06
MM_RS04385	8.0445	7.625	7.4674	7.671	7.0255	6.8869	6.8112	6.347
MM_RS04390	4.8135	4.7425	4.464	3.9144	5.0682	4.7877	4.6713	5.2397
MM_RS04395	6.92	6.9106	7.6611	6.9293	7.2192	6.6932	7.6372	7.2759
MM_RS04400	5.9479	5.9872	5.9796	5.9829	7.2491	7.8995	7.1019	6.934
MM_RS04405	9.8419	10.1442	9.9518	10.8144	8.4964	9.03	8.4883	9.3493
MM_RS04410	8.1982	7.6957	7.4488	7.671	9.3608	8.6839	8.016	8.2964
MM_RS04415	7.206	7.0911	7.4674	6	7.7238	6.8315	6.2776	6.0533
MM_RS04420	7.7152	6.9645	7.8675	6.1753	6.7187	5.8794	6.3477	4.6726
MM_RS04425	7.0617	6.8735	7.492	5.6356	7.2192	6.7933	6.5091	5.1315
MM_RS04430	6.087	6.0797	5.2779	5.399	5.3145	5.9154	4.1492	4.1128
MM_RS04435	4.9291	5.0054	4.1906	3.3962	5.1966	5.5537	5.355	5.479
MM_RS04440	8.3089	8.5936	6.7936	7.5945	5.4235	6.0183	4.7768	4.2227
MM_RS04445	6.3165	6.3866	6.0224	4.8779	6.8802	5.7257	3.3172	4.2227
MM_RS04450	7.0102	6.6777	6.462	5.8004	6.5368	5.4096	5.485	5.1866
MM_RS04455	5.7939	5.9785	5.0814	6.1295	5.9459	5.8046	6.5979	5.9297
MM_RS04460	7.4703	6.6777	7.4425	8.0357	9.944	9.5281	9.9536	10.1805
MM_RS04465	8.7907	8.2199	8.4701	9.1788	9.4342	9.1443	9.4401	9.1596
MM_RS04470	6.3165	6.8451	8.8303	9.1485	5.5248	6.2044	7.1614	7.0122
MM_RS04475	8.6064	7.8325	8.9347	8.7202	8.3796	9.6953	8.9487	9.388
MM_RS04480	9.074	8.9801	8.0848	7.7982	6.8017	8.6891	7.6785	6.934
MM_RS04485	10.1591	10.2352	10.1172	10.298	8.7048	9.3357	8.5564	8.9569
MM_RS04490	8.589	9.8247	7.3945	7.6973	8.1454	8.73	8.0267	7.8704
MM_RS04495	8.1435	8.7692	9.7997	10.0454	8.8189	9.319	10.2832	9.618
MM_RS04500	7.952	7.4967	6.7787	7.0323	8.0969	8.4463	8.2533	7.8953
MM_RS04505	8.4606	8.0159	8.0376	8.2396	7.959	8.4089	7.6785	8.3088
MM_RS04510	7.7044	7.2185	7.0671	7.8366	8.5693	8.4339	7.0608	7.9441
MM_RS04515	7.5626	7.3322	7.8174	8.4054	8.0969	7.8446	8.1395	8.239
MM_RS04520	7.9924	8.0159	9.5392	9.4631	8.1923	8.5006	8.6904	8.767
MM_RS04525	8.8432	8.4388	8.9712	10.3889	8.0803	8.3177	9.1184	8.7211
MM_RS04530	9.169	9.1213	10.0752	10.5224	9.0316	8.9411	8.7626	8.949
MM_RS04535	6.5388	6.333	7.2071	7.1284	7.7657	7.2531	8.5638	8.8672
MM_RS04540	5.2587	4.803	7.7755	8.0724	6.1498	6.343	7.2554	7.6434
MM_RS04545	7.5979	7.3693	9.5669	10.3345	7.7023	6.6724	8.8556	8.4947
MM_RS04550	7.3373	6.8111	9.2109	9.6901	6.2714	6.4934	8.307	7.5934
MM_RS04555	5.9295	5.3133	7.4042	7.317	7.959	7.2531	8.9487	8.8331
MM_RS04560	3.3313	3.654	3.5564	4.1165	3.5401	3.2755	5.0534	4.8193
MM_RS04565	6.8038	6.634	6.5288	6.145	6.8802	6.445	7.6785	7.1432
MM_RS04575	8.6407	8.2199	7.8977	8.2924	9.4342	9.4839	9.2245	8.6738
MM_RS04580	5.1034	4.6576	4.9634	5.0185	4.7709	3.8269	4.967	5.6454
MM_RS04585	3.5418	4.1042	3.1185	1.8029	4.1631	3.2755	3.3172	2.9374
MM_RS04590	5.892	6.0551	5.7748	6.205	5.9459	5.7257	5.6604	5.2397
MM_RS04600	0.262	0.262	6.4115	0.262	0.262	5.6423	7.0398	6.934
MM_RS04605	10.6553	10.4672	9.9645	9.9696	12.577	11.8346	11.0795	11.7418
MM_RS04610	6.6883	6.8013	7.5862	6.5087	6.6306	6.343	6.4782	6.1942
MM_RS04615	4.9291	6.36	3.6027	5.6572	5.1966	5.2495	4.6713	4.1128
MM_RS04620	7.4575	7.7063	5.9796	6.0662	7.7449	8.3311	6.4467	6.3709
MM_RS04625	7.2804	7.1735	7.3279	7.8414	6.9905	7.1512	7.6089	7.3135
MM_RS04630	5.892	5.6238	7.1619	7.317	6.6753	5.6846	7.5056	7.1151
MM_RS04635	8.0445	7.9618	9.0404	9.2175	8.2961	7.9611	9.617	9.4141
MM_RS04640	3.4405	2.7581	3.8524	3.8402	3.0819	4.7077	5.4215	4.8193
MM_RS04645	3.4405	3.4654	3.4077	3.1703	3.0819	3.8269	3.7933	4.2227
MM_RS04650	8.9632	9.0984	8.6334	10.2507	10.0581	9.9934	9.5666	9.4678
MM_RS04655	11.2686	11.1424	10.5063	11.1459	11.4173	10.9193	10.6568	10.6914
MM_RS04660	10.6623	10.4472	9.8546	11.6859	11.343	11.1196	10.6166	10.2563
MM_RS04665	6.2588	6.0384	4.7759	5.0185	6.0171	7.1958	6.0018	6.485
MM_RS04670	4.6432	4.4957	3.8137	3.4968	5.6194	5.9506	5.7665	5.388
MM_RS04675	11.9938	11.6782	10.1275	10.7134	11.3026	11.5915	8.8676	8.941
MM_RS04680	10.4826	10.1256	9.8144	10.0556	10.2951	9.9134	10.3969	10.3661
MM_RS04685	2.1426	1.8139	0.262	2.111	2.3905	3.0302	3.5752	2.6452
MM_RS04690	9.1213	8.6981	7.9068	8.0924	9.6172	9.339	9.1284	8.6199
MM_RS04695	6.9748	6.816	7.7401	8.7176	6.7187	6.175	7.5208	6.3945
MM_RS04700	4.3427	4.6355	5.3603	4.7626	3.8854	5.1919	5.6043	5.4342
MM_RS04710	7.7152	7.5239	7.8367	7.233	6.4364	6.4934	7.2186	6.5283
MM_RS04715	7.8136	8.1538	9.1572	10.298	9.2616	8.4026	9.3788	8.8331
MM_RS04720	7.2437	7.5476	6.2264	6.3714	7.3352	7.4252	6.5393	6.6893
MM_RS04725	8.9496	9.8192	8.0229	8.399	7.8265	8.1691	7.3607	7.7749
MM_RS04730	7.3511	7.0584	6.5697	5.7808	7.4682	7.0415	6.8836	7.4658
MM_RS04735	8.5624	8.231	7.788	8.2288	7.7023	7.7972	6.6543	7.2111
MM_RS04740	8.7856	8.2814	7.7038	7.9196	8.6044	8.3575	8.2533	7.6236
MM_RS04745	10.315	10.1981	10.1128	11.3578	10.4414	10.0491	9.4036	9.6029
MM_RS04750	10.9311	10.9192	10.063	10.8287	9.347	9.7133	8.4087	9.6911
MM_RS04755	8.7573	8.5822	8.7739	10.2507	7.2783	7.3483	7.3942	8.0217
MM_RS04760	7.8035	7.4906	7.6959	9.0901	6.9547	6.7541	7.2371	7.0719
MM_RS04765	9.2397	8.8212	9.3441	10.3244	9.5407	8.8787	9.4077	9.2234
MM_RS04770	7.0532	6.5424	7.7427	8.5628	7.2783	6.9049	7.7832	7.7385
MM_RS04775	8.7096	8.0804	10.1265	9.8595	8.4964	8.1766	9.2384	8.7351
MM_RS04780	7.4251	7.4184	7.8295	7.897	7.977	7.4377	8.5037	7.8787
MM_RS04785	6.7314	6.5889	7.7427	8.0107	6.0171	6.9748	8.0052	7.2885
MM_RS04790	5.6885	5.3271	4.6284	4.8021	6.2119	6.3163	4.1492	5.6842
MM_RS04795	6.6212	6.6172	7.4736	7.2826	8.0969	7.8995	7.7705	8.0065
MM_RS04800	9.219	9.0326	10.9603	11.659	7.959	7.687	7.845	7.9989
MM_RS04805	5.8536	5.1676	8.312	8.2958	6.4874	5.4592	8.2714	8.1026
MM_RS04815	10.5115	10.6901	10.6441	12.5553	9.0056	8.5241	8.0893	9.3003
MM_RS04820	6.5628	4.8226	6.4928	0.262	8.5333	8.1083	7.5056	8.0293
MM_RS04825	3.6364	3.0586	3.6027	4.3479	0.262	3.9715	0.262	2.9374
MM_RS04830	5.5749	4.9881	6.437	5.9126	4.9272	5.0694	4.4339	3.9939
MM_RS04835	5.2879	4.7217	4.7759	3.8402	5.7919	5.004	5.5459	5.5646
MM_RS04840	7.6324	6.7148	9.8971	8.3566	7.5665	6.7341	8.1395	7.6336
MM_RS04845	5.1675	3.6091	6.1358	5.1466	6.085	5.4592	6.1265	6.1671
MM_RS04850	6.3719	5.646	6.5869	7.2964	7.2783	5.8425	6.7349	6.8682
MM_RS04855	8.4828	7.8056	7.5191	7.8741	8.7784	8.7797	8.3587	8.2519
MM_RS04860	3.2129	3.5628	3.1814	3.7618	3.0819	3.6659	4.1492	3.7212
MM_RS04865	4.7309	4.6793	3.5564	2.7425	3.8854	3.8269	1.9869	3.7212
MM_RS04870	5.6885	5.646	5.524	5.6356	5.4235	5.1919	4.6713	4.9524
MM_RS04875	3.6364	3.7396	4.0648	3.3962	3.0819	4.8634	4.967	4.2227
MM_RS04880	4.1649	4.0383	3.459	2.7425	3.8854	4.334	1.9869	3.7212
MM_RS04885	6.6552	6.1819	6.0963	6.8087	5.0682	5.5072	5.1349	5.2908
MM_RS04890	10.3866	10.598	10.7159	11.5991	11.5388	12.1742	11.1411	11.4024
MM_RS04895	16.1868	12.4503	12.8369	11.7117	17.6953	16.8407	18.2607	16.118
MM_RS04900	8.2583	8.1615	6.1513	7.3964	8.8774	9.1706	7.1019	7.7477
MM_RS04905	7.6826	7.3693	9.5589	8.8989	7.4165	7.3083	8.4087	6.7816
MM_RS04910	7.4639	8.3953	10.3997	9.311	6.8802	6.4934	8.4883	7.2632
MM_RS04915	8.7042	9.7397	11.0044	9.6488	10.0283	10.5967	12.0269	11.4904
MM_RS04920	9.3543	9.2996	10.3414	10.787	9.5286	9.6209	10.3054	10.4288
MM_RS04925	6.0704	5.4953	5.2202	5.7609	5.6194	4.7877	5.1349	4.5091
MM_RS04930	7.302	6.6937	5.5	6.205	6.7187	6.8125	5.6604	6.611
MM_RS04935	8.1789	7.4503	6.219	6.799	7.8848	7.9867	7.3776	7.6434
MM_RS04940	9.8783	9.6231	10.8137	10.7591	9.7007	9.229	9.8398	9.3189
MM_RS04945	8.5684	8.41	8.8459	7.9593	7.4682	7.5677	7.443	7.0572
MM_RS04950	7.302	7.7376	7.0994	6.3974	6.6753	7.3614	7.0815	7.2503
MM_RS04955	6.4384	6.1277	5.8808	5.4244	7.4426	7.136	7.0185	6.934
MM_RS04960	6.6663	6.8354	5.8336	6.0499	6.085	7.2531	7.1614	6.6702
MM_RS04965	9.1253	9.9107	6.9074	7.9938	9.921	9.2037	9.1964	9.8228
MM_RS04975	5.0702	4.842	4.4886	3.3962	6.9179	6.7138	4.7768	5.479
MM_RS04980	5.0702	5.4201	4.3063	4.4004	8.3385	7.4377	5.5459	6.6507
MM_RS04990	12.6908	13.0161	4.7958	7.2826	13.1255	12.8338	5.4215	6.7816
MM_RS04995	10.2085	10.6764	4.6721	5.7609	10.5684	10.428	3.3172	3.1781
MM_RS05000	11.5041	10.9009	4.9278	5.6996	11.2738	10.9149	4.6713	4.7478
MM_RS05005	6.9926	6.9378	4.9981	4.4999	6.9179	5.4096	5.5459	6.1671
MM_RS05010	7.6493	6.8641	6.5582	6.3714	6.3285	6.175	6.1265	5.8971
MM_RS05015	8.0187	7.9596	8.4005	9.8478	6.0171	5.5537	6.6264	5.9297
MM_RS05020	7.3303	7.2074	5.5359	4.6803	6.3285	6.343	4.7768	4.6726
MM_RS05025	13.8974	13.9184	10.2391	10.1944	12.1889	12.614	9.036	7.72
MM_RS05030	6.0704	6.3997	4.3338	4.5929	7.093	7.0415	6.2776	5.9297
MM_RS05035	8.5108	7.9551	10.1358	10.4483	9.5164	8.928	10.0849	9.3158
MM_RS05040	8.7442	8.3888	10.613	11.1261	8.0969	8.3962	9.3662	9.3996
MM_RS05045	7.9291	7.1071	10.0573	10.5545	7.3071	7.2247	7.845	8.0955
MM_RS05050	8.3336	8.1538	10.1528	10.5195	7.093	7.0085	8.943	8.0065
MM_RS05055	7.3511	6.8209	6.6095	6	8.1454	7.3614	7.7705	7.2632
MM_RS05060	7.9656	7.5854	6.3524	7.0239	8.1294	7.687	7.2554	6.8682
MM_RS05070	4.8135	5.1366	4.4886	4.4004	4.9272	4.8634	3.9823	4.5932
MM_RS05075	8.2656	7.9101	7.0256	7.7077	7.9947	8.4277	6.907	7.0719
MM_RS05080	7.6605	7.9793	6.9165	6.7292	5.9459	7.2947	6.3131	6.885
MM_RS05085	4.8531	4.4204	4.6935	4.0523	4.3955	5.2495	6.2413	5.1315
MM_RS05090	8.6064	8.4948	8.6822	9.2356	7.7449	8.0926	7.6372	8.3088
MM_RS05100	6.4642	6.4821	6.8751	7.8925	7.6584	6.8687	8.3839	8.1098
MM_RS05105	8.344	7.7453	8.7613	9.137	7.3352	6.7138	7.8571	7.5521
MM_RS05110	4.8916	5.2423	6.1968	5.9829	5.5248	5.5072	5.485	4.7478
MM_RS05115	0.262	4.0716	0.262	0.262	0.262	3.0302	0.262	0.262
MM_RS05120	7.7098	8.4702	6.3389	6.114	8.0636	7.7281	7.9273	6.9815
MM_RS05125	8.4891	8.2474	8.1671	9.0124	8.8965	8.4827	8.9374	8.5793
MM_RS05130	7.773	7.753	7.6557	8.5771	9.2616	9.3782	9.1869	10.4458
MM_RS05135	7.2437	6.9152	6.6591	7.4345	8.8189	8.0366	8.016	8.186
MM_RS05140	8.4412	8.3488	7.7452	9.6105	7.8656	7.4377	7.309	7.3135
