gene_id	log2FC_TE_riborex	pvalue_TE_riborex	padj_TE_riborex	baseMean_counts	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS09115	-2.15058008235623	3.61568320660288e-05	0.000832875798292909	806.421309208576	raw_counts / DESeq2 median-of-ratios (via riborex)	20.591	6.952	183.328	65.675	4394.814	1465.579	10647.497	2941.87	4394.814	1465.579	10647.497	2941.87
MM_RS15485	-2.56367356000318	3.69370180026648e-05	0.000836177666163773	134.775414809345	raw_counts / DESeq2 median-of-ratios (via riborex)	0.118	0.031	0.982	0.29	25.141	6.505	58.949	13.036	25.141	6.505	58.949	13.036
MM_RS04545	-2.53727002753832	3.6795680678638e-05	0.000836177666163773	539.373337330023	raw_counts / DESeq2 median-of-ratios (via riborex)	0.386	0.117	6.591	2.067	81.832	25.572	400.638	91.862	81.832	25.572	400.638	91.862
MM_RS01555	-2.47129794074255	3.75487581339466e-05	0.000842761015895245	888.881878801303	raw_counts / DESeq2 median-of-ratios (via riborex)	0.277	0.072	3.572	1.162	58.559	15.27	216.625	51.965	58.559	15.27	216.625	51.965
MM_RS00410	2.7009196869215	3.83994661636632e-05	0.000854550831743894	253.310047550768	raw_counts / DESeq2 median-of-ratios (via riborex)	0.17	0.363	0.535	6.198	36.338	77.204	32.361	278.475	36.338	77.204	32.361	278.475
MM_RS04470	-2.4231180704249	4.31794376074375e-05	0.000952850446698578	232.777412912403	raw_counts / DESeq2 median-of-ratios (via riborex)	0.23	0.096	6.315	1.985	48.866	20.233	375.828	91.711	48.866	20.233	375.828	91.711
MM_RS09110	-2.08969683783454	4.36882494523847e-05	0.000956044525516351	1342.23545490311	raw_counts / DESeq2 median-of-ratios (via riborex)	5.74	1.873	48.815	17.848	1219.631	394.085	2822.621	819.278	1219.631	394.085	2822.621	819.278
MM_RS13030	-2.85350302427565	4.54479571742203e-05	0.000978248651963135	317.398694536393	raw_counts / DESeq2 median-of-ratios (via riborex)	7.946	3.208	136.81	33.939	1676.181	666.632	8311.451	1556.889	1676.181	666.632	8311.451	1556.889
MM_RS04150	2.75878984687009	4.51028199206124e-05	0.000978248651963135	136.618441901038	raw_counts / DESeq2 median-of-ratios (via riborex)	0.06	0.243	0.225	2.587	12.773	51.95	13.311	111.907	12.773	51.95	13.311	111.907
MM_RS05580	-3.17340277323723	5.48746803413247e-05	0.00117155211850666	1220.96609829907	raw_counts / DESeq2 median-of-ratios (via riborex)	0.571	0.09	10.366	2.333	121.962	19.494	655.826	102.959	121.962	19.494	655.826	102.959
MM_RS08530	-3.62208713595827	5.68945849633719e-05	0.00120488048478883	19996.8038849738	raw_counts / DESeq2 median-of-ratios (via riborex)	5.653	1.035	254.741	44.382	1210.446	219.828	16445.322	1937.295	1210.446	219.828	16445.322	1937.295
MM_RS09100	-2.11796651348781	5.9473265932252e-05	0.00124941437070475	1525.04243088754	raw_counts / DESeq2 median-of-ratios (via riborex)	8.56	1.987	40.915	15.566	1811.043	417.84	2408.109	701.518	1811.043	417.84	2408.109	701.518
MM_RS16320	3.32508121355968	6.20881631259199e-05	0.00129399616165608	55.4963584246074	raw_counts / DESeq2 median-of-ratios (via riborex)	0.074	0.15	0.207	3.052	15.714	31.393	11.651	140.436	15.714	31.393	11.651	140.436
MM_RS08015	-2.5450766231749	6.4502527965126e-05	0.00133372943650725	384.497187801618	raw_counts / DESeq2 median-of-ratios (via riborex)	0.398	0.121	3.694	1.123	85.101	25.486	223.304	51.132	85.101	25.486	223.304	51.132
MM_RS03135	-2.61691474351614	6.73301593627325e-05	0.00138132030067606	436.221776431074	raw_counts / DESeq2 median-of-ratios (via riborex)	1.26	0.507	47.463	12.933	267.345	105.101	2821.872	612.098	267.345	105.101	2821.872	612.098
MM_RS04205	-2.33873671008004	7.20023965449526e-05	0.00146572320408562	1113.60488667262	raw_counts / DESeq2 median-of-ratios (via riborex)	2.81	0.833	49.173	15.729	594.132	176.396	2883.479	730.046	594.132	176.396	2883.479	730.046
MM_RS03605	-2.0489289078262	7.40848201321595e-05	0.00149651336666962	453.461345425055	raw_counts / DESeq2 median-of-ratios (via riborex)	0.618	0.234	1.997	0.79	130.988	49.483	117.236	35.677	130.988	49.483	117.236	35.677
MM_RS12855	-3.25998454033469	7.58797901432563e-05	0.0015210712131007	118.569505594802	raw_counts / DESeq2 median-of-ratios (via riborex)	0.322	0.118	6.6	1.316	68.984	25.174	407.292	57.87	68.984	25.174	407.292	57.87
MM_RS09425	-3.08099443959206	8.31024972602834e-05	0.00165323604398109	2029.5852705816	raw_counts / DESeq2 median-of-ratios (via riborex)	0.848	0.36	26.288	6.297	181.208	76.761	1667.322	286.267	181.208	76.761	1667.322	286.267
MM_RS14360	2.63527456593178	8.81396419593777e-05	0.00174026090064155	126.282621953624	raw_counts / DESeq2 median-of-ratios (via riborex)	0.053	0.234	0.359	3.73	11.394	50.342	21.171	164.182	11.394	50.342	21.171	164.182
MM_RS05265	-1.90871421814056	9.44824801228951e-05	0.00185157457315465	3259.04920036138	raw_counts / DESeq2 median-of-ratios (via riborex)	8.391	2.944	44.73	18.794	1781.107	620.201	2596.22	858.212	1781.107	620.201	2596.22	858.212
MM_RS15700	-3.22043283884108	0.000114062153542782	0.00221872011261738	326.215291993296	raw_counts / DESeq2 median-of-ratios (via riborex)	0.397	0.058	2.777	0.576	85.266	12.511	173.039	25.945	85.266	12.511	173.039	25.945
MM_RS08635	-2.51169473843415	0.00011636169761996	0.00224680748492659	113.972803613907	raw_counts / DESeq2 median-of-ratios (via riborex)	0.089	0.018	0.895	0.25	19.07	3.841	52.336	11.516	19.07	3.841	52.336	11.516
MM_RS01015	-1.90927603149733	0.000118539751342911	0.00227215610968236	361.87582197669	raw_counts / DESeq2 median-of-ratios (via riborex)	0.312	0.111	3.175	1.385	66.333	23.576	186.125	62.077	66.333	23.576	186.125	62.077
MM_RS12615	-2.21000794567249	0.000121367597877941	0.00230950226106864	194.846397893143	raw_counts / DESeq2 median-of-ratios (via riborex)	0.33	0.075	5.32	1.999	70.246	16.313	318.711	89.884	70.246	16.313	318.711	89.884
MM_RS04800	-2.23517068713508	0.000123309697161656	0.00232957744421948	976.008676197178	raw_counts / DESeq2 median-of-ratios (via riborex)	0.993	0.809	73.318	28.049	211.631	173.704	4441.771	1249.536	211.631	173.704	4441.771	1249.536
MM_RS12300	-2.5189633265238	0.000128257248191446	0.00240573952679097	82.5481798849555	raw_counts / DESeq2 median-of-ratios (via riborex)	0.402	0.065	6.177	1.851	85.483	14.318	368.477	83.155	85.483	14.318	368.477	83.155
MM_RS13290	3.60813809655571	0.000138010912342786	0.0025703308922848	1417.36768617049	raw_counts / DESeq2 median-of-ratios (via riborex)	4.552	71.667	78.861	1394.556	981.427	15222.311	4427.777	59229.231	981.427	15222.311	4427.777	59229.231
MM_RS01720	-2.10000932876918	0.00014657046346669	0.00271052138777133	1520.33543890956	raw_counts / DESeq2 median-of-ratios (via riborex)	0.507	0.246	7.137	2.839	107.188	51.989	425.286	129.708	107.188	51.989	425.286	129.708
MM_RS06615	-1.90997046591266	0.000151505435989101	0.00278219073361804	598.368189866487	raw_counts / DESeq2 median-of-ratios (via riborex)	0.391	0.21	7.902	3.423	82.976	44.053	463.209	155.287	82.976	44.053	463.209	155.287
MM_RS02370	-2.33174369151663	0.000162813058785148	0.00296907703034583	884.643248816223	raw_counts / DESeq2 median-of-ratios (via riborex)	1.65	0.546	8.134	2.416	348.865	116.39	462.772	107.716	348.865	116.39	462.772	107.716
MM_RS05890	-2.05194336724262	0.000176535460685034	0.00319711806730276	425.706003388237	raw_counts / DESeq2 median-of-ratios (via riborex)	0.169	0.081	6.103	2.444	36.145	17.219	360.461	111.695	36.145	17.219	360.461	111.695
MM_RS07900	2.25935612651699	0.000184471912456044	0.0033179674117094	145.289537091335	raw_counts / DESeq2 median-of-ratios (via riborex)	0.194	0.756	0.741	5.455	41.298	159.715	42.445	243.963	41.298	159.715	42.445	243.963
MM_RS09155	-2.25140419470767	0.000185868118601876	0.00332033795543216	864.675596712521	raw_counts / DESeq2 median-of-ratios (via riborex)	0.514	0.285	9.142	3.464	109.504	61.161	552.825	151.098	109.504	61.161	552.825	151.098
MM_RS16695	3.24412291150047	0.000193115626402899	0.00342649753333792	389.939859245064	raw_counts / DESeq2 median-of-ratios (via riborex)	0.024	0.47	0.689	10.409	5.213	99.955	40.179	482.312	5.213	99.955	40.179	482.312
MM_RS02730	-2.99598626461015	0.000200868474234273	0.00349606624178428	397.625183801305	raw_counts / DESeq2 median-of-ratios (via riborex)	0.244	0.087	5.474	1.398	51.686	18.572	346.193	60.897	51.686	18.572	346.193	60.897
MM_RS09125	-1.96434349597075	0.000200892509650651	0.00349606624178428	372.341304062815	raw_counts / DESeq2 median-of-ratios (via riborex)	11.339	2.642	83.085	33.846	2405.353	563.545	4817.511	1504.321	2405.353	563.545	4817.511	1504.321
MM_RS09180	-1.71379444871973	0.000201030465540528	0.00349606624178428	3564.8853227293	raw_counts / DESeq2 median-of-ratios (via riborex)	0.783	0.558	20.361	10.358	166.453	118.294	1202.843	468.083	166.453	118.294	1202.843	468.083
MM_RS14095	2.04036370888415	0.000214932265041606	0.00371323768420565	728.17701183989	raw_counts / DESeq2 median-of-ratios (via riborex)	1.753	4.308	24.175	168.585	371.222	910.871	1433.526	7476.04	371.222	910.871	1433.526	7476.04
MM_RS05275	-3.77518065030567	0.000217937581055858	0.00371626031073171	7844.00268831078	raw_counts / DESeq2 median-of-ratios (via riborex)	62.04	3.197	278.931	36.648	12912.851	690.475	16915.607	1655.297	12912.851	690.475	16915.607	1655.297
MM_RS16095	3.28262939397465	0.000217028335805284	0.00371626031073171	84.669362309845	raw_counts / DESeq2 median-of-ratios (via riborex)	0.179	0.729	0.566	8.678	37.945	153.534	33.025	420.846	37.945	153.534	33.025	420.846
MM_RS03810	4.14794609345443	0.000225014582946234	0.00381218254720522	172.035579666734	raw_counts / DESeq2 median-of-ratios (via riborex)	0.041	1.209	0.198	6.474	8.822	252.959	12.179	301.306	8.822	252.959	12.179	301.306
MM_RS17575	-2.12818750345218	0.000227951559606035	0.00383718458670158	125.587848652661	raw_counts / DESeq2 median-of-ratios (via riborex)	0.111	0.028	0.954	0.354	23.568	6.068	55.802	15.93	23.568	6.068	55.802	15.93
MM_RS08860	5.23699255542533	0.000230266130629358	0.00385145770084519	89.6104017317856	raw_counts / DESeq2 median-of-ratios (via riborex)	0.008	0.62	0.188	11.453	1.597	130.135	10.993	524.049	1.597	130.135	10.993	524.049
MM_RS12870	-2.60213416906483	0.000244233286324721	0.00400847881180449	420.369430726167	raw_counts / DESeq2 median-of-ratios (via riborex)	0.221	0.059	2.237	0.674	47.309	12.836	135.552	28.935	47.309	12.836	135.552	28.935
MM_RS10940	-2.42545085512075	0.000242728081229021	0.00400847881180449	78.7704251663352	raw_counts / DESeq2 median-of-ratios (via riborex)	0.324	0.075	1.981	0.583	69.134	15.813	114.788	26.234	69.134	15.813	114.788	26.234
MM_RS06990	-1.81267031549676	0.000241656622724451	0.00400847881180449	367.833248088755	raw_counts / DESeq2 median-of-ratios (via riborex)	0.211	0.107	2.559	1.187	44.916	22.749	149.903	53.41	44.916	22.749	149.903	53.41
MM_RS15840	-2.13752338339776	0.000253706928596969	0.00413810182916546	821.398917270958	raw_counts / DESeq2 median-of-ratios (via riborex)	0.96	0.234	3.336	1.256	204.435	50.621	195.43	54.177	204.435	50.621	195.43	54.177
MM_RS06705	-2.53693749431826	0.000259738950501351	0.0042103363210898	983.285952374901	raw_counts / DESeq2 median-of-ratios (via riborex)	0.967	0.231	5.577	1.747	203.843	49.342	338.959	77.824	203.843	49.342	338.959	77.824
MM_RS00205	-1.7798576506496	0.000267777673270911	0.00431401331294119	1153.28922548995	raw_counts / DESeq2 median-of-ratios (via riborex)	0.283	0.196	4.798	2.214	60.138	40.956	278.869	101.019	60.138	40.956	278.869	101.019
MM_RS05215	-2.23092284186379	0.000284466361762271	0.00452732524841044	416.091653341419	raw_counts / DESeq2 median-of-ratios (via riborex)	0.234	0.116	7.348	2.711	49.514	25.038	438.419	119.506	49.514	25.038	438.419	119.506
MM_RS04230	-1.95898736218025	0.000283674180796975	0.00452732524841044	894.396831069869	raw_counts / DESeq2 median-of-ratios (via riborex)	1.596	0.974	18.458	7.963	339.415	206.347	1095.507	368.81	339.415	206.347	1095.507	368.81
MM_RS07040	-2.28157661652435	0.000300531284385278	0.00475418766744422	1639.14493697846	raw_counts / DESeq2 median-of-ratios (via riborex)	22.232	5.809	327.507	123.258	4703.001	1232.118	19929.567	5431.486	4703.001	1232.118	19929.567	5431.486
MM_RS19465	-2.31818709748185	0.000305016884257074	0.00479625352131184	97.5799552338119	raw_counts / DESeq2 median-of-ratios (via riborex)	0.898	0.347	10.052	3.49	190.549	73.994	598.615	154.052	190.549	73.994	598.615	154.052
MM_RS18340	-2.41946724368998	0.000307814287382626	0.00481143046825462	243.84973796006	raw_counts / DESeq2 median-of-ratios (via riborex)	0.291	0.049	1.831	0.555	61.725	10.504	106.053	23.743	61.725	10.504	106.053	23.743
MM_RS07045	-1.99346112144251	0.00031789466787931	0.00493959407012467	1338.68444916706	raw_counts / DESeq2 median-of-ratios (via riborex)	30.11	7.061	132.281	59.241	6386.356	1495.78	7993.307	2658.164	6386.356	1495.78	7993.307	2658.164
MM_RS08630	-2.10225228558842	0.000363236510420649	0.00561093574332132	171.718314997109	raw_counts / DESeq2 median-of-ratios (via riborex)	0.153	0.063	1.079	0.42	32.435	14.028	63.894	19.131	32.435	14.028	63.894	19.131
MM_RS08535	-2.908542823901	0.000368713574150899	0.00566223301590796	8736.51146263949	raw_counts / DESeq2 median-of-ratios (via riborex)	10.976	1.955	150.307	41.749	2327.828	426.198	9594.876	1818.971	2327.828	426.198	9594.876	1818.971
MM_RS07410	-2.62464897082765	0.000372082772269511	0.00568075209290544	69.7800339309292	raw_counts / DESeq2 median-of-ratios (via riborex)	0.232	0.095	10.979	2.858	49.501	19.964	637.846	126.048	49.501	19.964	637.846	126.048
MM_RS03775	5.27745288555192	0.000386039809576384	0.00585977190721147	337.658325304427	raw_counts / DESeq2 median-of-ratios (via riborex)	0.032	3.979	0.665	63.037	6.646	841.267	45.907	2941.582	6.646	841.267	45.907	2941.582
MM_RS00200	-2.46140127992283	0.000411615657528483	0.00614149270835111	478.275650637716	raw_counts / DESeq2 median-of-ratios (via riborex)	0.239	0.11	6.574	2.265	50.567	23.237	406.007	101.117	50.567	23.237	406.007	101.117
MM_RS04550	-2.40157214013361	0.000409255932230084	0.00614149270835111	359.542037515143	raw_counts / DESeq2 median-of-ratios (via riborex)	0.268	0.081	5.381	1.793	56.562	17.247	322.65	78.493	56.562	17.247	322.65	78.493
MM_RS11485	1.97554538984191	0.000411228926754184	0.00614149270835111	479.184998217604	raw_counts / DESeq2 median-of-ratios (via riborex)	0.649	0.948	1.492	9.203	137.318	203.06	86.163	410.266	137.318	203.06	86.163	410.266
MM_RS15695	-2.22447849733741	0.000415044453286667	0.00615766516571067	640.779894958783	raw_counts / DESeq2 median-of-ratios (via riborex)	1.183	0.121	3.378	1.339	251.189	26.114	206.133	58.593	251.189	26.114	206.133	58.593
MM_RS09580	2.09389523127251	0.00042150169640456	0.00621833401549649	152.254908765667	raw_counts / DESeq2 median-of-ratios (via riborex)	0.116	0.328	0.452	3.124	24.666	70.921	26.33	137.3	24.666	70.921	26.33	137.3
MM_RS07540	2.42204000597956	0.000427514913586534	0.00627181096691753	77.5842240191194	raw_counts / DESeq2 median-of-ratios (via riborex)	1.202	2.327	1.487	12.794	256.697	501.838	86.78	584.861	256.697	501.838	86.78	584.861
MM_RS10150	2.15142259893977	0.000433455772371115	0.00632363810136971	182.252477212015	raw_counts / DESeq2 median-of-ratios (via riborex)	0.148	0.557	2.675	18.739	31.436	120.82	154.946	846.529	31.436	120.82	154.946	846.529
MM_RS10750	-2.46612007194462	0.000452998157716541	0.00655142747012516	212.722668843344	raw_counts / DESeq2 median-of-ratios (via riborex)	0.21	0.049	3.83	1.088	44.219	10.564	222.552	50.467	44.219	10.564	222.552	50.467
MM_RS00695	2.30609593937297	0.000464088190431847	0.00655142747012516	104.702369509002	raw_counts / DESeq2 median-of-ratios (via riborex)	0.206	0.309	0.521	4.293	43.802	65.977	30.627	186.969	43.802	65.977	30.627	186.969
MM_RS17155	-2.2606563091058	0.000454400157268827	0.00655142747012516	662.105248499615	raw_counts / DESeq2 median-of-ratios (via riborex)	0.351	0.121	4.265	1.401	73.926	25.777	246.903	62.835	73.926	25.777	246.903	62.835
MM_RS07150	-2.25485290371537	0.000466533487019575	0.00655142747012516	7016.32438251635	raw_counts / DESeq2 median-of-ratios (via riborex)	1.234	0.946	84.632	31.211	261.793	204.911	5065.869	1333.939	261.793	204.911	5065.869	1333.939
MM_RS14500	-2.20360014901075	0.000458043226007945	0.00655142747012516	209.480260782576	raw_counts / DESeq2 median-of-ratios (via riborex)	0.209	0.121	3.576	1.262	44.149	25.233	210.022	58.032	44.149	25.233	210.022	58.032
MM_RS11160	-1.75511329041659	0.000459164910182378	0.00655142747012516	1599.53678473833	raw_counts / DESeq2 median-of-ratios (via riborex)	2.888	1.826	68.691	31.945	615.261	382.614	3979.83	1456.7	615.261	382.614	3979.83	1456.7
MM_RS11175	-1.6414381907777	0.000464080175551065	0.00655142747012516	1404.73554691615	raw_counts / DESeq2 median-of-ratios (via riborex)	1.543	0.722	27.768	14.21	327.861	151.299	1615.5	638.86	327.861	151.299	1615.5	638.86
MM_RS04235	-2.01068589667515	0.000470971481597092	0.00657856973762746	623.068013290315	raw_counts / DESeq2 median-of-ratios (via riborex)	7.614	4.298	289.895	128.551	1617.927	906.742	17552.677	5842.842	1617.927	906.742	17552.677	5842.842
MM_RS06985	-1.84864629141192	0.000475506825211383	0.00660677737039731	361.449879507986	raw_counts / DESeq2 median-of-ratios (via riborex)	0.203	0.136	4.653	2.126	43.089	28.735	272.847	93.906	43.089	28.735	272.847	93.906
MM_RS15095	2.82033586312887	0.000503817306709552	0.00696328551273307	112.459652442548	raw_counts / DESeq2 median-of-ratios (via riborex)	0.049	0.258	0.749	9.223	10.429	55.151	44.775	397.455	10.429	55.151	44.775	397.455
MM_RS10925	-1.85273726283311	0.000507843141862898	0.00698217848446057	433.666181588354	raw_counts / DESeq2 median-of-ratios (via riborex)	0.359	0.079	2.26	0.986	76.319	17.31	130.576	43.518	76.319	17.31	130.576	43.518
MM_RS12890	-2.47350508531576	0.000525535770976809	0.0071877965342974	158.656977687949	raw_counts / DESeq2 median-of-ratios (via riborex)	0.593	0.248	6.345	1.993	127.028	53.182	378.448	86.943	127.028	53.182	378.448	86.943
MM_RS16115	3.96718701057697	0.000558457150800263	0.00748218611225251	557.319201129203	raw_counts / DESeq2 median-of-ratios (via riborex)	0.168	1.005	0.905	25.557	35.673	207.098	55.638	1294.229	35.673	207.098	55.638	1294.229
MM_RS06215	-2.44083600466721	0.000556749061693796	0.00748218611225251	1079.20003802187	raw_counts / DESeq2 median-of-ratios (via riborex)	6.32	1.949	399.009	134.007	1333.413	412.994	24376.269	6198.152	1333.413	412.994	24376.269	6198.152
MM_RS01105	2.24222004060735	0.000557497232060874	0.00748218611225251	139.061490214973	raw_counts / DESeq2 median-of-ratios (via riborex)	0.542	0.724	1.707	12.197	115.107	151.589	97.063	539.169	115.107	151.589	97.063	539.169
MM_RS06310	-2.19591926233715	0.000556074609021245	0.00748218611225251	365.756155889635	raw_counts / DESeq2 median-of-ratios (via riborex)	0.221	0.055	6.153	2.313	46.532	11.811	366.677	102.57	46.532	11.811	366.677	102.57
MM_RS02725	-2.09532484493468	0.000563603335847316	0.0074827169827721	464.032685080617	raw_counts / DESeq2 median-of-ratios (via riborex)	0.468	0.149	9.415	3.9	99.162	31.636	565.841	171.26	99.162	31.636	565.841	171.26
MM_RS13760	-2.02757388880001	0.000564195720711681	0.0074827169827721	1227.51439526082	raw_counts / DESeq2 median-of-ratios (via riborex)	1.102	1.043	28.638	12.844	234.455	217.011	1747.41	581.576	234.455	217.011	1747.41	581.576
MM_RS06100	-2.01156300934861	0.000569719627792155	0.00751229042594651	171.474895815254	raw_counts / DESeq2 median-of-ratios (via riborex)	0.167	0.039	0.543	0.217	35.537	8.473	31.659	9.774	35.537	8.473	31.659	9.774
MM_RS11165	-1.81660688139957	0.000572147024062948	0.00751229042594651	1596.55278056285	raw_counts / DESeq2 median-of-ratios (via riborex)	1.181	0.847	49.407	24.426	250.614	180.284	2963.419	1108.502	250.614	180.284	2963.419	1108.502
